tow; prn1; p-rng1; phase1; dopp1(carr); dopp1(range); bias1(Hz); p-rng2; phase2; dopp2(carr); dopp2(range); bias2(Hz); dopp1(eph); dopp2(eph); ebias1(ph); ebias1(rg) 
518401.376; 24; -1349949.60352; 378.966796875; -2526.44531014706; -3018.6; 492.155; 0; 0; -0; -0; 0; -2526.47; -1886.65; 0.0266511; -492.129
518401.526; 24; -1349876.38086; 757.9384765625; -2526.47786615198; -2565.25; 38.7732; 0; 0; -0; -0; 0; -2526.54; -1886.7; 0.062028; -38.7111
518401.676; 24; -1349798.84277; 1136.927734375; -2526.59504973026; -2716.44; 189.841; 0; 0; -0; -0; 0; -2526.61; -1886.75; 0.0128157; -189.828
518401.826; 24; -1349730.40332; 1515.9208984375; -2526.62109531873; -2397.68; -128.943; 0; 0; -0; -0; 0; -2526.68; -1886.8; 0.0547443; 128.997
518401.976; 24; -1349657.16992; 1894.927734375; -2526.71224115212; -2565.63; 38.9151; 0; 0; -0; -0; 0; -2526.74; -1886.85; 0.0315764; -38.8836
518402.126; 24; -1349583.57812; 2273.9423828125; -2526.76432056343; -2578.18; 51.419; 0; 0; -0; -0; 0; -2526.81; -1886.9; 0.0473733; -51.3717
518402.276; 24; -1349511.82715; 2652.970703125; -2526.85547031888; -2513.69; -13.1626; 0; 0; -0; -0; 0; -2526.88; -1886.96; 0.0242363; 13.1869
518402.426; 24; -1349446.95117; 3032.00390625; -2526.88801847999; -2272.84; -254.051; 0; 0; -0; -0; 0; -2526.95; -1887.01; 0.0596406; 254.111
518402.576; 24; -1349366.76367; 3411.05078125; -2526.97916823562; -2809.25; 282.275; 0; 0; -0; -0; 0; -2527.02; -1887.06; 0.0364228; -282.239
518402.726; 24; -1349293.26074; 3790.1064453125; -2527.03776198566; -2575.07; 48.0323; 0; 0; -0; -0; 0; -2527.08; -1887.11; 0.0457772; -47.9865
518402.876; 24; -1349223.59375; 4169.173828125; -2527.11588306311; -2440.68; -86.4325; 0; 0; -0; -0; 0; -2527.15; -1887.16; 0.035594; 86.468
518403.026; 24; -1349171.78125; 4548.2509765625; -2527.18099115241; -1815.18; -712.004; 0; 0; -0; -0; 0; -2527.22; -1887.21; 0.0384427; 712.043
518403.176; 24; -1349099.06934; 4927.3388671875; -2527.25260181298; -2547.36; 20.1053; 0; 0; -0; -0; 0; -2527.29; -1887.26; 0.034818; -20.0705
518403.326; 24; -1349026.98242; 5306.43359375; -2527.29817865249; -2525.46; -1.83624; 0; 0; -0; -0; 0; -2527.36; -1887.31; 0.0572191; 1.89346
518403.476; 24; -1348959.17383; 5685.544921875; -2527.40885573589; -2375.58; -151.832; 0; 0; -0; -0; 0; -2527.42; -1887.36; 0.0144322; 151.846
518403.626; 24; -1348868.87012; 6064.6611328125; -2527.44140389614; -3163.66; 636.22; 0; 0; -0; -0; 0; -2527.49; -1887.41; 0.0498454; -636.17
518403.776; 24; -1348821.16309; 6443.7890625; -2527.51953281929; -1671.35; -856.172; 0; 0; -0; -0; 0; -2527.56; -1887.46; 0.0396566; 856.212
518403.926; 24; -1348719.77344; 6822.9248046875; -2527.57161222935; -3552.04; 1024.47; 0; 0; -0; -0; 0; -2527.63; -1887.51; 0.0555039; -1024.41
518404.076; 24; -1348677.00293; 7202.07421875; -2527.66276198605; -1498.4; -1029.26; 0; 0; -0; -0; 0; -2527.7; -1887.56; 0.032259; 1029.29
518404.226; 24; -1348580.16406; 7581.2333984375; -2527.72786615275; -3392.61; 864.883; 0; 0; -0; -0; 0; -2527.76; -1887.62; 0.035203; -864.848
518404.376; 24; -1348533.97363; 7960.400390625; -2527.77994556249; -1618.22; -909.564; 0; 0; -0; -0; 0; -2527.83; -1887.67; 0.0509245; 909.615
518404.526; 24; -1348436.03125; 8339.583984375; -2527.89062656952; -3431.27; 903.381; 0; 0; -0; -0; 0; -2527.9; -1887.72; 0.00825802; -903.372
518404.676; 24; -1348388.35254; 8718.76953125; -2527.90364347904; -1670.36; -857.548; 0; 0; -0; -0; 0; -2527.97; -1887.77; 0.0631532; 857.611
518404.826; 24; -1348296.65723; 9097.96875; -2527.99479323625; -3212.41; 684.419; 0; 0; -0; -0; 0; -2528.03; -1887.82; 0.0399497; -684.379
518404.976; 24; -1348239.22656; 9477.1787109375; -2528.06640781963; -2012; -516.065; 0; 0; -0; -0; 0; -2528.1; -1887.87; 0.0362718; 516.102
518405.126; 24; -1348150.86133; 9856.3974609375; -2528.1249976455; -3095.75; 567.625; 0; 0; -0; -0; 0; -2528.17; -1887.92; 0.0456006; -567.579
518405.276; 24; -1348097.37988; 10235.6279296875; -2528.20312656972; -1873.65; -654.557; 0; 0; -0; -0; 0; -2528.24; -1887.97; 0.0353899; 654.593
518405.426; 24; -1348009.76367; 10614.8662109375; -2528.25520597871; -3069.51; 541.253; 0; 0; -0; -0; 0; -2528.31; -1888.02; 0.0512459; -541.202
518405.576; 24; -1347952.8125; 10994.1181640625; -2528.34635573647; -1995.2; -533.143; 0; 0; -0; -0; 0; -2528.37; -1888.07; 0.0279771; 533.171
518405.726; 24; -1347863.45117; 11373.3759765625; -2528.38541823649; -3130.65; 602.261; 0; 0; -0; -0; 0; -2528.44; -1888.12; 0.0568526; -602.204
518405.876; 24; -1347809.41504; 11752.6513671875; -2528.50260181182; -1893.08; -635.424; 0; 0; -0; -0; 0; -2528.51; -1888.17; 0.00765599; 635.432
518406.026; 24; -1347751.20117; 12131.9287109375; -2528.51562656991; -2039.44; -489.076; 0; 0; -0; -0; 0; -2528.58; -1888.22; 0.0625196; 489.139
518406.176; 24; -1347687.37402; 12511.2197265625; -2528.60676847838; -2236.09; -292.514; 0; 0; -0; -0; 0; -2528.65; -1888.27; 0.0393571; 292.553
518406.326; 24; -1347614.30371; 12890.521484375; -2528.67838698668; -2559.91; 31.2355; 0; 0; -0; -0; 0; -2528.71; -1888.33; 0.0356019; -31.1999
518406.476; 24; -1347536.80176; 13269.8330078125; -2528.74349115338; -2715.17; 186.427; 0; 0; -0; -0; 0; -2528.78; -1888.38; 0.0384566; -186.388
518406.626; 24; -1347456.77441; 13649.1533203125; -2528.8020809782; -2803.64; 274.841; 0; 0; -0; -0; 0; -2528.85; -1888.43; 0.0477395; -274.794
518406.776; 24; -1347377.67969; 14028.48828125; -2528.89974115348; -2770.97; 242.071; 0; 0; -0; -0; 0; -2528.92; -1888.48; 0.0180248; -242.053
518406.926; 24; -1347300.77148; 14407.828125; -2528.93228931141; -2694.37; 165.437; 0; 0; -0; -0; 0; -2528.99; -1888.53; 0.0533675; -165.383
518407.076; 24; -1347225.09668; 14787.1806640625; -2529.01692865355; -2651.16; 122.142; 0; 0; -0; -0; 0; -2529.05; -1888.58; 0.036637; -122.105
518407.226; 24; -1347151.53711; 15166.541015625; -2529.06901198692; -2577.05; 47.9853; 0; 0; -0; -0; 0; -2529.12; -1888.63; 0.0524571; -47.9329
518407.376; 24; -1347079.25977; 15545.9150390625; -2529.16015389454; -2532.13; 2.97321; 0; 0; -0; -0; 0; -2529.19; -1888.68; 0.0292494; -2.94396
518407.526; 24; -1347006.85547; 15925.2958984375; -2529.205730737; -2536.58; 7.37526; 0; 0; -0; -0; 0; -2529.26; -1888.73; 0.0515913; -7.32367
518407.676; 24; -1346934.96289; 16304.6904296875; -2529.29687264441; -2518.65; -10.6432; 0; 0; -0; -0; 0; -2529.33; -1888.78; 0.028334; 10.6716
518407.826; 24; -1346863.52051; 16684.0927734375; -2529.34895990376; -2502.88; -26.4673; 0; 0; -0; -0; 0; -2529.39; -1888.83; 0.044149; 26.5114
518407.976; 24; -1346791.63379; 17063.505859375; -2529.42057448714; -2518.45; -10.9722; 0; 0; -0; -0; 0; -2529.46; -1888.88; 0.0404296; 11.0126
518408.126; 24; -1346719.59082; 17442.9287109375; -2529.48567472757; -2523.92; -5.5633; 0; 0; -0; -0; 0; -2529.53; -1888.93; 0.0432574; 5.60656
518408.276; 24; -1346648.03027; 17822.3642578125; -2529.57031407056; -2507.02; -22.5489; 0; 0; -0; -0; 0; -2529.6; -1888.98; 0.0264864; 22.5754
518408.426; 24; -1346576.07715; 18201.806640625; -2529.61588306078; -2520.77; -8.84106; 0; 0; -0; -0; 0; -2529.66; -1889.04; 0.0488443; 8.8899
