tow; prn10; p-rng1; phase1; dopp1(carr); dopp1(range); bias1(Hz); p-rng2; phase2; dopp2(carr); dopp2(range); bias2(Hz); dopp1(eph); dopp2(eph); ebias1(ph); ebias1(rg); resp; resc 
150325.679; 6; 1776475.60645; -157185.9912109375; 157185.991210938; -9.33544e+06; 9.49263e+06; 0; 0; -0; -0; 0; 2501.32; 1867.87; 154685; -9.33794e+06; 1.12014; 0.00179249
150326.679; 6; 1776017.69727; -159607.8486328125; 2421.857421875; 2406.33; 15.5284; 0; 0; -0; -0; 0; 2500.86; 1867.53; -79.0043; -94.5327; 2.30035; -0.437254
150327.679; 6; 1775556.15723; -162029.5; 2421.6513671875; 2425.41; -3.75791; 0; 0; -0; -0; 0; 2500.41; 1867.19; -78.755; -74.9971; 1.65752; -0.240371
150328.679; 6; 1775093.25781; -164450.3955078125; 2420.8955078125; 2432.55; -11.6573; 0; 0; -0; -0; 0; 2499.95; 1866.85; -79.0554; -67.3981; -0.490145; -0.474785
150329.679; 6; 1774632.27539; -166870.70703125; 2420.3115234375; 2422.48; -2.16745; 0; 0; -0; -0; 0; 2499.5; 1866.51; -79.1838; -77.0164; 0.273268; 0.450016
150330.679; 6; 1774170.04297; -169290.8935546875; 2420.1865234375; 2429.05; -8.86125; 0; 0; -0; -0; 0; 2499.04; 1866.17; -78.8532; -69.992; -1.15518; 0.338616
150331.679; 6; 1773709.96875; -171710.4140625; 2419.5205078125; 2417.71; 1.81417; 0; 0; -0; -0; 0; 2498.58; 1865.83; -79.0635; -80.8777; -0.235268; 0.658046
150332.679; 6; 1773249.10156; -174129.7138671875; 2419.2998046875; 2421.87; -2.57361; 0; 0; -0; -0; 0; 2498.13; 1865.49; -78.8285; -76.2549; -0.808426; 0.374943
150333.679; 6; 1772791.18555; -176547.814453125; 2418.1005859375; 2406.36; 11.7357; 0; 0; -0; -0; 0; 2497.67; 1865.14; -79.5717; -91.3074; 0.725279; -0.128716
150334.679; 6; 1772328.94922; -178965.673828125; 2417.859375; 2429.07; -11.2089; 0; 0; -0; -0; 0; 2497.22; 1864.8; -79.3569; -68.148; -0.993825; 0.228249
150335.679; 6; 1771869.8916; -181383.291015625; 2417.6171875; 2412.36; 5.25313; 0; 0; -0; -0; 0; 2496.76; 1864.46; -79.1431; -84.3962; 0.564832; 0.826255
150336.679; 6; 1771409.21289; -183800.587890625; 2417.296875; 2420.88; -3.58609; 0; 0; -0; -0; 0; 2496.3; 1864.12; -79.0071; -75.421; -0.98062; -0.0895108
150337.679; 6; 1770949.37598; -186217.3212890625; 2416.7333984375; 2416.46; 0.274105; 0; 0; -0; -0; 0; 2495.85; 1863.78; -79.1144; -79.3885; -0.804053; -0.0496054
150338.679; 6; 1770488.72949; -188633.6494140625; 2416.328125; 2420.71; -4.38549; 0; 0; -0; -0; 0; 2495.39; 1863.44; -79.0633; -74.6778; -1.6086; -0.148061
150339.679; 6; 1770031.86914; -191049.2470703125; 2415.59765625; 2400.82; 14.7803; 0; 0; -0; -0; 0; 2494.93; 1863.1; -79.3373; -94.1176; 0.785174; -0.487021
150340.679; 6; 1769573.16797; -193464.244140625; 2414.9970703125; 2410.49; 4.50614; 0; 0; -0; -0; 0; 2494.48; 1862.76; -79.4814; -83.9875; 1.9614; -0.0621402
150341.679; 6; 1769115.20898; -195878.5908203125; 2414.3466796875; 2406.59; 7.75597; 0; 0; -0; -0; 0; 2494.02; 1862.42; -79.6752; -87.4311; 3.30863; -0.0621828
150342.679; 6; 1768657.11133; -198292.53125; 2413.9404296875; 2407.32; 6.621; 0; 0; -0; -0; 0; 2493.57; 1862.08; -79.6246; -86.2456; 4.03747; -0.41318
150343.679; 6; 1768196.44727; -200706.4951171875; 2413.9638671875; 2420.81; -6.84212; 0; 0; -0; -0; 0; 2493.11; 1861.74; -79.1444; -72.3023; 1.99076; -1.03449
150344.679; 6; 1767736.75781; -203119.8369140625; 2413.341796875; 2415.68; -2.34258; 0; 0; -0; -0; 0; 2492.65; 1861.4; -79.3096; -76.967; 1.07692; -1.37363
150345.679; 6; 1767277.58789; -205532.9189453125; 2413.08203125; 2412.95; 0.127806; 0; 0; -0; -0; 0; 2492.19; 1861.05; -79.1123; -79.2401; 0.771991; -1.58547
150346.679; 6; 1766818.60449; -207945.6962890625; 2412.77734375; 2411.97; 0.803305; 0; 0; -0; -0; 0; 2491.74; 1860.71; -78.9599; -79.7633; 1.41353; -0.961467
150347.679; 6; 1766357.5498; -210357.640625; 2411.9443359375; 2422.86; -10.9144; 0; 0; -0; -0; 0; 2491.28; 1860.37; -79.3358; -68.4214; -0.71382; -1.00774
150348.679; 6; 1765899.31641; -212769.6103515625; 2411.9697265625; 2408.03; 3.93696; 0; 0; -0; -0; 0; 2490.82; 1860.03; -78.8531; -82.7901; 0.52357; -0.461157
150349.679; 6; 1765437.87793; -215180.9609375; 2411.3505859375; 2424.88; -13.525; 0; 0; -0; -0; 0; 2490.37; 1859.69; -79.0149; -65.4899; -2.05758; -0.512003
150350.679; 6; 1764982.82422; -217591.8955078125; 2410.9345703125; 2391.32; 19.6112; 0; 0; -0; -0; 0; 2489.91; 1859.35; -78.9734; -98.5846; 1.82884; -0.290887
150351.679; 6; 1764523.49805; -220001.9111328125; 2410.015625; 2413.78; -3.7597; 0; 0; -0; -0; 0; 2489.45; 1859.01; -79.4349; -75.6752; 0.961098; -0.393328
150352.679; 6; 1764065.68555; -222411.232421875; 2409.3212890625; 2405.82; 3.50036; 0; 0; -0; -0; 0; 2488.99; 1858.66; -79.6715; -83.1719; 1.67692; -0.292668
150353.679; 6; 1763607.68457; -224820.2802734375; 2409.0478515625; 2406.81; 2.23648; 0; 0; -0; -0; 0; 2488.54; 1858.32; -79.4873; -81.7238; 1.68021; -0.643
150354.679; 6; 1763148.53809; -227229.337890625; 2409.0576171875; 2412.83; -3.77344; 0; 0; -0; -0; 0; 2488.08; 1857.98; -79.0197; -75.2462; 0.919376; -0.65226
150355.679; 6; 1762689.94238; -229638.0390625; 2408.701171875; 2409.94; -1.23551; 0; 0; -0; -0; 0; 2487.62; 1857.64; -78.9182; -77.6827; 0.729163; -0.606515
150356.679; 6; 1762229.92676; -232046.37890625; 2408.33984375; 2417.4; -9.05858; 0; 0; -0; -0; 0; 2487.16; 1857.3; -78.8216; -69.763; -0.712901; -0.36437
150357.679; 6; 1761775.05762; -234454.373046875; 2407.994140625; 2390.35; 17.6407; 0; 0; -0; -0; 0; 2486.7; 1856.95; -78.7092; -96.3499; 1.85845; -1.093
150358.679; 6; 1761314.9541; -236861.8349609375; 2407.4619140625; 2417.86; -10.3984; 0; 0; -0; -0; 0; 2486.25; 1856.61; -78.7832; -68.3848; 0.32838; -0.633538
150359.679; 6; 1760856.82227; -239268.6650390625; 2406.830078125; 2407.5; -0.668969; 0; 0; -0; -0; 0; 2485.79; 1856.27; -78.9569; -78.2879; 0.203505; -0.612129
150360.679; 6; 1760401.38867; -241675.22265625; 2406.5576171875; 2393.32; 13.2379; 0; 0; -0; -0; 0; 2485.33; 1855.93; -78.7709; -92.0088; 2.40433; -0.881478
150361.679; 6; 1759941.88965; -244081.2685546875; 2406.0458984375; 2414.68; -8.63777; 0; 0; -0; -0; 0; 2484.87; 1855.58; -78.8242; -70.1864; 1.12325; -0.493126
150362.679; 6; 1759483.21973; -246486.2080078125; 2404.939453125; 2410.33; -5.38725; 0; 0; -0; -0; 0; 2484.41; 1855.24; -79.4721; -74.0848; 0.0294268; -0.576217
150363.679; 6; 1759027.08398; -248891.32421875; 2405.1162109375; 2397.01; 8.10671; 0; 0; -0; -0; 0; 2483.95; 1854.9; -78.8367; -86.9434; 1.06148; -1.05364
150364.679; 6; 1758569.63281; -251295.6279296875; 2404.3037109375; 2403.92; 0.381578; 0; 0; -0; -0; 0; 2483.49; 1854.56; -79.1905; -79.5721; 1.66038; -0.497183
150365.679; 6; 1758111.74023; -253699.61328125; 2403.9853515625; 2406.24; -2.25639; 0; 0; -0; -0; 0; 2483.04; 1854.21; -79.05; -76.7936; 1.46309; -0.237712
150366.679; 6; 1757652.28125; -256103.3447265625; 2403.7314453125; 2414.47; -10.7418; 0; 0; -0; -0; 0; 2482.58; 1853.87; -78.8451; -68.1033; -0.812767; -0.494768
150367.679; 6; 1757196.48438; -258506.55078125; 2403.2060546875; 2395.23; 7.97731; 0; 0; -0; -0; 0; 2482.12; 1853.53; -78.9114; -86.8888; 0.746528; -0.431625
150368.679; 6; 1756738.30762; -260908.99609375; 2402.4453125; 2407.74; -5.2898; 0; 0; -0; -0; 0; 2481.66; 1853.19; -79.2131; -73.9233; -0.416991; -0.592574
150369.679; 6; 1756280.73047; -263311.119140625; 2402.123046875; 2404.58; -2.4611; 0; 0; -0; -0; 0; 2481.2; 1852.84; -79.0762; -76.6151; -0.643478; -0.35765
150370.679; 6; 1755825.06445; -265713.1376953125; 2402.0185546875; 2394.54; 7.47748; 0; 0; -0; -0; 0; 2480.74; 1852.5; -78.7214; -86.1989; 0.555919; -0.562296
150371.679; 6; 1755367.7207; -268114.6435546875; 2401.505859375; 2403.36; -1.85177; 0; 0; -0; -0; 0; 2480.28; 1852.16; -78.7747; -76.923; 0.509579; -0.242024
150372.679; 6; 1754911.30273; -270515.36328125; 2400.7197265625; 2398.49; 2.22711; 0; 0; -0; -0; 0; 2479.82; 1851.81; -79.1015; -81.3286; 0.847123; -0.29711
150373.679; 6; 1754455.95801; -272916.0009765625; 2400.6376953125; 2392.85; 7.78501; 0; 0; -0; -0; 0; 2479.36; 1851.47; -78.724; -86.509; 1.96219; -0.600077
