tow; prn14; p-rng1; phase1; dopp1(carr); dopp1(range); bias1(Hz); p-rng2; phase2; dopp2(carr); dopp2(range); bias2(Hz); dopp1(eph); dopp2(eph); ebias1(ph); ebias1(rg); resp; resc 
150319.679; 17; 3163050.51074; 5387.5185546875; -5387.5185546875; -1.66219e+07; 1.66166e+07; 0; 0; -0; -0; 0; -2444.81; -1825.67; -2942.7; -1.66195e+07; -1.42492e-07; 0
150320.679; 17; 3163537.27441; 7912.2587890625; -2524.740234375; -2557.96; 33.2201; 0; 0; -0; -0; 0; -2445.16; -1825.93; -79.5776; -112.798; 2.09082e-07; 0
150321.679; 17; 3164012.27246; 10437.205078125; -2524.9462890625; -2496.13; -28.8147; 0; 0; -0; -0; 0; -2445.51; -1826.19; -79.435; -50.6203; -1.96043e-07; 0
150322.679; 17; 3164492.49902; 12962.26953125; -2525.064453125; -2523.61; -1.45683; 0; 0; -0; -0; 0; -2445.86; -1826.45; -79.2045; -77.7477; 1.57203e-05; 0
150323.679; 17; 3164973.93262; 15486.8115234375; -2524.5419921875; -2529.95; 5.40862; 0; 0; -0; -0; 0; -2446.21; -1826.71; -78.3335; -83.7421; 4.53647e-06; 0
150324.679; 17; 3165454.69434; 18012.06640625; -2525.2548828125; -2526.42; 1.165; 0; 0; -0; -0; 0; -2446.56; -1826.97; -78.698; -79.863; -9.62522e-07; 0
150325.679; 17; 3165939.37402; 20537.9638671875; -2525.8974609375; -2547.01; 21.1115; 0; 0; -0; -0; 0; -2446.91; -1827.23; -78.9923; -100.104; 7.00607; 0.0209817
150326.679; 17; 3166415.92773; 23064.2705078125; -2526.306640625; -2504.31; -22; 0; 0; -0; -0; 0; -2447.25; -1827.49; -79.0532; -57.0532; 3.07971; -0.42547
150327.679; 17; 3166895.75977; 25590.6875; -2526.4169921875; -2521.53; -4.88265; 0; 0; -0; -0; 0; -2447.6; -1827.75; -78.8155; -73.9328; 2.62297; -0.231262
150328.679; 17; 3167382.00391; 28117.7568359375; -2527.0693359375; -2555.23; 28.1609; 0; 0; -0; -0; 0; -2447.95; -1828.01; -79.1198; -107.281; 7.42691; -0.466916
150329.679; 17; 3167857.26465; 30645.29296875; -2527.5361328125; -2497.51; -30.0241; 0; 0; -0; -0; 0; -2448.3; -1828.27; -79.2387; -49.2146; 2.97949; 0.456068
150330.679; 17; 3168337.91504; 33172.8603515625; -2527.5673828125; -2525.83; -1.73253; 0; 0; -0; -0; 0; -2448.65; -1828.53; -78.9221; -77.1896; 2.72814; 0.345669
150331.679; 17; 3168818.95703; 35700.951171875; -2528.0908203125; -2527.89; -0.198089; 0; 0; -0; -0; 0; -2448.99; -1828.79; -79.0978; -78.8997; 3.17492; 0.660579
150332.679; 17; 3169300.68945; 38229.1845703125; -2528.2333984375; -2531.52; 3.28756; 0; 0; -0; -0; 0; -2449.34; -1829.05; -78.8928; -82.1804; 3.50134; 0.378508
150333.679; 17; 3169782.9541; 40758.478515625; -2529.2939453125; -2534.32; 5.02389; 0; 0; -0; -0; 0; -2449.69; -1829.31; -79.6058; -84.6297; 4.13301; -0.128985
150334.679; 17; 3170266.21387; 43287.9248046875; -2529.4462890625; -2539.55; 10.1009; 0; 0; -0; -0; 0; -2450.04; -1829.57; -79.4108; -89.5117; 6.41641; 0.22766
150335.679; 17; 3170744.85352; 45817.5009765625; -2529.576171875; -2515.27; -14.3078; 0; 0; -0; -0; 0; -2450.38; -1829.83; -79.1934; -64.8856; 4.52724; 0.825681
150336.679; 17; 3171229.01465; 48347.302734375; -2529.8017578125; -2544.28; 14.4822; 0; 0; -0; -0; 0; -2450.73; -1830.09; -79.0718; -93.5539; 6.43701; -0.0880426
150337.679; 17; 3171713.91016; 50877.5439453125; -2530.2412109375; -2548.14; 17.9019; 0; 0; -0; -0; 0; -2451.08; -1830.35; -79.164; -97.0659; 9.88203; -0.0490635
150338.679; 17; 3172192.69531; 53408.0947265625; -2530.55078125; -2516.03; -14.5178; 0; 0; -0; -0; 0; -2451.42; -1830.61; -79.1266; -64.6088; 6.94686; -0.146423
150339.679; 17; 3172673.78516; 55939.2548828125; -2531.16015625; -2528.14; -3.01596; 0; 0; -0; -0; 0; -2451.77; -1830.87; -79.3891; -76.3731; 6.054; -0.486029
150340.679; 17; 3173157.89355; 58470.9033203125; -2531.6484375; -2544.01; 12.3584; 0; 0; -0; -0; 0; -2452.12; -1831.13; -79.5306; -91.889; 8.75998; -0.0619754
150341.679; 17; 3173639.48535; 61003.0908203125; -2532.1875; -2530.78; -1.40553; 0; 0; -0; -0; 0; -2452.46; -1831.39; -79.7229; -78.3174; 8.50762; -0.0626816
150342.679; 17; 3174120.65332; 63535.580078125; -2532.4892578125; -2528.55; -3.93452; 0; 0; -0; -0; 0; -2452.81; -1831.64; -79.6781; -75.7436; 7.39058; -0.413081
150343.679; 17; 3174604.2627; 66067.9287109375; -2532.3486328125; -2541.38; 9.03579; 0; 0; -0; -0; 0; -2453.16; -1831.9; -79.1909; -88.2267; 8.5145; -1.0337
150344.679; 17; 3175082.48926; 68600.818359375; -2532.8896484375; -2513.1; -19.7921; 0; 0; -0; -0; 0; -2453.5; -1832.16; -79.3855; -59.5934; 4.4336; -1.36745
150345.679; 17; 3175565.83301; 71133.826171875; -2533.0078125; -2539.99; 6.98074; 0; 0; -0; -0; 0; -2453.85; -1832.42; -79.1574; -86.1381; 5.47445; -1.57989
150346.679; 17; 3176046.26367; 73667.046875; -2533.220703125; -2524.68; -8.54052; 0; 0; -0; -0; 0; -2454.2; -1832.68; -79.0241; -70.4836; 4.54192; -0.952698
150347.679; 17; 3176530.08984; 76200.9775390625; -2533.9306640625; -2542.52; 8.59303; 0; 0; -0; -0; 0; -2454.54; -1832.94; -79.3879; -87.981; 6.06868; -0.998896
150348.679; 17; 3177009.19922; 78734.7763671875; -2533.798828125; -2517.74; -16.0621; 0; 0; -0; -0; 0; -2454.89; -1833.2; -78.9101; -62.848; 3.59907; -0.450944
