----------------
prog start
hv ver: 3.13
code_test 
	 code_len = 120, chip_div = 1, spacing_len = 1, pcode[0] = 0x0030305F 
	 code_ctrl = 0x00000077
-3 -3 -3 -3 -3   |   0   |  -6 -6 -6 -6 -6   |   0   |  --
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   0   |  --
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   0   |  --
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   0   |  --
 3 -3 -3 -3 -3   |   1   |  -3 -3 -3 -3 -3   |   0   |  --
 3 -3 -3 -3 -3   |   1   |  -3 -3 -3 -3 -3   |   0   |  --
 3  3 -3 -3 -3   |   1   |   3 -3 -3 -3 -3   |   1   |  --
 3  3 -3 -3 -3   |   1   |   3 -3 -3 -3 -3   |   1   |  --
 3  3  3 -3 -3   |   1   |   3  3 -3 -3 -3   |   1   |  --
 3  3  3 -3 -3   |   1   |   3  3 -3 -3 -3   |   1   |  --
 3  3  3  3 -3   |   1   |   3  3  3 -3 -3   |   1   |  --
 3  3  3  3 -3   |   1   |   3  3  3 -3 -3   |   1   |  --
 3  3  3  3  3   |   1   |   3  3  3  3 -3   |   1   |  --
 3  3  3  3  3   |   1   |   3  3  3  3 -3   |   1   |  --
-3  3  3  3  3   |   0   |  -3  3  3  3  3   |   0   |  --
-3  3  3  3  3   |   0   |  -3  3  3  3  3   |   0   |  --
 3 -3  3  3  3   |   1   |   3 -3  3  3  3   |   1   |  --
 3 -3  3  3  3   |   1   |   3 -3  3  3  3   |   1   |  --
-3  3 -3  3  3   |   0   |  -3  3 -3  3  3   |   0   |  --
-3  3 -3  3  3   |   0   |  -3  3 -3  3  3   |   0   |  --
-3 -3  3 -3  3   |   0   |  -3 -3  3 -3  3   |   0   |  --
-3 -3  3 -3  3   |   0   |  -3 -3  3 -3  3   |   0   |  --
-3 -3 -3  3 -3   |   0   |  -3 -3 -3  3 -3   |   0   |  --
-3 -3 -3  3 -3   |   0   |  -3 -3 -3  3 -3   |   0   |  --
-3 -3 -3 -3  3   |   0   |  -3 -3 -3 -3  3   |   0   |  --
-3 -3 -3 -3  3   |   0   |  -3 -3 -3 -3  3   |   0   |  --
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   0   |  --
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   0   |  --
 3 -3 -3 -3 -3   |   1   |   3 -3 -3 -3 -3   |   1   |  --
 3 -3 -3 -3 -3   |   1   |   3 -3 -3 -3 -3   |   1   |  --
 3  3 -3 -3 -3   |   1   |   3  3 -3 -3 -3   |   1   |  --
 3  3 -3 -3 -3   |   1   |   3  3 -3 -3 -3   |   1   |  --
-3  3  3 -3 -3   |   0   |  -3  3  3 -3 -3   |   0   |  OK
-3  3  3 -3 -3   |   0   |  -3  3  3 -3 -3   |   0   |  OK
-3 -3  3  3 -3   |   0   |  -3 -3  3  3 -3   |   0   |  OK
-3 -3  3  3 -3   |   0   |  -3 -3  3  3 -3   |   0   |  OK
-3 -3 -3  3  3   |   0   |  -3 -3 -3  3  3   |   0   |  OK
-3 -3 -3  3  3   |   0   |  -3 -3 -3  3  3   |   0   |  OK
-3 -3 -3 -3  3   |   0   |  -3 -3 -3 -3  3   |   0   |  OK
-3 -3 -3 -3  3   |   0   |  -3 -3 -3 -3  3   |   0   |  OK
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   0   |  OK
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   0   |  OK
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   0   |  OK
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   0   |  OK
 3 -3 -3 -3 -3   |   1   |   3 -3 -3 -3 -3   |   1   |  OK
 3 -3 -3 -3 -3   |   1   |   3 -3 -3 -3 -3   |   1   |  OK
 3  3 -3 -3 -3   |   1   |   3  3 -3 -3 -3   |   1   |  OK
 3  3 -3 -3 -3   |   1   |   3  3 -3 -3 -3   |   1   |  OK
-3  3  3 -3 -3   |   0   |  -3  3  3 -3 -3   |   0   |  OK
-3  3  3 -3 -3   |   0   |  -3  3  3 -3 -3   |   0   |  OK
-3 -3  3  3 -3   |   0   |  -3 -3  3  3 -3   |   0   |  OK
-3 -3  3  3 -3   |   0   |  -3 -3  3  3 -3   |   0   |  OK
-3 -3 -3  3  3   |   0   |  -3 -3 -3  3  3   |   0   |  OK
-3 -3 -3  3  3   |   0   |  -3 -3 -3  3  3   |   0   |  OK
-3 -3 -3 -3  3   |   0   |  -3 -3 -3 -3  3   |   0   |  OK
-3 -3 -3 -3  3   |   0   |  -3 -3 -3 -3  3   |   0   |  OK
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   0   |  OK
