tow; prn20; p-rng1; phase1; dopp1(carr); dopp1(range); bias1(Hz); p-rng2; phase2; dopp2(carr); dopp2(range); bias2(Hz); dopp1(eph); dopp2(eph); ebias1(ph); ebias1(rg); resp; resc 
518845.654; 31; 4680805.60254; 94859.7421875; -94859.7421875; -2.45978e+07; 2.45029e+07; 0; 0; -0; -0; 0; 3487.56; 2604.35; -98347.3; -2.46013e+07; -1.82753; -0.0191258
518846.654; 31; 4680177.18164; 91522.607421875; 3337.134765625; 3302.37; 34.7607; 0; 0; -0; -0; 0; 3487.45; 2604.27; -150.319; -185.079; 4.30575; -0.231054
518847.654; 31; 4679534.02539; 88185.4990234375; 3337.1083984375; 3379.81; -42.7005; 0; 0; -0; -0; 0; 3487.35; 2604.19; -150.24; -107.539; -3.06947; 0.326444
518848.654; 31; 4678910.05078; 84848.1376953125; 3337.361328125; 3279.01; 58.3526; 0; 0; -0; -0; 0; 3487.24; 2604.11; -149.882; -208.234; 6.95361; -0.523569
518849.654; 31; 4678271.85156; 81510.6357421875; 3337.501953125; 3353.76; -16.2576; 0; 0; -0; -0; 0; 3487.14; 2604.03; -149.636; -133.378; 4.18505; -0.136328
518850.654; 31; 4677631.08789; 78173.62109375; 3337.0146484375; 3367.24; -30.2212; 0; 0; -0; -0; 0; 3487.03; 2603.95; -150.017; -119.796; -1.12461; 0.243705
518851.654; 31; 4677001.86719; 74836.9482421875; 3336.6728515625; 3306.58; 30.0957; 0; 0; -0; -0; 0; 3486.93; 2603.87; -150.254; -180.35; 4.1835; -0.127916
518852.654; 31; 4676365.18262; 71500.02734375; 3336.9208984375; 3345.8; -8.8791; 0; 0; -0; -0; 0; 3486.82; 2603.79; -149.9; -141.021; 2.47156; -0.115268
518853.654; 31; 4675730.26562; 68162.9453125; 3337.08203125; 3336.51; 0.570718; 0; 0; -0; -0; 0; 3486.72; 2603.72; -149.633; -150.204; 2.70019; 0.0162781
518854.654; 31; 4675092.83105; 64825.880859375; 3337.064453125; 3349.74; -12.6768; 0; 0; -0; -0; 0; 3486.61; 2603.64; -149.545; -136.868; 0.541502; 0.244341
518855.654; 31; 4674456.24023; 61488.8154296875; 3337.0654296875; 3345.31; -8.24191; 0; 0; -0; -0; 0; 3486.5; 2603.56; -149.438; -141.197; -1.24133; 0.0224165
518856.654; 31; 4673822.08594; 58152.2041015625; 3336.611328125; 3332.5; 4.10801; 0; 0; -0; -0; 0; 3486.4; 2603.48; -149.786; -153.894; -0.383113; 0.0890343
518857.654; 31; 4673185.69336; 54815.5087890625; 3336.6953125; 3344.27; -7.57026; 0; 0; -0; -0; 0; 3486.29; 2603.4; -149.597; -142.026; -1.7418; 0.146431
518858.654; 31; 4672554.72168; 51478.5556640625; 3336.953125; 3315.78; 21.1746; 0; 0; -0; -0; 0; 3486.19; 2603.32; -149.233; -170.407; 2.17311; 0.0400355
