tow; prn15; p-rng1; phase1; dopp1(carr); dopp1(range); bias1(Hz); p-rng2; phase2; dopp2(carr); dopp2(range); bias2(Hz); dopp1(eph); dopp2(eph); ebias1(ph); ebias1(rg); resp; resc 
518527.654; 32; 5656369.69727; 102142.31640625; -102142.31640625; -2.97244e+07; 2.96223e+07; 0; 0; -0; -0; 0; -1480.96; -1105.91; -100661; -2.97229e+07; 0; 0
518528.654; 32; 5656683.07227; 103765.576171875; -1623.259765625; -1646.8; 23.537; 0; 0; -0; -0; 0; -1481.45; -1106.28; -141.805; -165.342; 0; 0
518529.654; 32; 5656992.23633; 105390.0361328125; -1624.4599609375; -1624.67; 0.208153; 0; 0; -0; -0; 0; -1481.95; -1106.65; -142.508; -142.716; 0; 0
518530.654; 32; 5657300.28418; 107013.884765625; -1623.8486328125; -1618.8; -5.04625; 0; 0; -0; -0; 0; -1482.45; -1107.02; -141.399; -136.353; 0; 0
518531.654; 32; 5657608.51074; 108638.0087890625; -1624.1240234375; -1619.74; -4.38251; 0; 0; -0; -0; 0; -1482.95; -1107.4; -141.177; -136.795; 0; 0
518532.654; 32; 5657918.72656; 110262.44140625; -1624.4326171875; -1630.2; 5.76252; 0; 0; -0; -0; 0; -1483.44; -1107.77; -140.988; -146.751; 0; 0
518533.654; 32; 5658223.85352; 111888.0205078125; -1625.5791015625; -1603.45; -22.1261; 0; 0; -0; -0; 0; -1483.94; -1108.14; -141.637; -119.511; 0; 0
518534.654; 32; 5658533.80859; 113513.8427734375; -1625.822265625; -1628.82; 3.00266; 0; 0; -0; -0; 0; -1484.44; -1108.51; -141.383; -144.386; 0; 0
518535.654; 32; 5658843.89648; 115140.111328125; -1626.2685546875; -1629.52; 3.25431; 0; 0; -0; -0; 0; -1484.94; -1108.88; -141.333; -144.587; 0; 0
518536.654; 32; 5659152.77051; 116766.6142578125; -1626.5029296875; -1623.14; -3.35898; 0; 0; -0; -0; 0; -1485.43; -1109.25; -141.07; -137.711; 0; 0
518537.654; 32; 5659463.82324; 118393.6591796875; -1627.044921875; -1634.59; 7.54823; 0; 0; -0; -0; 0; -1485.93; -1109.62; -141.115; -148.663; 0; 0
518538.654; 32; 5659771.69922; 120021.5361328125; -1627.876953125; -1617.9; -9.97778; 0; 0; -0; -0; 0; -1486.43; -1109.99; -141.45; -131.472; 0; 0
518539.654; 32; 5660080.91211; 121650.552734375; -1629.0166015625; -1624.92; -4.09189; 0; 0; -0; -0; 0; -1486.92; -1110.37; -142.093; -138.001; 0; 0
518540.654; 32; 5660391.32031; 123279.1083984375; -1628.5556640625; -1631.21; 2.65045; 0; 0; -0; -0; 0; -1487.42; -1110.74; -141.135; -143.785; 0; 0
518541.654; 32; 5660704.26367; 124907.9931640625; -1628.884765625; -1644.53; 15.6437; 0; 0; -0; -0; 0; -1487.92; -1111.11; -140.967; -156.611; 0; 0
518542.654; 32; 5661013.08887; 126537.1591796875; -1629.166015625; -1622.89; -6.27866; 0; 0; -0; -0; 0; -1488.41; -1111.48; -140.752; -134.473; 0; 0
518543.654; 32; 5661323.94629; 128166.9228515625; -1629.763671875; -1633.57; 3.80311; 0; 0; -0; -0; 0; -1488.91; -1111.85; -140.853; -144.656; 0; 0
518544.654; 32; 5661634.28906; 129797.21875; -1630.2958984375; -1630.86; 0.566383; 0; 0; -0; -0; 0; -1489.41; -1112.22; -140.889; -141.455; 0; 0
518545.654; 32; 5661943.81738; 131427.9140625; -1630.6953125; -1626.58; -4.11301; 0; 0; -0; -0; 0; -1489.9; -1112.59; -140.792; -136.679; 0; 0
