tow; prn11; p-rng1; phase1; dopp1(carr); dopp1(range); bias1(Hz); p-rng2; phase2; dopp2(carr); dopp2(range); bias2(Hz); dopp1(eph); dopp2(eph); ebias1(ph); ebias1(rg); resp; resc 
518425.654; 2; 2514759.6123; 109205.7841796875; -109205.784179688; -1.32152e+07; 1.31059e+07; 0; 0; -0; -0; 0; 2177.67; 1626.18; -111383; -1.32173e+07; -2.4233e+07; 0
518426.654; 2; 2514364.71387; 107165.0146484375; 2040.76953125; 2075.21; -34.4358; 0; 0; -0; -0; 0; 2177.25; 1625.87; -136.485; -102.05; -2.42334e+07; 0
518427.654; 2; 2513978.26465; 105125.0478515625; 2039.966796875; 2030.8; 9.16245; 0; 0; -0; -0; 0; 2176.84; 1625.56; -136.872; -146.035; -2.42338e+07; 0
518428.654; 2; 2513590.37793; 103085.9853515625; 2039.0625; 2038.36; 0.704035; 0; 0; -0; -0; 0; 2176.42; 1625.25; -137.361; -138.065; -2.42342e+07; 0
518429.654; 2; 2513202.875; 101046.1064453125; 2039.87890625; 2036.34; 3.53727; 0; 0; -0; -0; 0; 2176.01; 1624.94; -136.129; -139.666; -2.42346e+07; 0
518430.654; 2; 2512814.64648; 99006.7529296875; 2039.353515625; 2040.15; -0.801104; 0; 0; -0; -0; 0; 2175.59; 1624.63; -136.238; -135.437; -2.4235e+07; 0
518431.654; 2; 2512426.9668; 96968.486328125; 2038.2666015625; 2037.27; 0.996093; 0; 0; -0; -0; 0; 2175.18; 1624.32; -136.909; -137.905; -2.42355e+07; 0
518432.654; 2; 2512038.69629; 94930.6181640625; 2037.8681640625; 2040.38; -2.50713; 0; 0; -0; -0; 0; 2174.76; 1624.01; -136.891; -134.384; -2.42359e+07; 0
518433.654; 2; 2511651.36719; 92893.1767578125; 2037.44140625; 2035.43; 2.01324; 0; 0; -0; -0; 0; 2174.34; 1623.7; -136.902; -138.915; -2.42363e+07; 0
518434.654; 2; 2511262.84668; 90856.6533203125; 2036.5234375; 2041.69; -5.16561; 0; 0; -0; -0; 0; 2173.93; 1623.39; -137.404; -132.238; -2.42367e+07; 0
518435.654; 2; 2510875.57227; 88819.2890625; 2037.3642578125; 2035.14; 2.22348; 0; 0; -0; -0; 0; 2173.51; 1623.08; -136.147; -138.37; -2.42371e+07; 0
518436.654; 2; 2510488.41016; 86782.0849609375; 2037.2041015625; 2034.55; 2.65348; 0; 0; -0; -0; 0; 2173.09; 1622.77; -135.89; -138.544; -2.42375e+07; 0
518437.654; 2; 2510100.0166; 84746.279296875; 2035.8056640625; 2041.02; -5.21624; 0; 0; -0; -0; 0; 2172.68; 1622.45; -136.872; -131.656; -2.42379e+07; 0
518438.654; 2; 2509713.74121; 82711.2255859375; 2035.0537109375; 2029.89; 5.16283; 0; 0; -0; -0; 0; 2172.26; 1622.14; -137.208; -142.37; -2.42383e+07; 0
518439.654; 2; 2509325.73438; 80676.640625; 2034.5849609375; 2038.99; -4.40472; 0; 0; -0; -0; 0; 2171.84; 1621.83; -137.26; -132.855; -2.42387e+07; 0
518440.654; 2; 2508939.05762; 78642.8330078125; 2033.8076171875; 2032; 1.80754; 0; 0; -0; -0; 0; 2171.43; 1621.52; -137.62; -139.428; -2.42391e+07; 0
518441.654; 2; 2508553.36426; 76610.126953125; 2032.7060546875; 2026.83; 5.87377; 0; 0; -0; -0; 0; 2171.01; 1621.21; -138.305; -144.179; -2.42395e+07; 0
518442.654; 2; 2508166.43945; 74578.26953125; 2031.857421875; 2033.3; -1.44615; 0; 0; -0; -0; 0; 2170.59; 1620.9; -138.737; -137.291; -2.42399e+07; 0
518443.654; 2; 2507779.27441; 72546.25; 2032.01953125; 2034.57; -2.54648; 0; 0; -0; -0; 0; 2170.18; 1620.59; -138.158; -135.611; -2.42403e+07; 0
518444.654; 2; 2507392.4668; 70514.8447265625; 2031.4052734375; 2032.69; -1.28247; 0; 0; -0; -0; 0; 2169.76; 1620.28; -138.355; -137.072; -2.42407e+07; 0
518445.654; 2; 2507006.48438; 68483.359375; 2031.4853515625; 2028.35; 3.13403; 0; 0; -0; -0; 0; 2169.34; 1619.96; -137.858; -140.992; -2.42411e+07; 0
518446.654; 2; 2506619.51758; 66452.2353515625; 2031.1240234375; 2033.52; -2.40022; 0; 0; -0; -0; 0; 2168.93; 1619.65; -137.802; -135.401; -2.42416e+07; 0
518447.654; 2; 2506233.6582; 64421.5869140625; 2030.6484375; 2027.7; 2.94374; 0; 0; -0; -0; 0; 2168.51; 1619.34; -137.86; -140.804; -2.4242e+07; 0
518448.654; 2; 2505845.14551; 62390.9482421875; 2030.638671875; 2041.65; -11.0093; 0; 0; -0; -0; 0; 2168.09; 1619.03; -137.452; -126.443; -2.42424e+07; 0
518449.654; 2; 2505460.44336; 60361.880859375; 2029.0673828125; 2021.62; 7.44395; 0; 0; -0; -0; 0; 2167.67; 1618.72; -138.606; -146.05; -2.42428e+07; 0
518450.654; 2; 2505074.77051; 58334.9306640625; 2026.9501953125; 2026.72; 0.225681; 0; 0; -0; -0; 0; 2167.26; 1618.41; -140.306; -140.531; -2.42432e+07; 0
518451.654; 2; 2504687.72168; 56307.955078125; 2026.9755859375; 2033.96; -6.97973; 0; 0; -0; -0; 0; 2166.84; 1618.09; -139.863; -132.883; -2.42436e+07; 0
518452.654; 2; 2504302.88379; 54281.4736328125; 2026.4814453125; 2022.34; 4.14468; 0; 0; -0; -0; 0; 2166.42; 1617.78; -139.939; -144.084; -2.4244e+07; 0
518453.654; 2; 2503917.38574; 52254.822265625; 2026.6513671875; 2025.81; 0.845458; 0; 0; -0; -0; 0; 2166; 1617.47; -139.351; -140.197; -2.42444e+07; 0
518454.654; 2; 2503532.45117; 50228.5341796875; 2026.2880859375; 2022.84; 3.44327; 0; 0; -0; -0; 0; 2165.58; 1617.16; -139.297; -142.74; -2.42448e+07; 0
518455.654; 2; 2503147.0293; 48203.6748046875; 2024.859375; 2025.41; -0.546248; 0; 0; -0; -0; 0; 2165.17; 1616.85; -140.308; -139.761; -2.42452e+07; 0
518456.654; 2; 2502761.31445; 46178.77734375; 2024.8974609375; 2026.95; -2.04772; 0; 0; -0; -0; 0; 2164.75; 1616.53; -139.851; -137.804; -2.42456e+07; 0
518457.654; 2; 2502376.23438; 44154.2392578125; 2024.5380859375; 2023.61; 0.928617; 0; 0; -0; -0; 0; 2164.33; 1616.22; -139.793; -140.721; -2.4246e+07; 0
518458.654; 2; 2501990.0918; 42129.900390625; 2024.3388671875; 2029.19; -4.85408; 0; 0; -0; -0; 0; 2163.91; 1615.91; -139.574; -134.72; -2.42464e+07; 0
518459.654; 2; 2501604.58887; 40105.677734375; 2024.22265625; 2025.83; -1.60891; 0; 0; -0; -0; 0; 2163.49; 1615.6; -139.271; -137.663; -2.42468e+07; 0
518460.654; 2; 2501221.26074; 38081.6552734375; 2024.0224609375; 2014.4; 9.61957; 0; 0; -0; -0; 0; 2163.08; 1615.28; -139.053; -148.673; -2.42472e+07; 0
518461.654; 2; 2500834.91504; 36058.20703125; 2023.4482421875; 2030.26; -6.81213; 0; 0; -0; -0; 0; 2162.66; 1614.97; -139.209; -132.397; -2.42476e+07; 0
518462.654; 2; 2500450.40137; 34034.96484375; 2023.2421875; 2020.63; 2.6092; 0; 0; -0; -0; 0; 2162.24; 1614.66; -138.997; -141.606; -2.4248e+07; 0
518463.654; 2; 2500066.38574; 32012.521484375; 2022.443359375; 2018.02; 4.42763; 0; 0; -0; -0; 0; 2161.82; 1614.35; -139.377; -143.804; -2.42484e+07; 0
518464.654; 2; 2499680.9834; 29990.5986328125; 2021.9228515625; 2025.3; -3.38013; 0; 0; -0; -0; 0; 2161.4; 1614.03; -139.478; -136.098; -2.42488e+07; 0
518465.654; 2; 2499297.19629; 27971.0322265625; 2019.56640625; 2016.81; 2.75153; 0; 0; -0; -0; 0; 2160.98; 1613.72; -141.416; -144.168; -2.42492e+07; 0
518466.654; 2; 2498911.5459; 25951.3251953125; 2019.70703125; 2026.61; -6.89945; 0; 0; -0; -0; 0; 2160.56; 1613.41; -140.857; -133.957; -2.42496e+07; 0
518467.654; 2; 2498528.0166; 23931.830078125; 2019.4951171875; 2015.46; 4.03506; 0; 0; -0; -0; 0; 2160.14; 1613.1; -140.65; -144.685; -2.425e+07; 0
518468.654; 2; 2498144.08496; 21914.287109375; 2017.54296875; 2017.57; -0.0314202; 0; 0; -0; -0; 0; 2159.73; 1612.78; -142.183; -142.151; -2.42505e+07; 0
518469.654; 2; 2497760.05078; 19895.939453125; 2018.34765625; 2018.11; 0.234421; 0; 0; -0; -0; 0; 2159.31; 1612.47; -140.959; -141.193; -2.42509e+07; 0
518470.654; 2; 2497376.23828; 17877.296875; 2018.642578125; 2016.95; 1.69428; 0; 0; -0; -0; 0; 2158.89; 1612.16; -140.245; -141.939; -2.42513e+07; 0
518471.654; 2; 2496991.43652; 15858.748046875; 2018.548828125; 2022.15; -3.59806; 0; 0; -0; -0; 0; 2158.47; 1611.84; -139.919; -136.321; -2.42517e+07; 0
518472.654; 2; 2496607.84277; 13840.1962890625; 2018.5517578125; 2015.8; 2.753; 0; 0; -0; -0; 0; 2158.05; 1611.53; -139.497; -142.25; -2.42521e+07; 0
518473.654; 2; 2496223.44434; 11822.2373046875; 2017.958984375; 2020.03; -2.06844; 0; 0; -0; -0; 0; 2157.63; 1611.22; -139.67; -137.602; 3.72529e-09; 4.19095e-09
518474.654; 2; 2495840.47363; 9804.654296875; 2017.5830078125; 2012.52; 5.05838; 0; 0; -0; -0; 0; 2157.21; 1610.9; -139.626; -144.685; 0.528324; 0.0246449
518475.654; 2; 2495456.22949; 7786.966796875; 2017.6875; 2019.22; -1.52909; 0; 0; -0; -0; 0; 2156.79; 1610.59; -139.102; -137.573; 0.0742529; -0.0693776
518476.654; 2; 2495071.98145; 5770.0419921875; 2016.9248046875; 2019.24; -2.31231; 0; 0; -0; -0; 0; 2156.37; 1610.28; -139.445; -137.133; -0.0591525; 0.161387
518477.654; 2; 2494687.89746; 3753.6162109375; 2016.42578125; 2018.37; -1.94918; 0; 0; -0; -0; 0; 2155.95; 1609.96; -139.525; -137.576; -0.2541; 0.216324
518478.654; 2; 2494304.82715; 1737.5986328125; 2016.017578125; 2013.05; 2.9695; 0; 0; -0; -0; 0; 2155.53; 1609.65; -139.513; -142.483; 0.207984; 0.127873
518479.654; 2; 2493921.41699; -277.46875; 2015.0673828125; 2014.83; 0.233413; 0; 0; -0; -0; 0; 2155.11; 1609.34; -140.043; -140.277; 0.0636826; 0.0614067
518480.654; 2; 2493537.5625; -2291.384765625; 2013.916015625; 2017.17; -3.25296; 0; 0; -0; -0; 0; 2154.69; 1609.02; -140.775; -137.522; -0.460931; 0.114932
518481.654; 2; 2493154.62305; -4305.01171875; 2013.626953125; 2012.36; 1.26654; 0; 0; -0; -0; 0; 2154.27; 1608.71; -140.643; -141.91; -0.505689; -0.0823575
518482.654; 2; 2492772.38965; -6318.8525390625; 2013.8408203125; 2008.65; 5.19075; 0; 0; -0; -0; 0; 2153.85; 1608.39; -140.009; -145.2; 0.17232; -0.220925
518483.654; 2; 2492388.9043; -8332.3251953125; 2013.47265625; 2015.23; -1.75647; 0; 0; -0; -0; 0; 2153.43; 1608.08; -139.957; -138.201; -0.0676794; -0.115868
518484.654; 2; 2492004.83496; -10344.87890625; 2012.5537109375; 2018.3; -5.74427; 0; 0; -0; -0; 0; 2153.01; 1607.77; -140.456; -134.712; -0.627133; 0.319931
518485.654; 2; 2491622.11426; -12356.3857421875; 2011.5068359375; 2011.21; 0.295966; 0; 0; -0; -0; 0; 2152.59; 1607.45; -141.082; -141.378; -0.799475; 0.116156
518486.654; 2; 2491240.16504; -14368.1162109375; 2011.73046875; 2007.16; 4.57378; 0; 0; -0; -0; 0; 2152.17; 1607.14; -140.438; -145.012; -0.132219; -0.0547902
518487.654; 2; 2490857.58301; -16378.9677734375; 2010.8515625; 2010.48; 0.369419; 0; 0; -0; -0; 0; 2151.75; 1606.82; -140.896; -141.266; 0.285093; 0.259623
518488.654; 2; 2490475.10547; -18388.9267578125; 2009.958984375; 2009.93; 0.0259507; 0; 0; -0; -0; 0; 2151.33; 1606.51; -141.368; -141.394; -0.145163; -0.113734
518489.654; 2; 2490092.8291; -20397.111328125; 2008.1845703125; 2008.88; -0.691298; 0; 0; -0; -0; 0; 2150.91; 1606.2; -142.722; -142.031; 0.0396612; 0.206897
518490.654; 2; 2489710.60059; -22405.45703125; 2008.345703125; 2008.62; -0.278704; 0; 0; -0; -0; 0; 2150.49; 1605.88; -142.14; -141.861; -0.168456; 0.0644062
518491.654; 2; 2489328.21094; -24413.3525390625; 2007.8955078125; 2009.47; -1.57566; 0; 0; -0; -0; 0; 2150.06; 1605.57; -142.169; -140.594; -0.605945; -0.0703469
518492.654; 2; 2488945.78711; -26420.740234375; 2007.3876953125; 2009.65; -2.26309; 0; 0; -0; -0; 0; 2149.64; 1605.25; -142.256; -139.993; -1.03359; -0.05298
518493.654; 2; 2488564.62207; -28428.380859375; 2007.640625; 2003.04; 4.60483; 0; 0; -0; -0; 0; 2149.22; 1604.94; -141.582; -146.187; -0.146518; -0.0222944
518494.654; 2; 2488181.81934; -30436.1728515625; 2007.7919921875; 2011.64; -3.84995; 0; 0; -0; -0; 0; 2148.8; 1604.62; -141.009; -137.159; -0.854021; 0.00619143
518495.654; 2; 2487800.8418; -32443.962890625; 2007.7900390625; 2002.05; 5.73956; 0; 0; -0; -0; 0; 2148.38; 1604.31; -140.59; -146.33; 0.133974; -0.103333
518496.654; 2; 2487418.2793; -34451.6982421875; 2007.7353515625; 2010.38; -2.64415; 0; 0; -0; -0; 0; 2147.96; 1604; -140.223; -137.579; -0.494478; -0.194488
518497.654; 2; 2487035.88184; -36459.861328125; 2008.1630859375; 2009.51; -1.34913; 0; 0; -0; -0; 0; 2147.54; 1603.68; -139.374; -138.025; -0.522134; 0.0464225
518498.654; 2; 2486654.4873; -38467.6796875; 2007.818359375; 2004.24; 3.57657; 0; 0; -0; -0; 0; 2147.12; 1603.37; -139.297; -142.874; -0.130194; -0.216106
518499.654; 2; 2486272.24902; -40474.296875; 2006.6171875; 2008.68; -2.05854; 0; 0; -0; -0; 0; 2146.69; 1603.05; -140.077; -138.018; -0.256285; 0.0510387
518500.654; 2; 2485889.72656; -42481.162109375; 2006.865234375; 2010.17; -3.30387; 0; 0; -0; -0; 0; 2146.27; 1602.74; -139.407; -136.103; -0.831628; 0.0797446
518501.654; 2; 2485509.06055; -44487.408203125; 2006.24609375; 2000.41; 5.83268; 0; 0; -0; -0; 0; 2145.85; 1602.42; -139.605; -145.437; 0.179325; -0.0153725
518502.654; 2; 2485126.03223; -46493.693359375; 2006.28515625; 2012.83; -6.54225; 0; 0; -0; -0; 0; 2145.43; 1602.11; -139.144; -132.601; -0.932282; 0.0929067
518503.654; 2; 2484745.52734; -48499.828125; 2006.134765625; 1999.57; 6.56811; 0; 0; -0; -0; 0; 2145.01; 1601.79; -138.872; -145.44; 0.0616311; -0.147901
518504.654; 2; 2484363.13184; -50505.3662109375; 2005.5380859375; 2009.5; -3.96387; 0; 0; -0; -0; 0; 2144.58; 1601.48; -139.047; -135.083; -0.460683; 0.0637441
518505.654; 2; 2483980.5127; -52509.69921875; 2004.3330078125; 2010.68; -6.34415; 0; 0; -0; -0; 0; 2144.16; 1601.16; -139.83; -133.486; -1.66696; 0.0413886
518506.654; 2; 2483600.59863; -54513.431640625; 2003.732421875; 1996.46; 7.27055; 0; 0; -0; -0; 0; 2143.74; 1600.85; -140.008; -147.279; -0.287409; 0.0502156
