tow; prn17; p-rng1; phase1; dopp1(carr); dopp1(range); bias1(Hz); p-rng2; phase2; dopp2(carr); dopp2(range); bias2(Hz); dopp1(eph); dopp2(eph); ebias1(ph); ebias1(rg); resp; resc 
518557.654; 15; -107676.974609; 11263.3466796875; -11263.3466796875; 565846; -577110; 0; 0; -0; -0; 0; -3262.01; -2435.91; -8001.34; 569108; 0; 0
518558.654; 15; -107609.535156; 12795.3505859375; -1532.00390625; -354.397; -1177.61; 0; 0; -0; -0; 0; -3261.76; -2435.73; 1729.76; 2907.37; 0; 0
518559.654; 15; -107526.063477; 14327.13671875; -1531.7861328125; -438.647; -1093.14; 0; 0; -0; -0; 0; -3261.52; -2435.55; 1729.74; 2822.88; 0; 0
518560.654; 15; -107472.166016; 15860.060546875; -1532.923828125; -283.233; -1249.69; 0; 0; -0; -0; 0; -3261.28; -2435.37; 1728.36; 2978.05; 0; 0
518561.654; 15; -107306.732422; 17392.6455078125; -1532.5849609375; -869.359; -663.226; 0; 0; -0; -0; 0; -3261.04; -2435.19; 1728.46; 2391.68; 0; 0
518562.654; 15; -107201.876953; 18926.2216796875; -1533.576171875; -551.019; -982.557; 0; 0; -0; -0; 0; -3260.8; -2435.01; 1727.22; 2709.78; 0; 0
518563.654; 15; -107101.878906; 20460.291015625; -1534.0693359375; -525.493; -1008.58; 0; 0; -0; -0; 0; -3260.56; -2434.83; 1726.49; 2735.07; 0; 0
518564.654; 15; -107000.956055; 21995.3330078125; -1535.0419921875; -530.353; -1004.69; 0; 0; -0; -0; 0; -3260.32; -2434.65; 1725.28; 2729.96; 0; 0
518565.654; 15; -106911.549805; 23531.5693359375; -1536.236328125; -469.833; -1066.4; 0; 0; -0; -0; 0; -3260.08; -2434.47; 1723.84; 2790.24; 0; 0
518566.654; 15; -106786.049805; 25068.376953125; -1536.8076171875; -659.507; -877.301; 0; 0; -0; -0; 0; -3259.83; -2434.29; 1723.03; 2600.33; 0; 0
518567.654; 15; -106687.592773; 26606.1474609375; -1537.7705078125; -517.395; -1020.38; 0; 0; -0; -0; 0; -3259.59; -2434.11; 1721.82; 2742.2; 0; 0
518568.654; 15; -106591.602539; 28144; -1537.8525390625; -504.432; -1033.42; 0; 0; -0; -0; 0; -3259.35; -2433.93; 1721.5; 2754.92; 0; 0
518569.654; 15; -106490.242188; 29681.9716796875; -1537.9716796875; -532.652; -1005.32; 0; 0; -0; -0; 0; -3259.11; -2433.75; 1721.14; 2726.46; 0; 0
518570.654; 15; -106392.276367; 31220.322265625; -1538.3505859375; -514.814; -1023.54; 0; 0; -0; -0; 0; -3258.87; -2433.57; 1720.52; 2744.05; 0; 0
518571.654; 15; -106293.358398; 32759.0234375; -1538.701171875; -519.817; -1018.88; 0; 0; -0; -0; 0; -3258.63; -2433.39; 1719.92; 2738.81; 0; 0
518572.654; 15; -106187.545898; 34298.3046875; -1539.28125; -556.048; -983.233; 0; 0; -0; -0; 0; -3258.38; -2433.21; 1719.1; 2702.33; 0; 0
518573.654; 15; -106082.148438; 35837.9638671875; -1539.6591796875; -553.867; -985.792; 0; 0; -0; -0; 0; -3258.14; -2433.03; 1718.48; 2704.27; 0; 0
518574.654; 15; -105977.475586; 37378.0908203125; -1540.126953125; -550.06; -990.067; 0; 0; -0; -0; 0; -3257.9; -2432.85; 1717.77; 2707.84; 0; 0
518575.654; 15; -105878.384766; 38919.400390625; -1541.3095703125; -520.726; -1020.58; 0; 0; -0; -0; 0; -3257.66; -2432.67; 1716.35; 2736.93; 0; 0
518576.654; 15; -105770.275391; 40460.2626953125; -1540.8623046875; -568.119; -972.744; 0; 0; -0; -0; 0; -3257.41; -2432.49; 1716.55; 2689.3; 0; 0
518577.654; 15; -105667.40918; 42001.849609375; -1541.5869140625; -540.566; -1001.02; 0; 0; -0; -0; 0; -3257.17; -2432.3; 1715.59; 2716.61; 0; 0
518578.654; 15; -105560.329102; 43544.015625; -1542.166015625; -562.71; -979.456; 0; 0; -0; -0; 0; -3256.93; -2432.12; 1714.76; 2694.22; 0; 0
518579.654; 15; -105455.795898; 45085.931640625; -1541.916015625; -549.326; -992.59; 0; 0; -0; -0; 0; -3256.69; -2431.94; 1714.77; 2707.36; 0; 0
518580.654; 15; -105361.290039; 46627.9912109375; -1542.0595703125; -496.632; -1045.43; 0; 0; -0; -0; 0; -3256.44; -2431.76; 1714.39; 2759.81; 0; 0
518581.654; 15; -105257.454102; 48170.599609375; -1542.6083984375; -545.662; -996.947; 0; 0; -0; -0; 0; -3256.2; -2431.58; 1713.59; 2710.54; 0; 0
518582.654; 15; -105154.763672; 49714.6416015625; -1544.0419921875; -539.642; -1004.4; 0; 0; -0; -0; 0; -3255.96; -2431.4; 1711.92; 2716.32; 0; 0
518583.654; 15; -105053.518555; 51259.89453125; -1545.2529296875; -532.047; -1013.21; 0; 0; -0; -0; 0; -3255.72; -2431.22; 1710.46; 2723.67; 0; 0
518584.654; 15; -104948.289062; 52805.556640625; -1545.662109375; -552.985; -992.677; 0; 0; -0; -0; 0; -3255.47; -2431.04; 1709.81; 2702.49; 0; 0
518585.654; 15; -104837.102539; 54351.6796875; -1546.123046875; -584.289; -961.834; 0; 0; -0; -0; 0; -3255.23; -2430.85; 1709.11; 2670.94; 0; 0
518586.654; 15; -104736.753906; 55897.1416015625; -1545.4619140625; -527.336; -1018.13; 0; 0; -0; -0; 0; -3254.99; -2430.67; 1709.53; 2727.65; 0; 0
