time;bias-band1;bias-band2
575599.956;0;0
575600.956;-89.9225374095;0
575601.956;-90.0850680518;0
575602.956;-90.2652206367;0
575603.956;-89.8017713394;0
575604.956;-89.7787579212;0
575605.956;-90.0780089754;0
575606.956;-89.7141932674;0
575607.956;-89.9206169337;0
575608.956;-89.8482714782;0
575609.956;-90.1508884945;0
575610.956;-90.3797989995;0
575611.956;-90.1287508719;0
575612.956;-89.8937228513;0
575613.956;-89.9673451185;0
575614.956;-90.1498260327;0
575615.956;-90.2415107473;0
575616.956;-90.2291817133;0
575617.956;-90.2417320546;0
575618.956;-89.6756437664;0
575619.956;-89.4899907537;0
575620.956;-90.0254331924;0
575621.956;-90.1820161017;0
575622.956;-89.8297825397;0
575623.956;-90.1870231093;0
575624.956;-90.1004062439;0
575625.956;-89.9014812895;0
575626.956;-89.8265879916;0
575627.956;-89.9025754488;0
575628.956;-89.9863296162;0
575629.956;-90.1101478171;0
575630.956;-89.9995855491;0
575631.956;-89.9451459432;0
575632.956;-90.4266166402;0
575633.956;-90.5894130197;0
575634.956;-90.356373189;0
575635.956;-90.2545372815;0
575636.956;-90.2832318103;0
575637.956;-90.3379856362;0
575638.956;-90.2374778451;0
575639.956;-90.2560965929;0
575640.956;-90.2239782375;0
575641.956;-90.3340973506;0
575642.956;-89.8930990733;0
575643.956;-89.8564122697;0
575644.956;-89.9824820192;0
575645.956;-89.9028674129;0
575646.956;-89.8128168904;0
575647.956;-89.8737963286;0
575648.956;-90.1148478394;0
575649.956;-90.2406347784;0
575650.956;-90.3765309051;0
575651.956;-90.4245466774;0
575652.956;-90.6069868714;0
575653.956;-90.7536714303;0
575654.956;-90.3537808125;0
575655.956;-90.2660440429;0
575656.956;-90.5741804308;0
575657.956;-90.5594230768;0
575658.956;-90.5212351361;0
575659.956;-90.3183347422;0
575660.956;-90.2404135315;0
575661.956;-90.1964104528;0
575662.956;-89.8554644928;0
575663.956;-89.8130644915;0
575664.956;-89.9184677217;0
575665.956;-89.8799807397;0
575666.956;-89.8909886113;0
575667.956;-89.9144036836;0
575668.956;-89.8853662737;0
575669.956;-89.7033870064;0
575670.956;-89.7791710832;0
575671.956;-89.8149780091;0
575672.956;-89.8279919072;0
575673.956;-89.7312887992;0
575674.956;-89.7130570058;0
575675.956;-89.7212022357;0
575676.956;-89.7016787993;0
575677.956;-89.8211805233;0
575678.956;-89.8127177755;0
575679.956;-89.9120479448;0
575680.956;-89.9498653762;0
575681.956;-89.9443808374;0
575682.956;-89.6098024608;0
575683.956;-89.8969559979;0
575684.956;-90.1046937182;0
575685.956;-90.1285678511;0
575686.956;-89.9668780508;0
575687.956;-89.8396587898;0
575688.956;-89.8661629803;0
575689.956;-89.9616316206;0
575690.956;-89.8566106036;0
575691.956;-89.6183629905;0
575692.956;-89.702097885;0
575693.956;-89.8990857781;0
575694.956;-89.9266479921;0
575695.956;-89.847258543;0
575696.956;-89.7822742575;0
575697.956;-89.6509225969;0
575698.956;-89.6711221616;0
575699.956;-89.7306042701;0
575700.956;-89.7237189429;0
575701.956;-89.7131153473;0
575702.956;-89.8350977027;0
575703.956;-89.9258082482;0
575704.956;-89.9858119429;0
575705.956;-89.9500155373;0
575706.956;-89.7426188521;0
575707.956;-89.8001227918;0
575708.956;-90.0282908473;0
575709.956;-90.2227018784;0
575710.956;-90.1805959836;0
575711.956;-90.2360894271;0
575712.956;-90.2720684409;0
575713.956;-90.3407099311;0
575714.956;-90.2641369597;0
575715.956;-89.9814883669;0
575716.956;-90.168998177;0
575717.956;-90.5606601093;0
575718.956;-90.7032690634;0
575719.956;-90.6415281191;0
575720.956;-90.8587923915;0
575721.956;-90.5575640671;0
575722.956;-91.1134900571;0
575723.956;-90.4804335948;0
575724.956;-90.2184354806;0
575725.956;-90.4139833812;0
575726.956;-90.3807226697;0
575727.956;-90.3370248695;0
575728.956;-90.2473590672;0
575729.956;-90.197494336;0
575730.956;-90.442999135;0
575731.956;-90.387575867;0
575732.956;-90.3335501557;0
575733.956;-90.4057481259;0
575734.956;-90.470593019;0
575735.956;-90.2822224766;0
575736.956;-90.3529017119;0
575737.956;-90.4180175734;0
575738.956;-90.5228364273;0
575739.956;-90.316166203;0
575740.956;-90.4410792217;0
575741.956;-90.494597685;0
575742.956;-90.3794546539;0
575743.956;-90.1415404364;0
575744.956;-89.9208922614;0
575745.956;-89.9397599517;0
575746.956;-89.8807306802;0
575747.956;-89.8668584966;0
575748.956;-89.7794955121;0
575749.956;-89.8263881952;0
575750.956;-90.1037840836;0
575751.956;-89.8250066506;0
575752.956;-89.5283789936;0
575753.956;-89.8965359846;0
575754.956;-90.0218149869;0
575755.956;-90.1375374174;0
575756.956;-90.4881007334;0
575757.956;-90.1194033686;0
575758.956;-89.9653110315;0
575759.956;-90.040961052;0
575760.956;-89.7938470813;0
575761.956;-89.8338065092;0
575762.956;-89.8584193472;0
575763.956;-89.9104051874;0
575764.956;-90.0277025892;0
575765.956;-90.0161358528;0
575766.956;-90.0509806461;0
575767.956;-90.0254488341;0
575768.956;-90.0652067237;0
575769.956;-90.1011760848;0
575770.956;-90.2233803208;0
575771.956;-90.2027457004;0
575772.956;-90.2331290823;0
575773.956;-90.1651027998;0
575774.956;-90.4833319726;0
575775.956;-90.0744563093;0
575776.956;-90.0891730458;0
575777.956;-90.3983607285;0
575778.956;-90.1886984175;0
575779.956;-90.404061265;0
575780.956;-90.561850287;0
575781.956;-90.4974117688;0
575782.956;-90.4488402912;0
575783.956;-90.3839201138;0
575784.956;-90.2821693868;0
575785.956;-90.3297609969;0
575786.956;-90.3087805465;0
575787.956;-90.0604512315;0
575788.956;-90.1932536375;0
575789.956;-90.3455616125;0
575790.956;-90.6048509775;0
575791.956;-90.3201638732;0
575792.956;-90.1540666929;0
575793.956;-90.3746865973;0
575794.956;-90.5951002174;0
575795.956;-90.117763509;0
575796.956;-89.9250500822;0
575797.956;-90.3348801128;0
575798.956;-90.4598036936;0
575799.956;-90.1684400412;0
575800.956;-90.0623451739;0
575801.956;-90.1662912308;0
575802.956;-90.2140013961;0
575803.956;-90.0500704719;0
575804.956;-90.0203945915;0
575805.956;-90.4028334375;0
575806.956;-90.3311353389;0
575807.956;-90.273596751;0
575808.956;-90.1254688294;0
575809.956;-89.9070398229;0
575810.956;-89.8609568152;0
575811.956;-89.7428609321;0
575812.956;-89.7647228134;0
575813.956;-89.7557545755;0
575814.956;-89.9325100372;0
575815.956;-89.7770470551;0
575816.956;-89.7856545959;0
575817.956;-89.7014052262;0
575818.956;-89.5470826484;0
575819.956;-89.5343438597;0
575820.956;-89.5385976592;0
575821.956;-89.6305543014;0
575822.956;-89.7785356568;0
575823.956;-89.7886299719;0
575824.956;-89.7842089051;0
575825.956;-89.819483992;0
575826.956;-89.8658724025;0
575827.956;-89.8114154315;0
575828.956;-89.9609676633;0
575829.956;-89.6822538796;0
575830.956;-89.8470008124;0
