tow; prn10; p-rng1; phase1; dopp1(carr); dopp1(range); bias1(Hz); p-rng2; phase2; dopp2(carr); dopp2(range); bias2(Hz); dopp1(eph); dopp2(eph); ebias1(ph); ebias1(rg) 
604615.931993182; 26; 3566084.58398; 35674.203125; -35674.2112317044; -1.87399e+07; 1.87042e+07; 0; 0; -0; -0; 0; 1393.04; 1040.25; -37067.2; -1.87413e+07
604616.931992954; 26; 3565806.67676; 34281.4677734375; 1392.7356683758; 1460.41; -67.677; 0; 0; -0; -0; 0; 1392.48; 1039.84; 0.253543; 67.9305
604617.931992727; 26; 3565541.89648; 32889.2763671875; 1392.19172261542; 1391.43; 0.761678; 0; 0; -0; -0; 0; 1391.93; 1039.43; 0.263261; -0.498417
604618.9319925; 26; 3565278.05176; 31497.6298828125; 1391.64680061659; 1386.51; 5.13309; 0; 0; -0; -0; 0; 1391.37; 1039.01; 0.272072; -4.86102
604619.931992273; 26; 3565011.36328; 30106.5419921875; 1391.08820673965; 1401.46; -10.3695; 0; 0; -0; -0; 0; 1390.82; 1038.6; 0.267328; 10.6368
604620.931992045; 26; 3564747.14258; 28716.005859375; 1390.53644880177; 1388.49; 2.04697; 0; 0; -0; -0; 0; 1390.27; 1038.19; 0.269465; -1.7775
604621.931991818; 26; 3564483.88281; 27326.0234375; 1389.98273773844; 1383.44; 6.54302; 0; 0; -0; -0; 0; 1389.71; 1037.77; 0.269731; -6.27329
604622.931991591; 26; 3564216.04492; 25936.59765625; 1389.42609698695; 1407.5; -18.0718; 0; 0; -0; -0; 0; 1389.16; 1037.36; 0.26712; 18.339
604623.931991363; 26; 3563952.98047; 24547.7275390625; 1388.87043312155; 1382.41; 6.45709; 0; 0; -0; -0; 0; 1388.6; 1036.95; 0.265579; -6.19151
604624.931991136; 26; 3563690.21582; 23159.408203125; 1388.31965142302; 1380.84; 7.48179; 0; 0; -0; -0; 0; 1388.05; 1036.53; 0.269005; -7.21279
604625.931990909; 26; 3563423.96484; 21771.642578125; 1387.76594035969; 1399.16; -11.3927; 0; 0; -0; -0; 0; 1387.5; 1036.12; 0.269552; 11.6623
604626.931990682; 26; 3563163.85547; 20384.4375; 1387.20539335731; 1366.88; 20.3211; 0; 0; -0; -0; 0; 1386.94; 1035.7; 0.26337; -20.0577
604627.931990454; 26; 3562897.82715; 18997.783203125; 1386.65461198215; 1397.99; -11.334; 0; 0; -0; -0; 0; 1386.39; 1035.29; 0.26702; 11.601
604628.931990227; 26; 3562631.03027; 17611.681640625; 1386.10187748154; 1402.03; -15.9255; 0; 0; -0; -0; 0; 1385.83; 1034.88; 0.268769; 16.1943
604629.93199; 26; 3562369.83301; 16226.140625; 1385.54133047916; 1372.6; 12.9401; 0; 0; -0; -0; 0; 1385.28; 1034.46; 0.262809; -12.6773
