tow; prn11; p-rng1; phase1; dopp1(carr); dopp1(range); bias1(Hz); p-rng2; phase2; dopp2(carr); dopp2(range); bias2(Hz); dopp1(eph); dopp2(eph); ebias1(ph); ebias1(rg) 
604597.931997273; 11; 3653322.17383; 204542.232421875; -204542.278902616; -1.91983e+07; 1.89938e+07; 0; 0; -0; -0; 0; 3146.92; 2349.97; -207689; -1.92015e+07
604598.931997045; 11; 3652721.43262; 201395.484375; 3146.74876195071; 3156.92; -10.1683; 0; 0; -0; -0; 0; 3146.59; 2349.73; 0.155874; 10.3242
604599.931996818; 11; 3652125.7793; 198249.068359375; 3146.41673062526; 3130.18; 16.2367; 0; 0; -0; -0; 0; 3146.26; 2349.48; 0.153499; -16.0832
604600.931996591; 11; 3651534.21191; 195102.986328125; 3146.08274690687; 3108.71; 37.3745; 0; 0; -0; -0; 0; 3145.93; 2349.24; 0.149276; -37.2252
604601.931996363; 11; 3650920.90234; 191957.2353515625; 3145.75169141163; 3222.96; -77.2126; 0; 0; -0; -0; 0; 3145.6; 2348.99; 0.148089; 77.3607
604602.931996136; 11; 3650326.55371; 188811.8046875; 3145.43137883884; 3123.32; 22.1075; 0; 0; -0; -0; 0; 3145.27; 2348.74; 0.157713; -21.9498
604603.931995909; 11; 3649731.7334; 185666.705078125; 3145.10032407612; 3125.8; 19.2978; 0; 0; -0; -0; 0; 3144.94; 2348.5; 0.156767; -19.141
604604.931995682; 11; 3649130.34961; 182521.9423828125; 3144.76340993705; 3160.29; -15.5304; 0; 0; -0; -0; 0; 3144.61; 2348.25; 0.149948; 15.6804
604605.931995454; 11; 3648531.84473; 179377.5078125; 3144.43528486249; 3145.17; -0.729817; 0; 0; -0; -0; 0; 3144.28; 2348; 0.152122; 0.88194
604606.931995227; 11; 3647939.39746; 176233.3935546875; 3144.1149722897; 3113.33; 30.7829; 0; 0; -0; -0; 0; 3143.95; 2347.76; 0.162179; -30.6207
604607.931995; 11; 3647335.64941; 173089.6240234375; 3143.77024564886; 3172.72; -28.9479; 0; 0; -0; -0; 0; 3143.62; 2347.51; 0.147824; 29.0957
604608.931994773; 11; 3646738.94922; 169946.1787109375; 3143.44602755708; 3135.68; 7.76462; 0; 0; -0; -0; 0; 3143.29; 2347.26; 0.154159; -7.61047
604609.931994545; 11; 3646137.03223; 166803.0634765625; 3143.11594862518; 3163.1; -19.9799; 0; 0; -0; -0; 0; 3142.96; 2347.02; 0.15474; 20.1347
604610.931994318; 11; 3645542.7168; 163660.2783203125; 3142.78587042517; 3123.15; 19.6365; 0; 0; -0; -0; 0; 3142.63; 2346.77; 0.155448; -19.4811
604611.931994091; 11; 3644944.30762; 160517.8330078125; 3142.44602659795; 3144.66; -2.21615; 0; 0; -0; -0; 0; 3142.3; 2346.52; 0.146396; 2.36255
604612.931993864; 11; 3644349.60547; 157375.7060546875; 3142.1276671506; 3125.18; 16.9461; 0; 0; -0; -0; 0; 3141.97; 2346.28; 0.159008; -16.7871
604613.931993636; 11; 3643750.80176; 154233.9140625; 3141.79270613698; 3146.74; -4.94275; 0; 0; -0; -0; 0; 3141.64; 2346.03; 0.155075; 5.09782
604614.931993409; 11; 3643149.85742; 151092.4541015625; 3141.46067481153; 3157.98; -16.5238; 0; 0; -0; -0; 0; 3141.31; 2345.78; 0.154196; 16.678
604615.931993182; 11; 3642552.45801; 147951.3310546875; 3141.12376067247; 3139.36; 1.76794; 0; 0; -0; -0; 0; 3140.98; 2345.53; 0.14854; -1.6194
604616.931992954; 11; 3641958.57617; 144810.5302734375; 3140.80149570551; 3120.87; 19.9307; 0; 0; -0; -0; 0; 3140.64; 2345.29; 0.157629; -19.773
604617.931992727; 11; 3641359.12598; 141670.0634765625; 3140.46751052334; 3150.13; -9.66524; 0; 0; -0; -0; 0; 3140.31; 2345.04; 0.155081; 9.82032
604618.9319925; 11; 3640759.38379; 138529.9345703125; 3140.12961982156; 3151.67; -11.5376; 0; 0; -0; -0; 0; 3139.98; 2344.79; 0.148715; 11.6863
604619.931992273; 11; 3640163.35645; 135390.1328125; 3139.80247130972; 3132.15; 7.65693; 0; 0; -0; -0; 0; 3139.65; 2344.54; 0.153217; -7.50371
604620.931992045; 11; 3639565.45996; 132250.65234375; 3139.48118217421; 3141.97; -2.48676; 0; 0; -0; -0; 0; 3139.32; 2344.3; 0.163664; 2.65043
604621.931991818; 11; 3638968.00195; 129111.5185546875; 3139.13450240793; 3139.66; -0.529233; 0; 0; -0; -0; 0; 3138.99; 2344.05; 0.148772; 0.678005
604622.931991591; 11; 3638368.54102; 125972.712890625; 3138.80637733336; 3150.19; -11.3828; 0; 0; -0; -0; 0; 3138.65; 2343.8; 0.152608; 11.5354
604623.931991363; 11; 3637774.40527; 122834.234375; 3138.47922955225; 3122.21; 16.2741; 0; 0; -0; -0; 0; 3138.32; 2343.55; 0.157467; -16.1167
604624.931991136; 11; 3637177.58398; 119696.087890625; 3138.14719749607; 3136.32; 1.82944; 0; 0; -0; -0; 0; 3137.99; 2343.3; 0.157492; -1.67195
604625.931990909; 11; 3636581.70215; 116558.2802734375; 3137.80833023156; 3131.38; 6.42744; 0; 0; -0; -0; 0; 3137.66; 2343.06; 0.150975; -6.27646
