tow; prn8; p-rng1; phase1; dopp1(carr); dopp1(range); bias1(Hz); p-rng2; phase2; dopp2(carr); dopp2(range); bias2(Hz); dopp1(eph); dopp2(eph); ebias1(ph); ebias1(rg); res-rg; res-carr 
564808.756; 60; -422811.411133; 394.6171875; -394.6171875; -395.785; 1.16807; 0; 0; -0; -0; 0; -223.678; -167.033; -170.939; -172.107; -3.01229e+07; 0
564809.756; 60; -422737.352539; 789.443359375; -394.826171875; -389.181; -5.64563; 0; 0; -0; -0; 0; -224.173; -167.402; -170.653; -165.007; -3.01228e+07; 0
564810.756; 60; -422659.978516; 1184.8173828125; -395.3740234375; -406.603; 11.2292; 0; 0; -0; -0; 0; -224.668; -167.771; -170.706; -181.936; -3.01227e+07; 0
564811.756; 60; -422585.500977; 1580.6884765625; -395.87109375; -391.382; -4.48898; 0; 0; -0; -0; 0; -225.162; -168.141; -170.709; -166.22; -3.01227e+07; 0
564812.756; 60; -422509.697266; 1977.1689453125; -396.48046875; -398.351; 1.87072; 0; 0; -0; -0; 0; -225.657; -168.51; -170.824; -172.694; -3.01226e+07; 0
564813.756; 60; -422434.870117; 2374.0048828125; -396.8359375; -393.219; -3.61662; 0; 0; -0; -0; 0; -226.151; -168.879; -170.684; -167.068; -3.01225e+07; 0
564814.756; 60; -422358.857422; 2771.25390625; -397.2490234375; -399.449; 2.20039; 0; 0; -0; -0; 0; -226.646; -169.249; -170.603; -172.803; -3.01224e+07; 0
564815.756; 60; -422282.949219; 3169.01953125; -397.765625; -398.9; 1.13467; 0; 0; -0; -0; 0; -227.14; -169.618; -170.625; -171.76; -3.01224e+07; 0
564816.756; 60; -422206.447266; 3567.0810546875; -398.0615234375; -402.02; 3.95895; 0; 0; -0; -0; 0; -227.635; -169.987; -170.426; -174.385; -3.01223e+07; 0
564817.756; 60; -422130.678711; 3966.083984375; -399.0029296875; -398.166; -0.836487; 0; 0; -0; -0; 0; -228.13; -170.357; -170.873; -170.037; -3.01222e+07; 0
564818.756; 60; -422055.572266; 4365.33984375; -399.255859375; -394.687; -4.56883; 0; 0; -0; -0; 0; -228.624; -170.726; -170.632; -166.063; -3.01221e+07; 0
564819.756; 60; -421978.198242; 4765.013671875; -399.673828125; -406.603; 6.92941; 0; 0; -0; -0; 0; -229.119; -171.095; -170.555; -177.485; -3.01221e+07; 0
564820.756; 60; -421902.882812; 5165.173828125; -400.16015625; -395.785; -4.3749; 0; 0; -0; -0; 0; -229.613; -171.464; -170.547; -166.172; -3.0122e+07; 0
564821.756; 60; -421826.625977; 5565.9306640625; -400.7568359375; -400.732; -0.0244584; 0; 0; -0; -0; 0; -230.108; -171.834; -170.649; -170.625; -3.01219e+07; 0
564822.756; 60; -421749.705078; 5967.20703125; -401.2763671875; -404.222; 2.94568; 0; 0; -0; -0; 0; -230.602; -172.203; -170.674; -173.62; -3.01218e+07; 0
