time; diff_3D [m]; diff_2D [m]; gdop; max_abs_resp[m]; max_abs_resc[m]
518432.202001; 0.31715; 0.0624715; 2.7416; -0.747596; 0.0271812
518432.352001; 0.321658; 0.0632867; 2.74164; -0.839863; 0.0709889
518432.502001; 0.327124; 0.0623292; 2.74168; -0.622751; 0.0900693
518432.652001; 0.332783; 0.0604127; 2.74173; -0.696174; 0.0779748
518432.802001; 0.336837; 0.0572327; 2.74177; -0.961552; 0.0726891
518432.952001; 0.341777; 0.0541626; 2.74182; -1.0816; 0.0660964
518433.102001; 0.345796; 0.0504591; 2.74186; -1.22153; 0.0425009
518433.252001; 0.34875; 0.0460318; 2.7419; -1.27648; 0.0560461
518433.402001; 0.350113; 0.0410466; 2.74195; -1.26062; 0.0531589
518433.552001; 0.351592; 0.036219; 2.74199; -1.22015; 0.0709417
518433.702001; 0.353091; 0.0310188; 2.74204; -1.17713; 0.0492514
518433.852001; 0.354259; 0.0263388; 2.74208; -1.12721; 0.0482751
518434.002001; 0.356271; 0.0223835; 2.74212; -1.0474; 0.0447943
518434.152001; 0.358876; 0.0190649; 2.74217; -0.967546; 0.0497222
518434.302001; 0.361131; 0.0161425; 2.74221; -0.881435; 0.0454984
518434.452001; 0.360776; 0.0136184; 2.74226; -0.709807; 0.0477037
518434.602001; 0.360166; 0.0119681; 2.7423; -0.553633; 0.0598238
518434.752001; 0.360298; 0.0105629; 2.74234; -0.394309; 0.05297
518434.902001; 0.362542; 0.0104931; 2.74239; -0.801122; 0.0640713
518435.052001; 0.363611; 0.0104377; 2.74243; -0.462246; 0.0333496
518435.202001; 0.364882; 0.0106284; 2.74248; -0.390744; 0.0186773
518435.352001; 0.367591; 0.0112903; 2.74252; -0.499712; 0.0303341
518435.502001; 0.36962; 0.0123305; 2.74256; -0.462218; 0.0625194
518435.652001; 0.368683; 0.0128565; 2.74261; -0.161391; 0.0477071
518435.802001; 0.36564; 0.0128725; 2.74265; 0.480826; -0.0373908
518435.952001; 0.360691; 0.0122232; 2.7427; 0.803998; -0.0621684
518436.102001; 0.353869; 0.0108755; 2.74274; 1.20721; -0.0803617
518436.252001; 0.348084; 0.00917137; 2.74278; 1.19755; -0.0621535
518436.402001; 0.343554; 0.00790999; 2.74283; 0.987578; -0.05104
518436.552001; 0.338981; 0.00708735; 2.74287; 1.04014; -0.0407466
518436.702001; 0.332395; 0.00712359; 2.74292; 1.35766; -0.0360503
518436.852001; 0.327344; 0.00763143; 2.74296; 1.13966; -0.0288128
518437.002001; 0.322105; 0.00869709; 2.743; 1.13289; -0.0189902
518437.152001; 0.31761; 0.00985143; 2.74305; 0.893762; -0.0256142
518437.302001; 0.315166; 0.0108442; 2.74309; 0.613535; 0.0239285
518437.452001; 0.314403; 0.0122861; 2.74314; 0.368275; 0.0423286
518437.602001; 0.313642; 0.0132448; 2.74318; 0.322594; 0.0447301
518437.752001; 0.312043; 0.0141153; 2.74322; 0.288571; 0.0386416
518437.902001; 0.311952; 0.0148844; 2.74327; -0.165499; 0.0202034
518438.052001; 0.3112; 0.015725; 2.74331; 0.213388; 0.0263831
518438.202001; 0.309394; 0.0169767; 2.74336; 0.439627; -0.0225743
518438.352001; 0.30897; 0.0185858; 2.7434; -0.538535; -0.028077
518438.502001; 0.308958; 0.0196076; 2.74344; -0.570721; -0.0309637
518438.652001; 0.308677; 0.0196089; 2.74349; -0.422805; 0.0193507
518438.802001; 0.307267; 0.0185146; 2.74353; 0.367644; -0.039931
518438.952001; 0.305947; 0.0175743; 2.74358; 0.414958; -0.084128
518439.102001; 0.303072; 0.0164319; 2.74362; 0.552585; -0.11723
518439.252001; 0.300411; 0.0150719; 2.74366; 0.578676; -0.0895273
518439.402001; 0.297006; 0.0139692; 2.74371; 0.69983; -0.113912
518439.552001; 0.291199; 0.0138059; 2.74375; 1.02033; -0.127877
518439.702001; 0.2899; 0.012606; 2.7438; 0.746191; -0.0877209
518439.852001; 0.287698; 0.0118121; 2.74384; 0.688996; -0.0871875
518440.002001; 0.282392; 0.0113738; 2.74388; 0.658264; -0.12242
518440.152001; 0.277792; 0.0107678; 2.74393; 0.785877; -0.108238
518440.302001; 0.273364; 0.0107778; 2.74397; 0.761716; -0.105173
518440.452001; 0.268946; 0.0114702; 2.74402; 0.871031; -0.106703
518440.602001; 0.266205; 0.0132107; 2.74406; 0.99135; -0.0683813
518440.752001; 0.263186; 0.0160568; 2.7441; 1.15588; -0.0901331
518440.902001; 0.25799; 0.0189085; 2.74415; 1.17392; -0.096697
518441.052001; 0.252987; 0.0219523; 2.74419; 1.22353; -0.0944956
518441.202001; 0.248077; 0.0247397; 2.74424; 1.2523; -0.0878358
518441.352001; 0.244043; 0.0270993; 2.74428; 1.03836; -0.08203
518441.502001; 0.239344; 0.0287227; 2.74432; 0.890324; -0.0874237
518441.652001; 0.234812; 0.0298313; 2.74437; 0.639568; -0.0926226
518441.802001; 0.230567; 0.0308827; 2.74441; 0.531634; -0.0932791
518441.952001; 0.225802; 0.0310504; 2.74446; 0.57475; -0.0827946
518442.102001; 0.222078; 0.0307824; 2.7445; 0.559233; -0.028475
518442.252001; 0.217483; 0.0293096; 2.74454; 1.07839; -0.0383201
518442.402001; 0.213451; 0.0275128; 2.74459; 1.02022; 0.0256387
518442.552001; 0.210631; 0.0254116; 2.74463; 0.981715; 0.0320773
518442.702001; 0.207577; 0.0228645; 2.74468; 1.20692; -0.0300249
518442.852001; 0.203835; 0.0197074; 2.74472; 1.48414; -0.0270578
518443.002001; 0.205489; 0.0177591; 2.74476; -0.769265; 0.0604118
518443.152001; 0.206796; 0.0157539; 2.74481; -0.757085; 0.0646639
518443.302001; 0.207907; 0.0136406; 2.74485; -0.820642; 0.0422523
518443.452001; 0.209217; 0.0119441; 2.7449; -0.874823; 0.0690911
518443.602001; 0.210702; 0.0104204; 2.74494; -0.879271; 0.0513216
518443.752001; 0.213244; 0.00974194; 2.74498; -0.761094; 0.0607862
518443.902001; 0.214002; 0.00943815; 2.74503; -0.677113; 0.0367754
518444.052001; 0.213695; 0.00994137; 2.74507; 0.641618; 0.0644059
518444.202001; 0.21179; 0.0109316; 2.74512; 0.928962; 0.0384004
518444.352001; 0.210916; 0.0115744; 2.74516; 0.590322; 0.0435026
518444.502001; 0.208741; 0.0114059; 2.7452; 0.360733; 0.0214844
518444.652001; 0.206603; 0.0110391; 2.74525; 0.37582; -0.0411592
518444.802001; 0.205796; 0.00978006; 2.74529; 0.30658; -0.0287391
518444.952001; 0.205321; 0.00906068; 2.74534; 0.235359; -0.024598
518445.102001; 0.203785; 0.00866617; 2.74538; 0.313518; 0.0196393
518445.252001; 0.200359; 0.00878068; 2.74542; 0.56544; -0.0432348
518445.402001; 0.197586; 0.0089282; 2.74547; 0.559363; -0.0571252
518445.552001; 0.194825; 0.0087511; 2.74551; 0.477318; -0.037277
518445.702001; 0.193358; 0.0079566; 2.74556; 0.360724; -0.0401703
518445.852001; 0.193031; 0.00685283; 2.7456; 0.321635; -0.040653
518446.002001; 0.192819; 0.00643087; 2.74564; -0.437662; -0.0381355
518446.152001; 0.191147; 0.00668442; 2.74569; 0.597419; -0.0543418
518446.302001; 0.187833; 0.00739401; 2.74573; 0.613952; -0.101631
518446.452001; 0.18513; 0.0084814; 2.74578; 0.638642; -0.110699
518446.602001; 0.181785; 0.00984364; 2.74582; 0.63385; -0.11063
518446.752001; 0.178567; 0.0113491; 2.74586; 0.755738; -0.0982634
518446.902001; 0.177085; 0.0132558; 2.74591; 0.784207; -0.0934598
518447.052001; 0.175515; 0.0148941; 2.74595; 0.744055; -0.0798725
518447.202001; 0.173846; 0.0165834; 2.74599; 0.66845; -0.0724209
518447.352001; 0.172511; 0.0183248; 2.74604; 0.56816; -0.0637988
518447.502001; 0.171808; 0.0204484; 2.74608; 0.519586; -0.081172
518447.652001; 0.168067; 0.0214085; 2.74613; 0.460706; -0.0998356
518447.802001; 0.164797; 0.0213824; 2.74617; 0.708472; -0.0946433
518447.952001; 0.163099; 0.0215856; 2.74621; 0.396664; -0.0864296
518448.102001; 0.161526; 0.0219644; 2.74626; -0.38183; -0.0651881
518448.252001; 0.158897; 0.022082; 2.7463; 0.607002; -0.0392012
518448.402001; 0.156611; 0.0218271; 2.74635; 0.559839; -0.0389439
518448.552001; 0.15508; 0.0215153; 2.74639; 0.491993; -0.0424994
518448.702001; 0.154992; 0.0219267; 2.74643; 0.136408; 0.0265958
518448.852001; 0.155411; 0.0222417; 2.74648; -0.169053; 0.0211248
518449.002001; 0.156463; 0.0231438; 2.74652; -0.331786; 0.0309121
518449.152001; 0.15772; 0.0240295; 2.74657; -0.390713; -0.0383859
518449.302001; 0.157394; 0.0252763; 2.74661; 0.447663; -0.0493509
518449.452001; 0.156386; 0.0268295; 2.74665; 0.533438; -0.0301303
518449.602001; 0.156708; 0.0283564; 2.7467; -0.493141; -0.0327626
518449.752001; 0.156616; 0.0296855; 2.74674; 0.471455; 0.0238195
518449.902001; 0.15664; 0.0306295; 2.74679; 0.379298; 0.0308916
518450.052001; 0.156098; 0.0314213; 2.74683; 0.260149; -0.0332801
518450.202001; 0.155101; 0.0323363; 2.74687; 0.234752; -0.0437297
518450.352001; 0.153879; 0.0332534; 2.74692; 0.278369; -0.0499487
518450.502001; 0.152096; 0.0336781; 2.74696; 0.247298; 0.0202535
518450.652001; 0.151695; 0.0346449; 2.74701; -0.278939; 0.0331054
518450.802001; 0.150597; 0.0353636; 2.74705; 0.167174; 0.0317607
518450.952001; 0.148887; 0.0355151; 2.74709; 0.27443; -0.0191636
518451.102001; 0.147315; 0.0355043; 2.74714; 0.332988; -0.0259098
518451.252001; 0.145965; 0.0356199; 2.74718; 0.249556; -0.0220798
518451.402001; 0.14415; 0.0357193; 2.74723; 0.313627; -0.0330564
518451.552001; 0.140909; 0.0351026; 2.74727; 0.760945; -0.0504247
518451.702001; 0.138036; 0.0341554; 2.74731; 0.937765; -0.0596689
518451.852001; 0.136133; 0.0335446; 2.74736; 0.504772; -0.037784
518452.002001; 0.133707; 0.032275; 2.7474; 0.813592; -0.0537737
518452.152001; 0.132633; 0.0311754; 2.74745; 0.490338; -0.0319176
518452.302001; 0.133208; 0.0297848; 2.74749; -0.49019; 0.0331636
518452.452001; 0.133823; 0.0280438; 2.74753; -0.527192; 0.0861051
518452.602001; 0.134828; 0.0257887; 2.74758; -0.753702; 0.104098
518452.752001; 0.134788; 0.0235682; 2.74762; -0.748119; 0.0903809
518452.902001; 0.133776; 0.0215676; 2.74767; -0.767415; 0.085082
518453.052001; 0.132604; 0.0200648; 2.74771; -0.690735; 0.0706273
518453.202001; 0.132105; 0.0181824; 2.74775; -0.856959; 0.0892326
518453.352001; 0.1321; 0.0163369; 2.7478; -0.841411; 0.0731736
518453.502001; 0.132998; 0.013779; 2.74784; -1.13937; 0.105289
518453.652001; 0.135905; 0.0122825; 2.74788; -0.995255; 0.161393
518453.802001; 0.139287; 0.0102869; 2.74793; -1.15793; 0.122475
518453.952001; 0.142819; 0.00836177; 2.74797; -1.21004; 0.128877
518454.102001; 0.146484; 0.00670042; 2.74802; -1.1299; 0.108112
518454.252001; 0.150022; 0.00474828; 2.74806; -1.26203; 0.101631
518454.402001; 0.154411; 0.00369009; 2.7481; -1.34356; 0.103409
518454.552001; 0.157577; 0.00443313; 2.74815; -1.25617; 0.111401
518454.702001; 0.160636; 0.00620485; 2.74819; -1.28148; 0.0892349
518454.852001; 0.163328; 0.00819464; 2.74824; -1.13074; 0.0616334
518455.002001; 0.165399; 0.0107698; 2.74828; -1.13685; 0.0746331
518455.152001; 0.16744; 0.0133461; 2.74832; -0.951842; 0.0807784
518455.302001; 0.170775; 0.0159779; 2.74837; -1.05455; 0.10762
518455.452001; 0.173945; 0.0185863; 2.74841; -1.05543; 0.0799991
518455.602001; 0.176095; 0.0206816; 2.74846; -0.897546; 0.0902414
518455.752001; 0.177995; 0.0221774; 2.7485; -0.766485; 0.0924893
518455.902001; 0.17978; 0.0240518; 2.74854; -0.735225; 0.0583944
518456.052001; 0.18148; 0.0259657; 2.74859; -0.689723; 0.0653266
518456.202001; 0.183472; 0.0277627; 2.74863; -0.58719; 0.0522259
518456.352001; 0.185253; 0.029448; 2.74868; -0.522696; 0.0469331
518456.502001; 0.186306; 0.0318168; 2.74872; 0.880965; -0.0272365
518456.652001; 0.186802; 0.0340921; 2.74876; 0.823217; -0.0303947
518456.802001; 0.187107; 0.0359409; 2.74881; 0.644673; 0.0263536
