time; diff_3D [m]; diff_2D [m]; gdop; max_abs_resp[m]; max_abs_resc[m]
518401.302001; 8.00786; 2.66814; 2.73252; -1.15088; 0
518401.452001; 14.551; 5.984; 2.73256; 3.0312; 0.0026749
518401.602001; 5.79837; 2.9591; 2.73261; -8.47351; 0.555126
518401.752001; 1.85154; 1.38478; 2.73265; -13.4083; 0.637321
518401.902001; 6.0372; 3.70733; 2.73269; 22.8707; -1.06797
518402.052001; 4.7397; 3.41826; 2.73274; -4.00827; 0.2015
518402.202001; 4.59499; 3.36733; 2.73278; 1.34853; -0.106199
518402.352001; 2.94267; 2.62047; 2.73283; -11.121; 0.454163
518402.502001; 2.67545; 2.25873; 2.73287; -2.14392; 0.143465
518402.652001; 3.97845; 2.74414; 2.73291; 12.2057; -0.2593
518402.802001; 3.34303; 2.25381; 2.73296; -5.06247; 0.119201
518402.952001; 3.20775; 2.1959; 2.733; 4.17647; -0.0687689
518403.102001; 2.46196; 1.59533; 2.73305; -10.1636; 0.392008
518403.252001; 2.84939; 1.63805; 2.73309; 3.73487; -0.111373
518403.402001; 2.18291; 1.34331; 2.73314; -7.48944; 0.124024
518403.552001; 2.15564; 1.37609; 2.73318; -1.41776; 0.163301
518403.702001; 1.84964; 1.2469; 2.73323; -3.93332; 0.294183
518403.852001; 2.16693; 1.36878; 2.73327; 4.64569; 0.141753
518404.002001; 1.95285; 1.23164; 2.73331; -2.80281; 0.222163
518404.152001; 1.6634; 1.16622; 2.73336; -4.12223; 0.202177
518404.302001; 1.5824; 1.13421; 2.7334; -1.42427; 0.157135
518404.452001; 1.49446; 1.05497; 2.73345; 1.42043; -0.177303
518404.602001; 1.36756; 1.01428; 2.73349; -1.94812; 0.0139756
518404.752001; 1.23648; 0.924557; 2.73353; -3.1434; 0.131897
518404.902001; 1.35496; 0.923873; 2.73358; 2.40455; -0.214344
518405.052001; 1.21739; 0.823879; 2.73362; -4.115; 0.212437
518405.202001; 1.08237; 0.754121; 2.73367; -2.29375; -0.194739
518405.352001; 1.3143; 0.790755; 2.73371; 5.24403; -0.360901
518405.502001; 1.1502; 0.712647; 2.73375; -3.52496; 0.187099
518405.652001; 1.19323; 0.705585; 2.7338; 1.44267; -0.244908
518405.802001; 1.09888; 0.635312; 2.73384; -3.34744; -0.0301233
518405.952001; 1.06864; 0.594933; 2.73389; -1.57806; 0.0557371
518406.102001; 0.835593; 0.516167; 2.73393; -6.8217; 0.231233
518406.252001; 0.551314; 0.427798; 2.73398; -8.94086; 0.320814
518406.402001; 0.347917; 0.347898; 2.73402; -9.66079; 0.350193
518406.552001; 0.42966; 0.277048; 2.73406; -9.77863; 0.401637
518406.702001; 0.691236; 0.215509; 2.73411; -9.68524; 0.354384
518406.852001; 0.995212; 0.152084; 2.73415; -9.96706; 0.369344
518407.002001; 1.24059; 0.115768; 2.7342; -7.4085; 0.244059
518407.152001; 1.43301; 0.0861455; 2.73424; -6.25639; 0.154263
518407.302001; 1.56901; 0.0702191; 2.73428; -4.86345; 0.133852
518407.452001; 1.66698; 0.0654062; 2.73433; -3.61815; 0.106462
518407.602001; 1.71829; 0.073461; 2.73437; -2.68339; 0.0913649
518407.752001; 1.75179; 0.0869474; 2.73442; -1.78063; 0.0654894
518407.902001; 1.74305; 0.0951347; 2.73446; 0.434663; 0.00514427
518408.052001; 1.71266; 0.104955; 2.7345; 0.921349; 0.0149121
518408.202001; 1.65459; 0.113239; 2.73455; 1.12874; -0.0438023
518408.352001; 1.56074; 0.117855; 2.73459; 1.63864; -0.0416966
518408.502001; 1.45453; 0.115263; 2.73464; 2.55407; -0.140165
518408.652001; 1.37751; 0.115724; 2.73468; 1.88449; -0.0871701
518408.802001; 1.31746; 0.121549; 2.73472; 0.962821; -0.024004
518408.952001; 1.25712; 0.11767; 2.73477; 1.93014; -0.0889688
518409.102001; 1.209; 0.109695; 2.73481; 1.78182; -0.091799
518409.252001; 1.15968; 0.102795; 2.73486; 1.73673; -0.10094
518409.402001; 1.1145; 0.095877; 2.7349; 1.68913; -0.0833726
518409.552001; 1.07431; 0.0900496; 2.73494; 1.65007; -0.0443425
518409.702001; 1.04804; 0.0872607; 2.73499; 1.27163; -0.0393185
518409.852001; 1.02129; 0.0855149; 2.73503; 1.40325; 0.00489206
