tow; prn8; p-rng1; phase1; dopp1(carr); dopp1(range); bias1(Hz); p-rng2; phase2; dopp2(carr); dopp2(range); bias2(Hz); dopp1(eph); dopp2(eph); ebias1(ph); ebias1(rg) 
518434.545000375; 6; 4197090638.67; 2792.0791015625; -186.138602119139; -1.47039e+09; 1.47039e+09; 0; 0; -0; -0; 0; 32.667; 24.3942; -218.806; -1.47039e+09
518421.545; 6; -3595.41113281; 5585.31640625; 0; 0; 0; 0; 0; 0; 0; 0; 31.9845; 23.8845; -31.9845; -31.9845
518422.545000025; 6; -3296.41992188; 8379.2158203125; -2793.89934445842; -1571.21; -1222.69; 0; 0; -0; -0; 0; 31.3021; 23.3749; -2825.2; -1602.51
518423.54500005; 6; -2986.11425781; 11175.283203125; -2796.0673125034; -1630.67; -1165.4; 0; 0; -0; -0; 0; 30.6196; 22.8653; -2826.69; -1661.29
518424.545000075; 6; -2684.32714844; 13972.6953125; -2797.41203968341; -1585.9; -1211.51; 0; 0; -0; -0; 0; 29.9371; 22.3557; -2827.35; -1615.84
518425.5450001; 6; -2381.26269531; 16770.73828125; -2798.0428990427; -1592.61; -1205.43; 0; 0; -0; -0; 0; 29.2546; 21.846; -2827.3; -1621.87
518426.545000125; 6; -2085.734375; 19568.05859375; -2797.3202421594; -1553.01; -1244.31; 0; 0; -0; -0; 0; 28.5722; 21.3363; -2825.89; -1581.58
518427.54500015; 6; -1781.84667969; 22366.5576171875; -2798.49895371883; -1596.94; -1201.56; 0; 0; -0; -0; 0; 27.8896; 20.8267; -2826.39; -1624.83
518428.545000175; 6; -1477.38964844; 25167.6376953125; -2801.08000834203; -1599.93; -1201.15; 0; 0; -0; -0; 0; 27.2072; 20.3171; -2828.29; -1627.14
518429.5450002; 6; -1173.45507812; 27968.7646484375; -2801.12688268868; -1597.19; -1203.94; 0; 0; -0; -0; 0; 26.5246; 19.8074; -2827.65; -1623.71
518430.545000225; 6; -870.853515625; 30771.08984375; -2802.32512549851; -1590.18; -1212.14; 0; 0; -0; -0; 0; 25.8421; 19.2977; -2828.17; -1616.02
518431.54500025; 6; -566.211914062; 33573.205078125; -2802.11516391383; -1600.9; -1201.21; 0; 0; -0; -0; 0; 25.1596; 18.788; -2827.27; -1626.06
518432.545000275; 6; -261.946289062; 36376.6953125; -2803.49016453199; -1598.93; -1204.56; 0; 0; -0; -0; 0; 24.4771; 18.2783; -2827.97; -1623.4
518433.5450003; 6; 36.421875; 39179.5869140625; -2802.8915317344; -1567.94; -1234.96; 0; 0; -0; -0; 0; 23.7945; 17.7686; -2826.69; -1591.73
518434.545000325; 6; 339.286132812; 41984.0830078125; -2804.49602322896; -1591.56; -1212.93; 0; 0; -0; -0; 0; 23.112; 17.259; -2827.61; -1614.67
518435.54500035; 6; 647.904296875; 44789.2529296875; -2805.16985199014; -1621.8; -1183.37; 0; 0; -0; -0; 0; 22.4294; 16.7493; -2827.6; -1644.23
518436.545000375; 6; 950.36328125; 47595.453125; -2806.20012540198; -1589.43; -1216.77; 0; 0; -0; -0; 0; 21.7469; 16.2396; -2827.95; -1611.18
