tm; prn; seq_fract; phase
131420; 6; 0.903407782316; 374018.253906
131420; 14; 0.570806699339; 297919.328125
132420; 6; 0.902383549837; 376887.020508
132420; 14; 0.569683789974; 300928.574219
133420; 6; 0.901335276663; 379756.150391
133420; 14; 0.568562908331; 303938.158203
134420; 6; 0.900320321321; 382624.583008
134420; 14; 0.567458582809; 306947.025391
135420; 6; 0.899293779163; 385493.694336
135420; 14; 0.566329586552; 309956.537109
136420; 6; 0.89825815754; 388363.365234
136420; 14; 0.565213513561; 312966.589844
137420; 6; 0.897222143598; 391233.270508
137420; 14; 0.564099077368; 315976.847656
138420; 6; 0.896191041917; 394103.583008
138420; 14; 0.562973457854; 318987.474609
139420; 6; 0.895163353998; 396974.068359
139420; 14; 0.561831169762; 321998.257812
140420; 6; 0.894128139596; 399846.006836
140420; 14; 0.560736632673; 325010.472656
141420; 6; 0.893115540268; 402717.785156
141420; 14; 0.559627545532; 328022.505859
142420; 6; 0.892079013865; 405590.22168
142420; 14; 0.558483906323; 331035.162109
143420; 6; 0.891050807899; 408464.325195
143420; 14; 0.557378030848; 334049.46582
144420; 6; 0.890010979725; 411338.212891
144420; 14; 0.556247971486; 337063.516602
145420; 6; 0.888985094847; 414213.224609
145420; 14; 0.555114825955; 340078.683594
146420; 6; 0.887933981605; 417088.374023
146420; 14; 0.553989645792; 343093.93457
147420; 6; 0.886911784299; 419965.324219
147420; 14; 0.552876218688; 346110.980469
148420; 6; 0.88587376033; 422844.349609
148420; 14; 0.551754417131; 349130.072266
149420; 6; 0.884824645706; 425723.796875
149420; 14; 0.550634245854; 352149.541992
150420; 6; 0.883804213256; 428602.250977
150420; 14; 0.54950591037; 355168.020508
151420; 6; 0.882764294045; 431480.387695
151420; 14; 0.548391219694; 358186.154297
152420; 6; 0.881730602123; 434357.645508
152420; 14; 0.547260864405; 361203.362305
153420; 6; 0.880698986119; 437237.472656
153420; 14; 0.546139470534; 364223.131836
154420; 6; 0.87965259864; 440116.953125
154420; 14; 0.545018283417; 367242.514648
155420; 6; 0.878618155606; 442997.061523
155420; 14; 0.543882268248; 370262.510742
156420; 6; 0.877576253843; 445876.750977
156420; 14; 0.54275694699; 373282.049805
157420; 6; 0.876550768968; 448757.777344
157420; 14; 0.541622349061; 376302.918945
158420; 6; 0.87551253126; 451639.149414
158420; 14; 0.540506648831; 379324.088867
159420; 6; 0.874489429407; 454521.765625
159420; 14; 0.539383154595; 382346.477539
160420; 6; 0.873428625055; 457406.594727
160420; 14; 0.538263764698; 385371.060547
161420; 6; 0.872396262595; 460291.692383
161420; 14; 0.537121657748; 388395.870117
162420; 6; 0.871358794626; 463177.084961
162420; 14; 0.536005395232; 391420.961914
163420; 6; 0.870315285632; 466062.477539
163420; 14; 0.534857055638; 394446.037109
164420; 6; 0.869274692144; 468947.930664
164420; 14; 0.53374658362; 397471.132812
165420; 6; 0.868236033712; 471834.275391
165420; 14; 0.532610635972; 400497.105469
166420; 6; 0.867191706784; 474722.46875
166420; 14; 0.531476990553; 403524.884766
167420; 6; 0.866150568239; 477611.095703
167420; 14; 0.530344399624; 406553.071289
168420; 6; 0.865116032539; 480500.123047
168420; 14; 0.529230397427; 409581.641602
169420; 6; 0.864065528614; 483390.375977
169420; 14; 0.528082124889; 412611.408203
170420; 6; 0.863014864037; 486281.802734
170420; 14; 0.526951490203; 415642.311523
171420; 6; 0.861983741866; 489174.273438
171420; 14; 0.525819148403; 418674.250977
172420; 6; 0.860928269336; 492068.454102
172420; 14; 0.524700727547; 421707.87207
173420; 6; 0.859894074034; 494962.845703
173420; 14; 0.523553240579; 424741.666016
174420; 6; 0.858837524662; 497857.419922
174420; 14; 0.522411367157; 427775.620117
175420; 6; 0.857785840286; 500752.40918
175420; 14; 0.521275686799; 430809.958008
176420; 6; 0.856734102359; 503647.945312
176420; 14; 0.520145833492; 433844.821289
177420; 6; 0.855697409948; 506544.217773
177420; 14; 0.519003893714; 436880.402344
178420; 6; 0.85465705581; 509440.307617
178420; 14; 0.517872987781; 439915.762695
179420; 6; 0.853599469643; 512336.895508
179420; 14; 0.516739953309; 442951.598633
180420; 6; 0.852553160395; 515234.050781
180420; 14; 0.515601782361; 445987.973633
181420; 6; 0.851497702533; 518132.40625
181420; 14; 0.514476173557; 449025.516602
182420; 6; 0.850459303707; 521031.094727
182420; 14; 0.513327795314; 452063.375
183420; 6; 0.849424629007; 523929.294922
183420; 14; 0.512188452296; 455100.712891
184420; 6; 0.848356335657; 526827.805664
184420; 14; 0.511057235766; 458138.34375
185420; 6; 0.847298895242; 529727.238281
185420; 14; 0.509925810853; 461176.860352
186420; 6; 0.846265316708; 532628.262695
186420; 14; 0.5087827479; 464216.94043
187420; 6; 0.845229645725; 535529.34668
187420; 14; 0.507645594887; 467257.064453
188420; 6; 0.844169722637; 538432.25293
188420; 14; 0.506530776387; 470298.980469
189420; 6; 0.843101536855; 541334.514648
189420; 14; 0.50537359179; 473340.211914
190420; 6; 0.842055481859; 544237.319336
190420; 14; 0.504232868087; 476381.979492
190420; 31; 0.369459549198; 2.1513671875
191420; 6; 0.841008929303; 547139.935547
191420; 14; 0.503097124165; 479423.520508
191420; 31; 0.370654807193; -689.768554688
192420; 6; 0.839965261519; 550043.183594
192420; 14; 0.501942980802; 482465.660156
192420; 31; 0.371923335129; -1381.59960938
193420; 6; 0.838906096527; 552947.15332
193420; 14; 0.500802876195; 485508.498047
193420; 31; 0.373150320491; -2073.34570312
194420; 6; 0.837836182443; 555852.750977
194420; 14; 0.499672546983; 488552.947266
194420; 31; 0.374371463899; -2764.00585938
195420; 6; 0.836789417546; 558760.355469
195420; 14; 0.498533576261; 491599.376953
195420; 31; 0.375573703554; -3453.28027344
196420; 6; 0.835733892862; 561668.142578
196420; 14; 0.497373251477; 494645.952148
196420; 31; 0.376795118675; -4142.94335938
197420; 6; 0.834686334012; 564576.332031
197420; 14; 0.496240957407; 497692.90332
197420; 31; 0.377980229678; -4832.83203125
198420; 6; 0.833623887738; 567485.376953
198420; 14; 0.495099693537; 500740.693359
198420; 31; 0.379267015494; -5522.44140625
199420; 6; 0.832570238272; 570394.34082
199420; 14; 0.493944209768; 503788.352539
199420; 31; 0.380467445124; -6212.76367188
200420; 6; 0.83152521681; 573304.503906
200420; 14; 0.49280572217; 506837.208984
200420; 31; 0.381720868871; -6902.46191406
201420; 6; 0.830459747463; 576214.870117
201420; 14; 0.491659719963; 509886.237305
201420; 31; 0.382962406846; -7592.55664062
202420; 6; 0.829405110329; 579126.240234
202420; 14; 0.490526861046; 512936.230469
202420; 31; 0.384183551185; -8282.234375
203420; 6; 0.828351068078; 582037.717773
203420; 14; 0.48936765152; 515986.307617
203420; 31; 0.385390808806; -8972.40234375
204420; 6; 0.827300685458; 584949.507812
204420; 14; 0.488213839708; 519036.666992
204420; 31; 0.386645536404; -9662.87402344
205420; 6; 0.826226270059; 587862.745117
205420; 14; 0.487080023391; 522088.458984
205420; 31; 0.387877072208; -10352.4628906
206420; 6; 0.82517515379; 590776.709961
206420; 14; 0.485931285657; 525140.949219
206420; 31; 0.389106044313; -11041.9335938
207420; 6; 0.824119275203; 593691.524414
207420; 14; 0.484781871084; 528194.249023
207420; 31; 0.390330749331; -11731.1601562
208420; 6; 0.823055649875; 596607.537109
208420; 14; 0.483636746882; 531248.726562
208420; 31; 0.391549307154; -12419.7773438
208420; 24; 0.0982433881145; 4419.50585938
209420; 6; 0.821997369872; 599523.59082
209420; 14; 0.482493347488; 534303.216797
209420; 31; 0.392790408107; -13108.9521484
209420; 24; 0.0955597083084; 9609.2265625
210420; 6; 0.820934982505; 602441.578125
210420; 14; 0.481338973623; 537359.625
210420; 31; 0.394018915948; -13796.7841797
210420; 24; 0.0929072790314; 14800.6259766
211420; 6; 0.819876380963; 605358.537109
211420; 14; 0.480202066945; 540414.962891
211420; 31; 0.395218513673; -14486.2519531
211420; 24; 0.090262489859; 19990.7890625
212420; 6; 0.818828499177; 608277.952148
212420; 14; 0.479048923356; 543472.746094
212420; 31; 0.396471300395; -15173.8535156
212420; 24; 0.0876019555144; 25183.1396484
213420; 6; 0.817755784839; 611200.267578
213420; 14; 0.477900233353; 546533.385742
213420; 31; 0.397684110329; -15859.1435547
214420; 6; 0.8166981861; 614122.041992
214420; 14; 0.476742319996; 549593.466797
214420; 31; 0.398931667907; -16545.5712891
214420; 29; 0.0661422684789; 75312.5341797
215420; 6; 0.815633888124; 617043.239258
215420; 14; 0.475600062404; 552652.942383
215420; 31; 0.40016029519; -17233.1757812
215420; 29; 0.0674289499875; 74487.8515625
216420; 6; 0.814578446327; 619964.445312
216420; 14; 0.474446472479; 555712.389648
216420; 31; 0.401379873278; -17921.3681641
216420; 29; 0.0687754109967; 73662.6738281
217420; 6; 0.813489318825; 622887.055664
217420; 14; 0.473296879092; 558773.219727
217420; 31; 0.402618829859; -18608.7441406
217420; 29; 0.0701545409393; 72838.3994141
218420; 6; 0.812446119962; 625810.654297
218420; 14; 0.472141874488; 561835.010742
218420; 31; 0.403862177394; -19295.7353516
218420; 29; 0.0713788145222; 72014.5751953
219420; 6; 0.811394389486; 628734.143555
219420; 14; 0.470993134426; 564896.666016
219420; 31; 0.405068348395; -19983.4326172
219420; 29; 0.0727455618326; 71190.1806641
220420; 6; 0.810317594092; 631659.723633
220420; 14; 0.469837580109; 567960.383789
220420; 31; 0.406299259281; -20669.6240234
220420; 29; 0.0740506458096; 70367.3466797
220420; 25; 0.224054215243; 107737.305664
221420; 6; 0.809236288071; 634586.28418
221420; 14; 0.468684941996; 571025.0625
221420; 31; 0.407517533517; -21355.4453125
221420; 29; 0.0753590748645; 69545.0302734
221420; 25; 0.224414470838; 108471.075195
222420; 6; 0.808191279881; 637512.196289
222420; 14; 0.467540877406; 574089.060547
222420; 31; 0.408740823623; -22042.4873047
222420; 29; 0.0766872181557; 68721.5791016
222420; 25; 0.224717644975; 109203.87793
223420; 6; 0.807109010871; 640439.348633
223420; 14; 0.466379957506; 577153.262695
223420; 31; 0.409990953514; -22729.9111328
223420; 29; 0.0780114736408; 67897.8066406
223420; 25; 0.225063363323; 109936.507812
224420; 6; 0.806058623828; 643366.96582
224420; 14; 0.465226605302; 580218.902344
224420; 31; 0.411218635738; -23416.4521484
224420; 29; 0.079317440046; 67075.0283203
224420; 25; 0.225399748422; 110670.30957
225420; 6; 0.804993806174; 646295.535156
225420; 14; 0.464074220508; 583285.476562
225420; 31; 0.412409843644; -24102.640625
225420; 29; 0.0805912145879; 66252.7011719
225420; 25; 0.225691329921; 111404.703125
226420; 6; 0.803922231542; 649224.933594
226420; 14; 0.462918865727; 586352.849609
226420; 31; 0.413633480202; -24788.5849609
226420; 29; 0.081947080791; 65430.7001953
226420; 25; 0.226029309211; 112139.592773
226420; 12; 0.820997665171; 143101.915039
227420; 6; 0.802849318599; 652154.663086
227420; 14; 0.461758743739; 589420.53125
227420; 31; 0.41490066913; -25474.7939453
227420; 29; 0.0832576262765; 64608.5380859
227420; 25; 0.226349554257; 112874.428711
227420; 12; 0.819635058055; 146344.016602
228420; 6; 0.801782006631; 655083.448242
228420; 14; 0.460615498945; 592487.232422
228420; 31; 0.41614158079; -26162.5488281
228420; 29; 0.0845709654968; 63784.9228516
228420; 25; 0.22668395075; 113608.001953
228420;
