tow; prn20; p-rng1; phase1; dopp1(carr); dopp1(range); bias1(Hz); p-rng2; phase2; dopp2(carr); dopp2(range); bias2(Hz); dopp1(eph); dopp2(eph); ebias1(ph); ebias1(rg) 
258277.366; 3; 303718.793945; 49194.072265625; -2839700.50878906; -5.71479e+06; 2.87509e+06; 0; 0; -1921247.99609375; 1.17338e+09; -1.1753e+09; -2369.45; -1769.4; -2.83733e+06; -5.71242e+06
258278.366; 3; 304178.726562; 51622.146484375; -2428.07421875; -2416.96; -11.112; 0; 0; -1921247.99609375; 1.17338e+09; -1.1753e+09; -2369.83; -1769.68; -58.2427; -47.1307
258279.366; 3; 304641.255859; 54050.84765625; -2428.701171875; -2430.61; 1.90669; 0; 0; -1921247.99609375; 1.17338e+09; -1.1753e+09; -2370.21; -1769.96; -58.4917; -60.3984
258280.366; 3; 305102.34082; 56479.66796875; -2428.8203125; -2423.02; -5.80249; 0; 0; -1921247.99609375; 1.17338e+09; -1.1753e+09; -2370.59; -1770.24; -58.2329; -52.4304
258281.366; 3; 305563.241211; 58908.48828125; -2428.8203125; -2422.05; -6.77241; 0; 0; -1921247.99609375; 1.17338e+09; -1.1753e+09; -2370.97; -1770.53; -57.855; -51.0826
258282.366; 3; 306025.511719; 61337.763671875; -2429.275390625; -2429.25; -0.027476; 0; 0; -1921247.99609375; 1.17338e+09; -1.1753e+09; -2371.34; -1770.81; -57.9322; -57.9047
258283.366; 3; 306491.739258; 63767.2138671875; -2429.4501953125; -2450.04; 20.5921; 0; 0; -1921247.99609375; 1.17338e+09; -1.1753e+09; -2371.72; -1771.09; -57.7292; -78.3213
258284.366; 3; 306951.544922; 66196.9951171875; -2429.78125; -2416.3; -13.4862; 0; 0; -1921247.99609375; 1.17338e+09; -1.1753e+09; -2372.1; -1771.37; -57.6825; -44.1963
258285.366; 3; 307415.325195; 68627.2041015625; -2430.208984375; -2437.18; 6.9728; 0; 0; -1921247.99609375; 1.17338e+09; -1.1753e+09; -2372.48; -1771.65; -57.7325; -64.7053
258286.366; 3; 307874.705078; 71057.783203125; -2430.5791015625; -2414.06; -16.5215; 0; 0; -1921247.99609375; 1.17338e+09; -1.1753e+09; -2372.85; -1771.94; -57.7249; -41.2033
258287.366; 3; 308341.459961; 73488.677734375; -2430.89453125; -2452.81; 21.9189; 0; 0; -1921247.99609375; 1.17338e+09; -1.1753e+09; -2373.23; -1772.22; -57.6627; -79.5816
258288.366; 3; 308800.613281; 75920.0673828125; -2431.3896484375; -2412.87; -18.5227; 0; 0; -1921247.99609375; 1.17338e+09; -1.1753e+09; -2373.61; -1772.5; -57.7801; -39.2575
258289.366; 3; 309265.640625; 78351.8388671875; -2431.771484375; -2443.74; 11.9637; 0; 0; -1921247.99609375; 1.17338e+09; -1.1753e+09; -2373.99; -1772.78; -57.7844; -69.7481
258290.366; 3; 309730.693359; 80783.8740234375; -2432.03515625; -2443.87; 11.8335; 0; 0; -1921247.99609375; 1.17338e+09; -1.1753e+09; -2374.36; -1773.06; -57.6705; -69.5039
258291.366; 3; 310192.213867; 83216.36328125; -2432.4892578125; -2425.31; -7.18262; 0; 0; -1921247.99609375; 1.17338e+09; -1.1753e+09; -2374.74; -1773.35; -57.7471; -50.5644
258292.366; 3; 310657.5; 85649.2080078125; -2432.8447265625; -2445.1; 12.2504; 0; 0; -1921247.99609375; 1.17338e+09; -1.1753e+09; -2375.12; -1773.63; -57.725; -69.9754
258293.366; 3; 311121.077148; 88082.1455078125; -2432.9375; -2436.11; 3.17686; 0; 0; -1921247.99609375; 1.17338e+09; -1.1753e+09; -2375.5; -1773.91; -57.4403; -60.6172
258294.366; 3; 311582.067383; 90516.291015625; -2434.1455078125; -2422.52; -11.6255; 0; 0; -1921247.99609375; 1.17338e+09; -1.1753e+09; -2375.87; -1774.19; -58.271; -46.6455
258295.366; 3; 312047.830078; 92950.65234375; -2434.361328125; -2447.6; 13.2382; 0; 0; -1921247.99609375; 1.17338e+09; -1.1753e+09; -2376.25; -1774.47; -58.1093; -71.3475
258296.366; 3; 312508.136719; 95384.77734375; -2434.125; -2418.93; -15.1973; 0; 0; -1921247.99609375; 1.17338e+09; -1.1753e+09; -2376.63; -1774.76; -57.4957; -42.2984
