tow; prn12; p-rng1; phase1; dopp1(carr); dopp1(range); bias1(Hz); p-rng2; phase2; dopp2(carr); dopp2(range); bias2(Hz); dopp1(eph); dopp2(eph); ebias1(ph); ebias1(rg) 
248611.366; 31; 2011871.91797; -158996.78515625; 158996.78515625; -1.05725e+07; 1.07315e+07; 0; 0; -0; -0; 0; 2527.66; 1887.53; 156469; -1.0575e+07
248612.366; 31; 2011404.28613; -161463.20703125; 2466.421875; 2457.42; 8.99999; 0; 0; -0; -0; 0; 2527.2; 1887.2; -60.7798; -69.7798
248613.366; 31; 2010932.58984; -163929.15625; 2465.94921875; 2478.78; -12.8315; 0; 0; -0; -0; 0; 2526.75; 1886.86; -60.7989; -47.9674
248614.366; 31; 2010460.57227; -166394.5693359375; 2465.4130859375; 2480.47; -15.056; 0; 0; -0; -0; 0; 2526.29; 1886.52; -60.8812; -45.8252
248615.366; 31; 2009990.26953; -168859.5302734375; 2464.9609375; 2471.46; -6.49661; 0; 0; -0; -0; 0; 2525.84; 1886.18; -60.8795; -54.3829
248616.366; 31; 2009521.31445; -171324.146484375; 2464.6162109375; 2464.38; 0.240642; 0; 0; -0; -0; 0; 2525.39; 1885.84; -60.7703; -61.0109
248617.366; 31; 2009051.93359; -173788.4892578125; 2464.3427734375; 2466.61; -2.27029; 0; 0; -0; -0; 0; 2524.93; 1885.5; -60.5895; -58.3193
248618.366; 31; 2008579.89746; -176252.396484375; 2463.9072265625; 2480.57; -16.6594; 0; 0; -0; -0; 0; 2524.48; 1885.16; -60.5708; -43.9114
248619.366; 31; 2008112.73828; -178715.9912109375; 2463.5947265625; 2454.94; 8.65667; 0; 0; -0; -0; 0; 2524.02; 1884.82; -60.429; -69.0857
248620.366; 31; 2007645.6416; -181178.9736328125; 2462.982421875; 2454.61; 8.3728; 0; 0; -0; -0; 0; 2523.57; 1884.48; -60.587; -68.9598
248621.366; 31; 2007176.66602; -183641.5615234375; 2462.587890625; 2464.48; -1.89545; 0; 0; -0; -0; 0; 2523.11; 1884.14; -60.5268; -58.6314
248622.366; 31; 2006709.36133; -186103.7236328125; 2462.162109375; 2455.7; 6.4594; 0; 0; -0; -0; 0; 2522.66; 1883.8; -60.498; -66.9574
248623.366; 31; 2006242.25098; -188565.2763671875; 2461.552734375; 2454.68; 6.87127; 0; 0; -0; -0; 0; 2522.21; 1883.46; -60.6525; -67.5238
248624.366; 31; 2005774.98926; -191026.4736328125; 2461.197265625; 2455.48; 5.72036; 0; 0; -0; -0; 0; 2521.75; 1883.13; -60.5531; -66.2735
