tow; prn17; p-rng1; phase1; dopp1(carr); dopp1(range); bias1(Hz); p-rng2; phase2; dopp2(carr); dopp2(range); bias2(Hz); dopp1(eph); dopp2(eph); ebias1(ph); ebias1(rg) 
264463.366; 5; 3966413.11816; -16244.580078125; 16244.580078125; -2.08436e+07; 2.08599e+07; 0; 0; -0; -0; 0; 3727.83; 2783.77; 12516.7; -2.08474e+07
264464.366; 5; 3965713.09668; -19914.873046875; 3670.29296875; 3678.64; -8.34476; 0; 0; -0; -0; 0; 3727.76; 2783.71; -57.4628; -49.118
264465.366; 5; 3965013.57715; -23585.5888671875; 3670.7158203125; 3676; -5.28413; 0; 0; -0; -0; 0; 3727.68; 2783.66; -56.9624; -51.6783
264466.366; 5; 3964312.75781; -27256.4677734375; 3670.87890625; 3682.83; -11.9516; 0; 0; -0; -0; 0; 3727.6; 2783.6; -56.7217; -44.7701
264467.366; 5; 3963617.18848; -30927.3017578125; 3670.833984375; 3655.24; 15.5925; 0; 0; -0; -0; 0; 3727.52; 2783.54; -56.6889; -72.2814
264468.366; 5; 3962914.65039; -34598.134765625; 3670.8330078125; 3691.86; -21.0296; 0; 0; -0; -0; 0; 3727.45; 2783.48; -56.6122; -35.5826
264469.366; 5; 3962213.04004; -38268.9326171875; 3670.7978515625; 3686.99; -16.1894; 0; 0; -0; -0; 0; 3727.37; 2783.42; -56.5694; -40.38
264470.366; 5; 3961519.3457; -41939.2978515625; 3670.365234375; 3645.39; 24.9769; 0; 0; -0; -0; 0; 3727.29; 2783.37; -56.9242; -81.901
264471.366; 5; 3960824.45117; -45609.646484375; 3670.3486328125; 3651.7; 18.6532; 0; 0; -0; -0; 0; 3727.21; 2783.31; -56.8628; -75.516
264472.366; 5; 3960120.45215; -49280.2236328125; 3670.5771484375; 3699.54; -28.9627; 0; 0; -0; -0; 0; 3727.13; 2783.25; -56.5562; -27.5935
264473.366; 5; 3959422.98242; -52950.4013671875; 3670.177734375; 3665.23; 4.94958; 0; 0; -0; -0; 0; 3727.06; 2783.19; -56.8774; -61.827
264474.366; 5; 3958726.69629; -56620.5947265625; 3670.193359375; 3659.01; 11.185; 0; 0; -0; -0; 0; 3726.98; 2783.13; -56.7836; -67.9686
264475.366; 5; 3958027.13379; -60290.373046875; 3669.7783203125; 3676.23; -6.44743; 0; 0; -0; -0; 0; 3726.9; 2783.07; -57.1203; -50.6729
264476.366; 5; 3957327.52637; -63960.216796875; 3669.84375; 3676.46; -6.61807; 0; 0; -0; -0; 0; 3726.82; 2783.02; -56.9766; -50.3585
