tm; prn; seq_fract; phase
157830; 25; 0.00576905230992; 213818.734375
158830; 12; 0.70322743617; 494845.758789
158830; 24; 0.022685369011; 820002.145508
158830; 14; 0.337843941059; 373786.100586
158830; 25; 0.00617351266555; 214482.279297
159830; 12; 0.702058583964; 498008.713867
159830; 24; 0.0201144723687; 825372.291016
159830; 14; 0.336780680111; 376761.088867
159830; 25; 0.00658530672081; 215144.943359
160830; 12; 0.700876504648; 501171.523438
160830; 24; 0.0175353887025; 830742.28418
160830; 14; 0.33573163487; 379736.147461
160830; 25; 0.00699655432254; 215807.359375
161830; 12; 0.699707563268; 504333.75293
161830; 24; 0.0149627937935; 836111.696289
161830; 14; 0.334683606168; 382710.828125
161830; 25; 0.00740541727282; 216469.077148
162830; 12; 0.698534272611; 507495.6875
162830; 24; 0.0123909946997; 841480.810547
162830; 14; 0.333632062422; 385685.43457
162830; 25; 0.00782116129994; 217130.399414
163830; 12; 0.697365958011; 510659.523438
163830; 24; 0.00981011474505; 846851.833008
163830; 14; 0.332573869498; 388662.147461
163830; 25; 0.00823018560186; 217793.511719
164830; 12; 0.696190610994; 513824.913086
164830; 24; 0.00723726232536; 852224.396484
164830; 14; 0.331518493826; 391640.628906
164830; 25; 0.00864406721666; 218458.066406
165830; 12; 0.695013914956; 516991.268555
165830; 24; 0.00465181190521; 857597.917969
165830; 14; 0.330461082282; 394620.28418
165830; 25; 0.00905688200146; 219123.487305
166830; 12; 0.693829517812; 520158.592773
166830; 24; 0.00208026124164; 862972.416016
166830; 14; 0.329388456186; 397601.120117
166830; 25; 0.00946716149338; 219789.753906
167830; 12; 0.692657566164; 523327.787109
167830; 24; 0.999491630588; 868348.772461
167830; 14; 0.328332321253; 400584.032227
167830; 25; 0.00989344948903; 220457.783203
168830; 12; 0.691475920845; 526495.146484
168830; 24; 0.996924475301; 873723.300781
168830; 14; 0.327277701814; 403565.324219
168830; 25; 0.0102884876542; 221123.873047
169830; 12; 0.69029967417; 529663.022461
169830; 24; 0.994355079252; 879098.331055
169830; 14; 0.326214732369; 406547.342773
169830; 25; 0.0107068389188; 221790.364258
170830; 12; 0.689120544819; 532832.522461
170830; 24; 0.991769478656; 884474.986328
170830; 14; 0.325153402286; 409531.195312
170830; 25; 0.0111076280009; 222458.375977
171830; 12; 0.687945743324; 536001.989258
171830; 24; 0.989189735381; 889851.607422
171830; 14; 0.324100442231; 412515.217773
171830; 25; 0.011523688212; 223126.246094
171830; 16; 0.28742219531; -1016.3046875
172830; 12; 0.68676929269; 539173.701172
172830; 24; 0.98660959187; 895230.466797
172830; 14; 0.323042546865; 415501.708984
172830; 25; 0.0119416185189; 223796.248047
172830; 16; 0.285696864827; -5181.74707031
173830; 12; 0.685589962872; 542345.769531
173830; 24; 0.98402304505; 900609.680664
173830; 14; 0.321978582768; 418488.761719
173830; 25; 0.0123499240726; 224466.5
173830; 16; 0.283822428202; -9341.99511719
174830; 12; 0.684410715941; 545518.635742
174830; 24; 0.981442061951; 905989.695312
174830; 14; 0.320912359282; 421476.827148
174830; 25; 0.0127516908105; 225137.431641
174830; 16; 0.28163689049; -13518.4882812
175830; 12; 0.683231837815; 548692.089844
175830; 24; 0.978868446779; 911370.286133
175830; 14; 0.319832418812; 424465.686523
175830; 25; 0.0131623521447; 225808.851562
175830; 16; 0.258555182023; -17779.2070312
176830; 12; 0.682048712857; 551866.624023
176830; 24; 0.976290436927; 916751.958984
176830; 14; 0.318786800373; 427455.838867
176830; 25; 0.0135625258554; 226481.255859
177830; 12; 0.680867628893; 555041.918945
177830; 24; 0.973688043654; 922134.376953
177830; 14; 0.317732231226; 430446.961914
177830; 25; 0.0139680188149; 227154.288086
178830; 12; 0.679692666745; 558217.911133
