prog start
hv ver: 3.4
F_SAMPLE = 222111
   idx;  inp_i;  inp_q;  out_i;  out_q;   ref_i; ref_q;     ok
   517;     -1;      3;      5;      5;      5;      5;      1 
   518;     -1;      3;      5;      5;      5;      5;      1 
   519;     -1;      3;      5;      5;      5;      5;      1 
   520;     -1;      3;      5;      5;      5;      5;      1 
   521;     -1;      3;      5;      5;      5;      5;      1 
   522;     -1;      3;      5;      5;      5;      5;      1 
   523;     -1;      3;      5;      5;      5;      5;      1 
   524;     -1;      3;      5;      5;      5;      5;      1 
   525;     -1;      3;      5;      5;      5;      5;      1 
   526;     -1;      3;      5;      5;      5;      5;      1 
   527;     -1;      3;      5;      5;      5;      5;      1 
   528;     -1;      3;      5;      5;      5;      5;      1 
   529;     -1;      3;      5;      5;      5;      5;      1 
   530;     -1;      3;      5;      5;      5;      5;      1 
   531;     -1;      3;      5;      5;      5;      5;      1 
   532;     -1;      3;      5;      5;      5;      5;      1 
   533;     -1;      3;      5;      5;      5;      5;      1 
   534;     -1;      3;      5;      5;      5;      5;      1 
   535;     -1;      3;      5;      5;      5;      5;      1 
   536;     -1;      3;      5;      5;      5;      5;      1 
   537;     -1;      3;      5;      5;      5;      5;      1 
   538;     -1;      3;      5;      5;      5;      5;      1 
   539;     -1;      3;      5;      5;      5;      5;      1 
   540;     -1;      3;      5;      5;      5;      5;      1 
   541;     -1;      3;      5;      5;      5;      5;      1 
   542;     -1;      3;      5;      5;      5;      5;      1 
   543;     -1;      3;      5;      5;      5;      5;      1 
   544;     -1;      3;      5;      5;      5;      5;      1 
   545;     -1;      3;      5;      5;      5;      5;      1 
   546;     -1;      3;      5;      5;      5;      5;      1 
   547;     -1;      3;      5;      5;      5;      5;      1 
   548;     -1;      3;      5;      5;      5;      5;      1 
   549;     -1;      3;      5;      5;      5;      5;      1 
   550;     -1;      3;      5;      5;      5;      5;      1 
   551;     -1;      3;      5;      5;      5;      5;      1 
   552;     -1;      3;      5;      5;      5;      5;      1 
   553;     -1;      3;      5;      5;      5;      5;      1 
   554;     -1;      3;      5;      5;      5;      5;      1 
   555;     -1;      3;      5;      5;      5;      5;      1 
   556;     -1;      3;      5;      5;      5;      5;      1 
   557;     -1;      3;      5;      5;      5;      5;      1 
   558;     -1;      3;      5;      5;      5;      5;      1 
   559;     -1;      3;      5;      5;      5;      5;      1 
   560;     -1;      3;      5;      5;      5;      5;      1 
   561;     -1;      3;      5;      5;      5;      5;      1 
   562;     -1;      3;      5;      5;      5;      5;      1 
   563;     -1;      3;      5;      5;      5;      5;      1 
   564;     -1;      3;      5;      5;      5;      5;      1 
   565;     -1;      3;      5;      5;      5;      5;      1 
   566;     -1;      3;      5;      5;      5;      5;      1 
   567;     -1;      3;      5;      5;      5;      5;      1 
   568;     -1;      3;      5;      5;      5;      5;      1 
   569;     -1;      3;      5;      5;      5;      5;      1 
   570;     -1;      3;      5;      5;      5;      5;      1 
   571;     -1;      3;      5;      5;      5;      5;      1 
   572;     -1;      3;      5;      5;      5;      5;      1 
   573;     -1;      3;      5;      5;      5;      5;      1 
   574;     -1;      3;      5;      5;      5;      5;      1 
   575;     -1;      3;      5;      5;      5;      5;      1 
   576;     -1;      3;      5;      5;      5;      5;      1 
   577;     -1;      3;      5;      5;      5;      5;      1 
   578;     -1;      3;      5;      5;      5;      5;      1 
   579;     -1;      3;      5;      5;      5;      5;      1 
   580;     -1;      3;      5;      5;      5;      5;      1 
   581;     -1;      3;      5;      5;      5;      5;      1 
   582;     -1;      3;      5;      5;      5;      5;      1 
   583;     -1;      3;      5;      5;      5;      5;      1 
   584;      1;      3;      7;      1;      5;      5;      0 
   585;      1;      3;      5;      5;      5;      5;      1 
   586;      1;      3;      5;      5;      5;      5;      1 
   587;      1;      3;      5;      5;      5;      5;      1 
   588;      1;      3;      5;      5;      5;      5;      1 
   589;      1;      3;      5;      5;      5;      5;      1 
   590;      1;      3;      5;      5;      5;      5;      1 
   591;      1;      3;      5;      5;      5;      5;      1 
   592;      1;      3;      5;      5;      5;      5;      1 
   593;      1;      3;      5;      5;      5;      5;      1 
   594;      1;      3;      5;      5;      5;      5;      1 
   595;      1;      3;      5;      5;      5;      5;      1 
   596;      1;      3;      5;      5;      5;      5;      1 
   597;      1;      3;      5;      5;      5;      5;      1 
   598;      1;      3;      5;      5;      5;      5;      1 
   599;      1;      3;      5;      5;      5;      5;      1 
   600;      1;      3;      5;      5;      5;      5;      1 
   601;      1;      3;      5;      5;      5;      5;      1 
   602;      1;      3;      5;      5;      5;      5;      1 
   603;      1;      3;      5;      5;      5;      5;      1 
   604;      1;      3;      5;      5;      5;      5;      1 
   605;      1;      3;      5;      5;      5;      5;      1 
   606;      1;      3;      5;      5;      5;      5;      1 
   607;      1;      3;      5;      5;      5;      5;      1 
   608;      1;      3;      5;      5;      5;      5;      1 
   609;      1;      3;      5;      5;      5;      5;      1 
   610;      1;      3;      5;      5;      5;      5;      1 
   611;      1;      3;      5;      5;      5;      5;      1 
   612;      1;      3;      5;      5;      5;      5;      1 
   613;      1;      3;      5;      5;      5;      5;      1 
   614;      1;      3;      5;      5;      5;      5;      1 
   615;      1;      3;      5;      5;      5;      5;      1 
   616;      1;      3;      5;      5;      5;      5;      1 
   617;      1;      3;      5;      5;      5;      5;      1 
   618;      1;      3;      5;      5;      5;      5;      1 
   619;      1;      3;      5;      5;      5;      5;      1 
   620;      1;      3;      5;      5;      5;      5;      1 
   621;      1;      3;      5;      5;      5;      5;      1 
   622;      1;      3;      5;      5;      5;      5;      1 
   623;      1;      3;      5;      5;      5;      5;      1 
   624;      1;      3;      5;      5;      5;      5;      1 
   625;      1;      3;      5;      5;      5;      5;      1 
   626;      1;      3;      5;      5;      5;      5;      1 
   627;      1;      3;      5;      5;      5;      5;      1 
   628;      1;      3;      5;      5;      5;      5;      1 
   629;      1;      3;      5;      5;      5;      5;      1 
   630;      1;      3;      5;      5;      5;      5;      1 
   631;      1;      3;      5;      5;      5;      5;      1 
   632;      1;      3;      5;      5;      5;      5;      1 
   633;      1;      3;      5;      5;      5;      5;      1 
   634;      1;      3;      5;      5;      5;      5;      1 
   635;      1;      3;      5;      5;      5;      5;      1 
   636;      1;      3;      5;      5;      5;      5;      1 
   637;      1;      3;      5;      5;      5;      5;      1 
   638;      1;      3;      5;      5;      5;      5;      1 
   639;      1;      3;      5;      5;      5;      5;      1 
   640;      1;      3;      5;      5;      5;      5;      1 
   641;      1;      3;      5;      5;      5;      5;      1 
   642;      1;      3;      5;      5;      5;      5;      1 
   643;      1;      3;      5;      5;      5;      5;      1 
   644;      1;      3;      5;      5;      5;      5;      1 
   645;      1;      3;      5;      5;      5;      5;      1 
   646;      1;      3;      5;      5;      5;      5;      1 
   647;      1;      3;      5;      5;      5;      5;      1 
   648;      1;      3;      5;      5;      5;      5;      1 
   649;      1;      3;      5;      5;      5;      5;      1 
   650;      1;      3;      5;      5;      5;      5;      1 
   651;      1;      3;      5;      5;      5;      5;      1 
   652;      1;      3;      5;      5;      5;      5;      1 
   653;      1;      3;      5;      5;      5;      5;      1 
   654;      1;      3;      5;      5;      5;      5;      1 
   655;      1;      3;      5;      5;      5;      5;      1 
   656;      1;      3;      5;      5;      5;      5;      1 
   657;      1;      3;      5;      5;      5;      5;      1 
   658;      1;      3;      5;      5;      5;      5;      1 
   659;      1;      3;      5;      5;      5;      5;      1 
   660;      1;      3;      5;      5;      5;      5;      1 
   661;      1;      3;      5;      5;      5;      5;      1 
   662;      1;      3;      5;      5;      5;      5;      1 
   663;      1;      3;      5;      5;      5;      5;      1 
   664;      1;      3;      5;      5;      5;      5;      1 
   665;      1;      3;      5;      5;      5;      5;      1 
   666;      1;      3;      5;      5;      5;      5;      1 
   667;      1;      3;      5;      5;      5;      5;      1 
   668;      3;      1;      7;     -1;      5;      5;      0 
   669;      3;      1;      5;      5;      5;      5;      1 
   670;      3;      1;      5;      5;      5;      5;      1 
   671;      3;      1;      5;      5;      5;      5;      1 
   672;      3;      1;      5;      5;      5;      5;      1 
   673;      3;      1;      5;      5;      5;      5;      1 
   674;      3;      1;      5;      5;      5;      5;      1 
   675;      3;      1;      5;      5;      5;      5;      1 
   676;      3;      1;      5;      5;      5;      5;      1 
   677;      3;      1;      5;      5;      5;      5;      1 
   678;      3;      1;      5;      5;      5;      5;      1 
   679;      3;      1;      5;      5;      5;      5;      1 
   680;      3;      1;      5;      5;      5;      5;      1 
   681;      3;      1;      5;      5;      5;      5;      1 
   682;      3;      1;      5;      5;      5;      5;      1 
   683;      3;      1;      5;      5;      5;      5;      1 
   684;      3;      1;      5;      5;      5;      5;      1 
   685;      3;      1;      5;      5;      5;      5;      1 
   686;      3;      1;      5;      5;      5;      5;      1 
   687;      3;      1;      5;      5;      5;      5;      1 
   688;      3;      1;      5;      5;      5;      5;      1 
   689;      3;      1;      5;      5;      5;      5;      1 
   690;      3;      1;      5;      5;      5;      5;      1 
   691;      3;      1;      5;      5;      5;      5;      1 
   692;      3;      1;      5;      5;      5;      5;      1 
   693;      3;      1;      5;      5;      5;      5;      1 
   694;      3;      1;      5;      5;      5;      5;      1 
   695;      3;      1;      5;      5;      5;      5;      1 
   696;      3;      1;      5;      5;      5;      5;      1 
   697;      3;      1;      5;      5;      5;      5;      1 
   698;      3;      1;      5;      5;      5;      5;      1 
   699;      3;      1;      5;      5;      5;      5;      1 
   700;      3;      1;      5;      5;      5;      5;      1 
   701;      3;      1;      5;      5;      5;      5;      1 
   702;      3;      1;      5;      5;      5;      5;      1 
   703;      3;      1;      5;      5;      5;      5;      1 
   704;      3;      1;      5;      5;      5;      5;      1 
   705;      3;      1;      5;      5;      5;      5;      1 
   706;      3;      1;      5;      5;      5;      5;      1 
   707;      3;      1;      5;      5;      5;      5;      1 
   708;      3;      1;      5;      5;      5;      5;      1 
   709;      3;      1;      5;      5;      5;      5;      1 
   710;      3;      1;      5;      5;      5;      5;      1 
   711;      3;      1;      5;      5;      5;      5;      1 
   712;      3;      1;      5;      5;      5;      5;      1 
   713;      3;      1;      5;      5;      5;      5;      1 
   714;      3;      1;      5;      5;      5;      5;      1 
   715;      3;      1;      5;      5;      5;      5;      1 
   716;      3;      1;      5;      5;      5;      5;      1 
   717;      3;      1;      5;      5;      5;      5;      1 
   718;      3;      1;      5;      5;      5;      5;      1 
   719;      3;      1;      5;      5;      5;      5;      1 
   720;      3;      1;      5;      5;      5;      5;      1 
   721;      3;      1;      5;      5;      5;      5;      1 
   722;      3;      1;      5;      5;      5;      5;      1 
   723;      3;      1;      5;      5;      5;      5;      1 
   724;      3;      1;      5;      5;      5;      5;      1 
   725;      3;      1;      5;      5;      5;      5;      1 
   726;      3;      1;      5;      5;      5;      5;      1 
   727;      3;      1;      5;      5;      5;      5;      1 
   728;      3;      1;      5;      5;      5;      5;      1 
   729;      3;      1;      5;      5;      5;      5;      1 
   730;      3;      1;      5;      5;      5;      5;      1 
   731;      3;      1;      5;      5;      5;      5;      1 
   732;      3;      1;      5;      5;      5;      5;      1 
   733;      3;      1;      5;      5;      5;      5;      1 
   734;      3;      1;      5;      5;      5;      5;      1 
   735;      3;      1;      5;      5;      5;      5;      1 
   736;      3;      1;      5;      5;      5;      5;      1 
   737;      3;      1;      5;      5;      5;      5;      1 
   738;      3;      1;      5;      5;      5;      5;      1 
   739;      3;      1;      5;      5;      5;      5;      1 
   740;      3;      1;      5;      5;      5;      5;      1 
   741;      3;      1;      5;      5;      5;      5;      1 
   742;      3;      1;      5;      5;      5;      5;      1 
   743;      3;      1;      5;      5;      5;      5;      1 
   744;      3;      1;      5;      5;      5;      5;      1 
   745;      3;      1;      5;      5;      5;      5;      1 
   746;      3;      1;      5;      5;      5;      5;      1 
   747;      3;      1;      5;      5;      5;      5;      1 
   748;      3;      1;      5;      5;      5;      5;      1 
   749;      3;      1;      5;      5;      5;      5;      1 
   750;      3;      1;      5;      5;      5;      5;      1 
   751;      3;     -1;      7;      1;      5;      5;      0 
   752;      3;     -1;      5;      5;      5;      5;      1 
   753;      3;     -1;      5;      5;      5;      5;      1 
   754;      3;     -1;      5;      5;      5;      5;      1 
   755;      3;     -1;      5;      5;      5;      5;      1 
   756;      3;     -1;      5;      5;      5;      5;      1 
   757;      3;     -1;      5;      5;      5;      5;      1 
   758;      3;     -1;      5;      5;      5;      5;      1 
   759;      3;     -1;      5;      5;      5;      5;      1 
   760;      3;     -1;      5;      5;      5;      5;      1 
   761;      3;     -1;      5;      5;      5;      5;      1 
   762;      3;     -1;      5;      5;      5;      5;      1 
   763;      3;     -1;      5;      5;      5;      5;      1 
   764;      3;     -1;      5;      5;      5;      5;      1 
   765;      3;     -1;      5;      5;      5;      5;      1 
   766;      3;     -1;      5;      5;      5;      5;      1 
   767;      3;     -1;      5;      5;      5;      5;      1 
   768;      3;     -1;      5;      5;      5;      5;      1 
   769;      3;     -1;      5;      5;      5;      5;      1 
   770;      3;     -1;      5;      5;      5;      5;      1 
   771;      3;     -1;      5;      5;      5;      5;      1 
   772;      3;     -1;      5;      5;      5;      5;      1 
   773;      3;     -1;      5;      5;      5;      5;      1 
   774;      3;     -1;      5;      5;      5;      5;      1 
   775;      3;     -1;      5;      5;      5;      5;      1 
   776;      3;     -1;      5;      5;      5;      5;      1 
   777;      3;     -1;      5;      5;      5;      5;      1 
   778;      3;     -1;      5;      5;      5;      5;      1 
   779;      3;     -1;      5;      5;      5;      5;      1 
   780;      3;     -1;      5;      5;      5;      5;      1 
   781;      3;     -1;      5;      5;      5;      5;      1 
   782;      3;     -1;      5;      5;      5;      5;      1 
   783;      3;     -1;      5;      5;      5;      5;      1 
   784;      3;     -1;      5;      5;      5;      5;      1 
   785;      3;     -1;      5;      5;      5;      5;      1 
   786;      3;     -1;      5;      5;      5;      5;      1 
   787;      3;     -1;      5;      5;      5;      5;      1 
   788;      3;     -1;      5;      5;      5;      5;      1 
   789;      3;     -1;      5;      5;      5;      5;      1 
   790;      3;     -1;      5;      5;      5;      5;      1 
   791;      3;     -1;      5;      5;      5;      5;      1 
   792;      3;     -1;      5;      5;      5;      5;      1 
   793;      3;     -1;      5;      5;      5;      5;      1 
   794;      3;     -1;      5;      5;      5;      5;      1 
   795;      3;     -1;      5;      5;      5;      5;      1 
   796;      3;     -1;      5;      5;      5;      5;      1 
   797;      3;     -1;      5;      5;      5;      5;      1 
   798;      3;     -1;      5;      5;      5;      5;      1 
   799;      3;     -1;      5;      5;      5;      5;      1 
   800;      3;     -1;      5;      5;      5;      5;      1 
   801;      3;     -1;      5;      5;      5;      5;      1 
   802;      3;     -1;      5;      5;      5;      5;      1 
   803;      3;     -1;      5;      5;      5;      5;      1 
   804;      3;     -1;      5;      5;      5;      5;      1 
   805;      3;     -1;      5;      5;      5;      5;      1 
   806;      3;     -1;      5;      5;      5;      5;      1 
   807;      3;     -1;      5;      5;      5;      5;      1 
   808;      3;     -1;      5;      5;      5;      5;      1 
   809;      3;     -1;      5;      5;      5;      5;      1 
   810;      3;     -1;      5;      5;      5;      5;      1 
   811;      3;     -1;      5;      5;      5;      5;      1 
   812;      3;     -1;      5;      5;      5;      5;      1 
   813;      3;     -1;      5;      5;      5;      5;      1 
   814;      3;     -1;      5;      5;      5;      5;      1 
   815;      3;     -1;      5;      5;      5;      5;      1 
   816;      3;     -1;      5;      5;      5;      5;      1 
   817;      3;     -1;      5;      5;      5;      5;      1 
   818;      3;     -1;      5;      5;      5;      5;      1 
   819;      3;     -1;      5;      5;      5;      5;      1 
   820;      3;     -1;      5;      5;      5;      5;      1 
   821;      3;     -1;      5;      5;      5;      5;      1 
   822;      3;     -1;      5;      5;      5;      5;      1 
   823;      3;     -1;      5;      5;      5;      5;      1 
   824;      3;     -1;      5;      5;      5;      5;      1 
   825;      3;     -1;      5;      5;      5;      5;      1 
   826;      3;     -1;      5;      5;      5;      5;      1 
   827;      3;     -1;      5;      5;      5;      5;      1 
   828;      3;     -1;      5;      5;      5;      5;      1 
   829;      3;     -1;      5;      5;      5;      5;      1 
   830;      3;     -1;      5;      5;      5;      5;      1 
   831;      3;     -1;      5;      5;      5;      5;      1 
   832;      3;     -1;      5;      5;      5;      5;      1 
   833;      3;     -1;      5;      5;      5;      5;      1 
   834;      1;     -3;      7;     -1;      5;      5;      0 
   835;      1;     -3;      5;      5;      5;      5;      1 
   836;      1;     -3;      5;      5;      5;      5;      1 
   837;      1;     -3;      5;      5;      5;      5;      1 
   838;      1;     -3;      5;      5;      5;      5;      1 
   839;      1;     -3;      5;      5;      5;      5;      1 
   840;      1;     -3;      5;      5;      5;      5;      1 
   841;      1;     -3;      5;      5;      5;      5;      1 
   842;      1;     -3;      5;      5;      5;      5;      1 
   843;      1;     -3;      5;      5;      5;      5;      1 
   844;      1;     -3;      5;      5;      5;      5;      1 
   845;      1;     -3;      5;      5;      5;      5;      1 
   846;      1;     -3;      5;      5;      5;      5;      1 
   847;      1;     -3;      5;      5;      5;      5;      1 
   848;      1;     -3;      5;      5;      5;      5;      1 
   849;      1;     -3;      5;      5;      5;      5;      1 
   850;      1;     -3;      5;      5;      5;      5;      1 
   851;      1;     -3;      5;      5;      5;      5;      1 
   852;      1;     -3;      5;      5;      5;      5;      1 
   853;      1;     -3;      5;      5;      5;      5;      1 
   854;      1;     -3;      5;      5;      5;      5;      1 
   855;      1;     -3;      5;      5;      5;      5;      1 
   856;      1;     -3;      5;      5;      5;      5;      1 
   857;      1;     -3;      5;      5;      5;      5;      1 
   858;      1;     -3;      5;      5;      5;      5;      1 
   859;      1;     -3;      5;      5;      5;      5;      1 
   860;      1;     -3;      5;      5;      5;      5;      1 
   861;      1;     -3;      5;      5;      5;      5;      1 
   862;      1;     -3;      5;      5;      5;      5;      1 
   863;      1;     -3;      5;      5;      5;      5;      1 
   864;      1;     -3;      5;      5;      5;      5;      1 
   865;      1;     -3;      5;      5;      5;      5;      1 
   866;      1;     -3;      5;      5;      5;      5;      1 
   867;      1;     -3;      5;      5;      5;      5;      1 
   868;      1;     -3;      5;      5;      5;      5;      1 
   869;      1;     -3;      5;      5;      5;      5;      1 
   870;      1;     -3;      5;      5;      5;      5;      1 
   871;      1;     -3;      5;      5;      5;      5;      1 
   872;      1;     -3;      5;      5;      5;      5;      1 
   873;      1;     -3;      5;      5;      5;      5;      1 
   874;      1;     -3;      5;      5;      5;      5;      1 
   875;      1;     -3;      5;      5;      5;      5;      1 
   876;      1;     -3;      5;      5;      5;      5;      1 
   877;      1;     -3;      5;      5;      5;      5;      1 
   878;      1;     -3;      5;      5;      5;      5;      1 
   879;      1;     -3;      5;      5;      5;      5;      1 
   880;      1;     -3;      5;      5;      5;      5;      1 
   881;      1;     -3;      5;      5;      5;      5;      1 
   882;      1;     -3;      5;      5;      5;      5;      1 
   883;      1;     -3;      5;      5;      5;      5;      1 
   884;      1;     -3;      5;      5;      5;      5;      1 
   885;      1;     -3;      5;      5;      5;      5;      1 
   886;      1;     -3;      5;      5;      5;      5;      1 
   887;      1;     -3;      5;      5;      5;      5;      1 
   888;      1;     -3;      5;      5;      5;      5;      1 
   889;      1;     -3;      5;      5;      5;      5;      1 
   890;      1;     -3;      5;      5;      5;      5;      1 
   891;      1;     -3;      5;      5;      5;      5;      1 
   892;      1;     -3;      5;      5;      5;      5;      1 
   893;      1;     -3;      5;      5;      5;      5;      1 
   894;      1;     -3;      5;      5;      5;      5;      1 
   895;      1;     -3;      5;      5;      5;      5;      1 
   896;      1;     -3;      5;      5;      5;      5;      1 
   897;      1;     -3;      5;      5;      5;      5;      1 
   898;      1;     -3;      5;      5;      5;      5;      1 
   899;      1;     -3;      5;      5;      5;      5;      1 
   900;      1;     -3;      5;      5;      5;      5;      1 
   901;      1;     -3;      5;      5;      5;      5;      1 
   902;      1;     -3;      5;      5;      5;      5;      1 
   903;      1;     -3;      5;      5;      5;      5;      1 
   904;      1;     -3;      5;      5;      5;      5;      1 
   905;      1;     -3;      5;      5;      5;      5;      1 
   906;      1;     -3;      5;      5;      5;      5;      1 
   907;      1;     -3;      5;      5;      5;      5;      1 
   908;      1;     -3;      5;      5;      5;      5;      1 
   909;      1;     -3;      5;      5;      5;      5;      1 
   910;      1;     -3;      5;      5;      5;      5;      1 
   911;      1;     -3;      5;      5;      5;      5;      1 
   912;      1;     -3;      5;      5;      5;      5;      1 
   913;      1;     -3;      5;      5;      5;      5;      1 
   914;      1;     -3;      5;      5;      5;      5;      1 
   915;      1;     -3;      5;      5;      5;      5;      1 
   916;      1;     -3;      5;      5;      5;      5;      1 
   917;      1;     -3;      5;      5;      5;      5;      1 
   918;     -1;     -3;      7;      1;      5;      5;      0 
   919;     -1;     -3;      5;      5;      5;      5;      1 
   920;     -1;     -3;      5;      5;      5;      5;      1 
   921;     -1;     -3;      5;      5;      5;      5;      1 
   922;     -1;     -3;      5;      5;      5;      5;      1 
   923;     -1;     -3;      5;      5;      5;      5;      1 
   924;     -1;     -3;      5;      5;      5;      5;      1 
   925;     -1;     -3;      5;      5;      5;      5;      1 
   926;     -1;     -3;      5;      5;      5;      5;      1 
   927;     -1;     -3;      5;      5;      5;      5;      1 
   928;     -1;     -3;      5;      5;      5;      5;      1 
   929;     -1;     -3;      5;      5;      5;      5;      1 
   930;     -1;     -3;      5;      5;      5;      5;      1 
   931;     -1;     -3;      5;      5;      5;      5;      1 
   932;     -1;     -3;      5;      5;      5;      5;      1 
   933;     -1;     -3;      5;      5;      5;      5;      1 
   934;     -1;     -3;      5;      5;      5;      5;      1 
   935;     -1;     -3;      5;      5;      5;      5;      1 
   936;     -1;     -3;      5;      5;      5;      5;      1 
   937;     -1;     -3;      5;      5;      5;      5;      1 
   938;     -1;     -3;      5;      5;      5;      5;      1 
   939;     -1;     -3;      5;      5;      5;      5;      1 
   940;     -1;     -3;      5;      5;      5;      5;      1 
   941;     -1;     -3;      5;      5;      5;      5;      1 
   942;     -1;     -3;      5;      5;      5;      5;      1 
   943;     -1;     -3;      5;      5;      5;      5;      1 
   944;     -1;     -3;      5;      5;      5;      5;      1 
   945;     -1;     -3;      5;      5;      5;      5;      1 
   946;     -1;     -3;      5;      5;      5;      5;      1 
   947;     -1;     -3;      5;      5;      5;      5;      1 
   948;     -1;     -3;      5;      5;      5;      5;      1 
   949;     -1;     -3;      5;      5;      5;      5;      1 
   950;     -1;     -3;      5;      5;      5;      5;      1 
   951;     -1;     -3;      5;      5;      5;      5;      1 
   952;     -1;     -3;      5;      5;      5;      5;      1 
   953;     -1;     -3;      5;      5;      5;      5;      1 
   954;     -1;     -3;      5;      5;      5;      5;      1 
   955;     -1;     -3;      5;      5;      5;      5;      1 
   956;     -1;     -3;      5;      5;      5;      5;      1 
   957;     -1;     -3;      5;      5;      5;      5;      1 
   958;     -1;     -3;      5;      5;      5;      5;      1 
   959;     -1;     -3;      5;      5;      5;      5;      1 
   960;     -1;     -3;      5;      5;      5;      5;      1 
   961;     -1;     -3;      5;      5;      5;      5;      1 
   962;     -1;     -3;      5;      5;      5;      5;      1 
   963;     -1;     -3;      5;      5;      5;      5;      1 
   964;     -1;     -3;      5;      5;      5;      5;      1 
   965;     -1;     -3;      5;      5;      5;      5;      1 
   966;     -1;     -3;      5;      5;      5;      5;      1 
   967;     -1;     -3;      5;      5;      5;      5;      1 
   968;     -1;     -3;      5;      5;      5;      5;      1 
   969;     -1;     -3;      5;      5;      5;      5;      1 
   970;     -1;     -3;      5;      5;      5;      5;      1 
   971;     -1;     -3;      5;      5;      5;      5;      1 
   972;     -1;     -3;      5;      5;      5;      5;      1 
   973;     -1;     -3;      5;      5;      5;      5;      1 
   974;     -1;     -3;      5;      5;      5;      5;      1 
   975;     -1;     -3;      5;      5;      5;      5;      1 
   976;     -1;     -3;      5;      5;      5;      5;      1 
   977;     -1;     -3;      5;      5;      5;      5;      1 
   978;     -1;     -3;      5;      5;      5;      5;      1 
   979;     -1;     -3;      5;      5;      5;      5;      1 
   980;     -1;     -3;      5;      5;      5;      5;      1 
   981;     -1;     -3;      5;      5;      5;      5;      1 
   982;     -1;     -3;      5;      5;      5;      5;      1 
   983;     -1;     -3;      5;      5;      5;      5;      1 
   984;     -1;     -3;      5;      5;      5;      5;      1 
   985;     -1;     -3;      5;      5;      5;      5;      1 
   986;     -1;     -3;      5;      5;      5;      5;      1 
   987;     -1;     -3;      5;      5;      5;      5;      1 
   988;     -1;     -3;      5;      5;      5;      5;      1 
   989;     -1;     -3;      5;      5;      5;      5;      1 
   990;     -1;     -3;      5;      5;      5;      5;      1 
   991;     -1;     -3;      5;      5;      5;      5;      1 
   992;     -1;     -3;      5;      5;      5;      5;      1 
   993;     -1;     -3;      5;      5;      5;      5;      1 
   994;     -1;     -3;      5;      5;      5;      5;      1 
   995;     -1;     -3;      5;      5;      5;      5;      1 
   996;     -1;     -3;      5;      5;      5;      5;      1 
   997;     -1;     -3;      5;      5;      5;      5;      1 
   998;     -1;     -3;      5;      5;      5;      5;      1 
   999;     -1;     -3;      5;      5;      5;      5;      1 
  1000;     -1;     -3;      5;      5;      5;      5;      1 

DONE
