tow; prn13; p-rng1; phase1; dopp1(carr); dopp1(range); bias1(Hz); p-rng2; phase2; dopp2(carr); dopp2(range); bias2(Hz); dopp1(eph); dopp2(eph); ebias1(ph); ebias1(rg); res-rg; res-carr 
568417.756; 65; 1983199.93457; -3111.8466796875; 3111.8466796875; -1.04218e+07; 1.04249e+07; 0; 0; -0; -0; 0; 412.189; 307.804; 2699.66; -1.04222e+07; 2.79396; 0.0163415
568418.756; 65; 1983151.7373; -3377.7744140625; 265.927734375; 253.278; 12.6494; 0; 0; -0; -0; 0; 411.701; 307.439; -145.773; -158.422; 5.23813; 0.0362609
568419.756; 65; 1983098.47949; -3643.076171875; 265.3017578125; 279.872; -14.5699; 0; 0; -0; -0; 0; 411.212; 307.074; -145.91; -131.34; 2.36217; -0.0337582
568420.756; 65; 1983048.95605; -3907.962890625; 264.88671875; 260.247; 4.6393; 0; 0; -0; -0; 0; 410.723; 306.709; -145.836; -150.475; 3.6533; 0.29189
568421.756; 65; 1982995.03418; -4172.2470703125; 264.2841796875; 283.361; -19.0772; 0; 0; -0; -0; 0; 410.234; 306.344; -145.95; -126.873; 0.227005; 0.404993
568422.756; 65; 1982943.62598; -4435.435546875; 263.1884765625; 270.152; -6.96345; 0; 0; -0; -0; 0; 409.745; 305.978; -146.557; -139.593; -1.37197; 0.115625
568423.756; 65; 1982895.84766; -4700.2919921875; 264.8564453125; 251.077; 13.7797; 0; 0; -0; -0; 0; 409.256; 305.613; -144.4; -158.179; 1.5208; 0.350606
568424.756; 65; 1982843.60156; -4963.2763671875; 262.984375; 274.555; -11.5707; 0; 0; -0; -0; 0; 408.767; 305.248; -145.783; -134.212; -0.662569; 0.327669
568425.756; 65; 1982795.125; -5225.5712890625; 262.294921875; 254.746; 7.54887; 0; 0; -0; -0; 0; 408.278; 304.883; -145.983; -153.532; 0.493546; 0.0500891
568426.756; 65; 1982744.62402; -5488.130859375; 262.5595703125; 265.384; -2.82485; 0; 0; -0; -0; 0; 407.789; 304.518; -145.23; -142.405; 0.057789; 0.15372
568427.756; 65; 1982693.49512; -5749.607421875; 261.4765625; 268.684; -7.20765; 0; 0; -0; -0; 0; 407.3; 304.153; -145.824; -138.616; -1.10457; 0.338938
568428.756; 65; 1982647.32129; -6010.8076171875; 261.2001953125; 242.645; 18.5551; 0; 0; -0; -0; 0; 406.811; 303.788; -145.611; -164.166; 2.1082; 0.0400331
568429.756; 65; 1982595.91309; -6271.4755859375; 260.66796875; 270.152; -9.48396; 0; 0; -0; -0; 0; 406.322; 303.423; -145.654; -136.171; 1.03767; 0.731579
568430.756; 65; 1982544.78418; -6531.28515625; 259.8095703125; 268.684; -8.87465; 0; 0; -0; -0; 0; 405.834; 303.057; -146.024; -137.149; -1.30498; 0.0847925
568431.756; 65; 1982498.05273; -6791.2763671875; 259.9912109375; 245.575; 14.4158; 0; 0; -0; -0; 0; 405.345; 302.692; -145.353; -159.769; 1.55864; 0.213374
568432.756; 65; 1982449.54102; -7049.8212890625; 258.544921875; 254.931; 3.61412; 0; 0; -0; -0; 0; 404.856; 302.327; -146.311; -149.925; 1.84253; -0.158045
568433.756; 65; 1982399.98242; -7309.146484375; 259.3251953125; 260.432; -1.10697; 0; 0; -0; -0; 0; 404.366; 301.962; -145.041; -143.934; 2.04718; 0.261827
568434.756; 65; 1982347.17773; -7567.1904296875; 258.0439453125; 277.491; -19.4466; 0; 0; -0; -0; 0; 403.877; 301.597; -145.833; -126.387; -2.02689; -0.0969582
568435.756; 65; 1982298.42188; -7825.3349609375; 258.14453125; 256.214; 1.93076; 0; 0; -0; -0; 0; 403.388; 301.232; -145.244; -147.175; -1.43259; 0.137902
568436.756; 65; 1982253.99316; -8081.6513671875; 256.31640625; 233.474; 22.842; 0; 0; -0; -0; 0; 402.899; 300.866; -146.583; -169.425; 2.88565; 0.126904
568437.756; 65; 1982200.52637; -8339.4794921875; 257.828125; 280.97; -23.1418; 0; 0; -0; -0; 0; 402.41; 300.501; -144.582; -121.44; -1.0512; 0.570052
568438.756; 65; 1982155.26074; -8595.708984375; 256.2294921875; 237.872; 18.357; 0; 0; -0; -0; 0; 401.921; 300.136; -145.692; -164.049; 2.4249; 0.543818
568439.756; 65; 1982100.99023; -8851.2705078125; 255.5615234375; 285.193; -29.6319; 0; 0; -0; -0; 0; 401.432; 299.771; -145.871; -116.239; -2.75675; 0.953774
568440.756; 65; 1982057.95801; -9106.26171875; 254.9912109375; 226.136; 28.8553; 0; 0; -0; -0; 0; 400.943; 299.406; -145.952; -174.807; 2.06516; 0.282432
568441.756; 65; 1982008.22461; -9361.126953125; 254.865234375; 261.351; -6.48554; 0; 0; -0; -0; 0; 400.454; 299.04; -145.589; -139.103; 1.39073; 0.820254
568442.756; 65; 1981960.0625; -9615.359375; 254.232421875; 253.094; 1.13883; 0; 0; -0; -0; 0; 399.965; 298.675; -145.732; -146.871; 1.50687; 0.698157
568443.756; 65; 1981910.99219; -9868.673828125; 253.314453125; 257.866; -4.55178; 0; 0; -0; -0; 0; 399.476; 298.31; -146.161; -141.61; 0.317864; 0.360507
568444.756; 65; 1981862.51562; -10121.390625; 252.716796875; 254.746; -2.02926; 0; 0; -0; -0; 0; 398.987; 297.945; -146.27; -144.241; 0.0226939; 0.440551
568445.756; 65; 1981813.62012; -10374.7685546875; 253.3779296875; 256.948; -3.5697; 0; 0; -0; -0; 0; 398.498; 297.579; -145.12; -141.55; -0.527563; 0.547831
568446.756; 65; 1981764.8291; -10626.74609375; 251.9775390625; 256.399; -4.42098; 0; 0; -0; -0; 0; 398.008; 297.214; -146.031; -141.61; -1.44105; 0.462711
568447.756; 65; 1981717.8877; -10877.7548828125; 251.0087890625; 246.679; 4.33003; 0; 0; -0; -0; 0; 397.519; 296.849; -146.511; -150.841; -0.598049; 0.464474
568448.756; 65; 1981671.0166; -11128.650390625; 250.8955078125; 246.309; 4.58625; 0; 0; -0; -0; 0; 397.03; 296.484; -146.135; -150.721; -0.0453862; 0.148904
568449.756; 65; 1981621.7373; -11379.7724609375; 251.1220703125; 258.964; -7.84238; 0; 0; -0; -0; 0; 396.541; 296.118; -145.419; -137.576; -1.6462; 0.0377788
568450.756; 65; 1981574.06348; -11630.4560546875; 250.68359375; 250.528; 0.155936; 0; 0; -0; -0; 0; 396.052; 295.753; -145.368; -145.524; -1.23991; 0.390012
568451.756; 65; 1981530.26367; -11880.2060546875; 249.75; 230.17; 19.5805; 0; 0; -0; -0; 0; 395.563; 295.388; -145.813; -165.393; 1.77969; -0.311883
568452.756; 65; 1981481.82129; -12129.5537109375; 249.34765625; 254.566; -5.21878; 0; 0; -0; -0; 0; 395.073; 295.022; -145.726; -140.507; 0.984178; -0.103156
568453.756; 65; 1981436.10156; -12378.236328125; 248.6826171875; 240.259; 8.42383; 0; 0; -0; -0; 0; 394.584; 294.657; -145.902; -154.325; 2.54411; -0.136467
568454.756; 65; 1981386.75293; -12627.6171875; 249.380859375; 259.329; -9.94796; 0; 0; -0; -0; 0; 394.095; 294.292; -144.714; -134.766; 1.2134; 0.415884
568455.756; 65; 1981339.14844; -12875.7978515625; 248.1806640625; 250.163; -1.98263; 0; 0; -0; -0; 0; 393.606; 293.926; -145.425; -143.442; 0.37604; -0.0490559
568456.756; 65; 1981294.2666; -13123.3095703125; 247.51171875; 235.856; 11.6561; 0; 0; -0; -0; 0; 393.116; 293.561; -145.605; -157.261; 2.68107; 0.0329203
568457.756; 65; 1981247.42969; -13370.0576171875; 246.748046875; 246.13; 0.618402; 0; 0; -0; -0; 0; 392.627; 293.196; -145.879; -146.497; 2.4674; -0.295041
568458.756; 65; 1981197.59277; -13616.2275390625; 246.169921875; 261.895; -15.7248; 0; 0; -0; -0; 0; 392.138; 292.83; -145.968; -130.243; -0.142114; 0.0769757
568459.756; 65; 1981156.23535; -13861.740234375; 245.5126953125; 217.335; 28.178; 0; 0; -0; -0; 0; 391.649; 292.465; -146.136; -174.314; 4.83079; -0.300162
568460.756; 65; 1981109.7832; -14106.076171875; 244.3359375; 244.108; 0.22825; 0; 0; -0; -0; 0; 391.159; 292.099; -146.823; -147.052; 4.61246; -0.5435
568461.756; 65; 1981060.01465; -14352.2109375; 246.134765625; 261.536; -15.4008; 0; 0; -0; -0; 0; 390.67; 291.734; -144.535; -129.134; 1.64209; -0.574328
568462.756; 65; 1981015.02832; -14596.6298828125; 244.4189453125; 236.405; 8.0142; 0; 0; -0; -0; 0; 390.181; 291.369; -145.762; -153.776; 3.17525; -0.552989
568463.756; 65; 1980969.06445; -14840.287109375; 243.6572265625; 241.542; 2.11547; 0; 0; -0; -0; 0; 389.691; 291.003; -146.034; -148.15; 3.10693; -1.00027
568464.756; 65; 1980921.94824; -15083.4365234375; 243.1494140625; 247.597; -4.44795; 0; 0; -0; -0; 0; 389.202; 290.638; -146.053; -141.605; 2.377; -0.859405
568465.756; 65; 1980877.13672; -15325.9619140625; 242.525390625; 235.486; 7.03925; 0; 0; -0; -0; 0; 388.713; 290.272; -146.187; -153.226; 3.86307; -0.696913
568466.756; 65; 1980833.0918; -15568.26953125; 242.3076171875; 231.458; 10.85; 0; 0; -0; -0; 0; 388.223; 289.907; -145.916; -156.766; 5.85858; -0.740885
568467.756; 65; 1980784.47559; -15809.2490234375; 240.9794921875; 255.48; -14.5004; 0; 0; -0; -0; 0; 387.734; 289.542; -146.754; -132.254; 2.93637; -0.88827
568468.756; 65; 1980741.26953; -16049.9013671875; 240.65234375; 227.049; 13.603; 0; 0; -0; -0; 0; 387.245; 289.176; -146.592; -160.195; 5.58243; -0.814192
568469.756; 65; 1980693.10645; -16290.431640625; 240.5302734375; 253.099; -12.5685; 0; 0; -0; -0; 0; 386.755; 288.811; -146.225; -133.656; 3.04312; -0.944042
568470.756; 65; 1980647.63086; -16530.703125; 240.271484375; 238.976; 1.29567; 0; 0; -0; -0; 0; 386.266; 288.445; -145.994; -147.29; 3.71768; -0.507713
568471.756; 65; 1980604.00586; -16769.8583984375; 239.1552734375; 229.251; 9.90435; 0; 0; -0; -0; 0; 385.776; 288.08; -146.621; -156.525; 5.59068; -0.500966
568472.756; 65; 1980556.43652; -17008.240234375; 238.3818359375; 249.979; -11.5967; 0; 0; -0; -0; 0; 385.287; 287.714; -146.905; -135.308; 3.02014; -0.85242
568473.756; 65; 1980510.40234; -17246.8701171875; 238.6298828125; 241.911; -3.28136; 0; 0; -0; -0; 0; 384.798; 287.349; -146.168; -142.886; 2.36338; -0.869423
568474.756; 65; 1980462.76367; -17484.7431640625; 237.873046875; 250.343; -12.4699; 0; 0; -0; -0; 0; 384.308; 286.983; -146.435; -133.965; 0.109201; -0.743768
568475.756; 65; 1980422.06934; -17722.4228515625; 237.6796875; 213.85; 23.8295; 0; 0; -0; -0; 0; 383.819; 286.618; -146.139; -169.969; 4.67272; -0.703328
