tow; prn17; p-rng1; phase1; dopp1(carr); dopp1(range); bias1(Hz); p-rng2; phase2; dopp2(carr); dopp2(range); bias2(Hz); dopp1(eph); dopp2(eph); ebias1(ph); ebias1(rg); res-rg; res-carr 
573169.756; 61; 1344078.48633; -5123.6240234375; 5123.6240234375; -7.06318e+06; 7.0683e+06; 0; 0; -0; -0; 0; 479.339; 357.948; 4644.29; -7.06366e+06; 0; 0
573170.756; 61; 1344013.88477; -5458.310546875; 334.6865234375; 339.484; -4.79698; 0; 0; -0; -0; 0; 478.865; 357.594; -144.178; -139.381; 0; 0
573171.756; 61; 1343948.76074; -5792.1513671875; 333.8408203125; 342.229; -8.38823; 0; 0; -0; -0; 0; 478.391; 357.24; -144.55; -136.162; 0; 0
573172.756; 61; 1343887.30176; -6126.0068359375; 333.85546875; 322.969; 10.8863; 0; 0; -0; -0; 0; 477.917; 356.886; -144.062; -154.948; 0; 0
573173.756; 61; 1343822.21191; -6459.1875; 333.1806640625; 342.049; -8.86877; 0; 0; -0; -0; 0; 477.443; 356.532; -144.262; -135.394; 0; 0
573174.756; 61; 1343759.46094; -6792.26953125; 333.08203125; 329.759; 3.32342; 0; 0; -0; -0; 0; 476.969; 356.178; -143.887; -147.211; 0; 0
573175.756; 61; 1343698.31543; -7124.111328125; 331.841796875; 321.322; 10.52; 0; 0; -0; -0; 0; 476.495; 355.824; -144.653; -155.173; 0; 0
573176.756; 61; 1343632.03906; -7456.0556640625; 331.9443359375; 348.285; -16.3403; 0; 0; -0; -0; 0; 476.021; 355.47; -144.077; -127.736; 0; 0
573177.756; 61; 1343568.83496; -7787.716796875; 331.6611328125; 332.14; -0.478663; 0; 0; -0; -0; 0; 475.547; 355.116; -143.886; -143.407; 0; 0
573178.756; 61; 1343508.07324; -8118.7314453125; 331.0146484375; 319.305; 11.7097; 0; 0; -0; -0; 0; 475.073; 354.762; -144.058; -155.768; 0; 0
573179.756; 61; 1343446.43945; -8449.68359375; 330.9521484375; 323.888; 7.0644; 0; 0; -0; -0; 0; 474.599; 354.408; -143.647; -150.711; 0; 0
573180.756; 61; 1343385.64258; -8779.439453125; 329.755859375; 319.49; 10.2661; 0; 0; -0; -0; 0; 474.125; 354.054; -144.369; -154.635; 0; 0
573181.756; 61; 1343322.12402; -9109.4873046875; 330.0478515625; 333.792; -3.74441; 0; 0; -0; -0; 0; 473.651; 353.7; -143.603; -139.859; 0; 0
573182.756; 61; 1343257.90723; -9438.80859375; 329.3212890625; 337.462; -8.14026; 0; 0; -0; -0; 0; 473.177; 353.346; -143.855; -135.715; 0; 0
573183.756; 61; 1343194.59766; -9767.4921875; 328.68359375; 332.694; -4.01044; 0; 0; -0; -0; 0; 472.703; 352.992; -144.019; -140.009; 0; 0
573184.756; 61; 1343130.31055; -10095.580078125; 328.087890625; 337.831; -9.74315; 0; 0; -0; -0; 0; 472.229; 352.638; -144.141; -134.398; 0; 0
573185.756; 61; 1343067.35059; -10423.2470703125; 327.6669921875; 330.857; -3.18984; 0; 0; -0; -0; 0; 471.754; 352.284; -144.087; -140.898; 0; 0
573186.756; 61; 1343001.84277; -10750.142578125; 326.8955078125; 344.246; -17.3504; 0; 0; -0; -0; 0; 471.28; 351.93; -144.385; -127.034; 0; 0
