tow; prn8; p-rng1; phase1; dopp1(carr); dopp1(range); bias1(Hz); p-rng2; phase2; dopp2(carr); dopp2(range); bias2(Hz); dopp1(eph); dopp2(eph); ebias1(ph); ebias1(rg); res-rg; res-carr 
575631.956; 87; -1730185.42383; 21630.501953125; -21630.501953125; 9.09219e+06; -9.11382e+06; 0; 0; -0; -0; 0; -688.253; -513.955; -20942.2; 9.09287e+06; -3.13403e+07; 0
575632.956; 87; -1730038.70215; 22409.5322265625; -779.0302734375; -771.028; -8.00264; 0; 0; -0; -0; 0; -688.603; -514.217; -90.4271; -82.4245; -3.13401e+07; 0
575633.956; 87; -1729889.81738; 23189.080078125; -779.5478515625; -782.395; 2.84687; 0; 0; -0; -0; 0; -688.953; -514.478; -90.5947; -93.4416; -3.134e+07; 0
575634.956; 87; -1729741.07129; 23968.7451171875; -779.6650390625; -781.666; 2.00096; 0; 0; -0; -0; 0; -689.303; -514.739; -90.3618; -92.3628; -3.13398e+07; 0
575635.956; 87; -1729593.30273; 24748.654296875; -779.9091796875; -776.529; -3.38018; 0; 0; -0; -0; 0; -689.653; -515.001; -90.2561; -86.8759; -3.13397e+07; 0
575636.956; 87; -1729444.73145; 25528.951171875; -780.296875; -780.747; 0.450519; 0; 0; -0; -0; 0; -690.003; -515.262; -90.2939; -90.7444; -3.13395e+07; 0
575637.956; 87; -1729297.10352; 26309.6455078125; -780.6943359375; -775.79; -4.90433; 0; 0; -0; -0; 0; -690.353; -515.523; -90.3414; -85.4371; -3.13394e+07; 0
575638.956; 87; -1729147.72949; 27090.5869140625; -780.94140625; -784.966; 4.02438; 0; 0; -0; -0; 0; -690.703; -515.785; -90.2387; -94.2631; -3.13392e+07; 0
575639.956; 87; -1729000.55371; 27871.9091796875; -781.322265625; -773.414; -7.90832; 0; 0; -0; -0; 0; -691.053; -516.046; -90.2697; -82.3614; -3.13391e+07; 0
575640.956; 87; -1728851.59863; 28653.53125; -781.6220703125; -782.764; 1.14215; 0; 0; -0; -0; 0; -691.402; -516.307; -90.2197; -91.3619; -3.13389e+07; 0
575641.956; 87; -1728702.50391; 29435.6142578125; -782.0830078125; -783.498; 1.41507; 0; 0; -0; -0; 0; -691.752; -516.568; -90.3309; -91.746; -3.13388e+07; 0
575642.956; 87; -1728553.93359; 30217.6201171875; -782.005859375; -780.742; -1.2636; 0; 0; -0; -0; 0; -692.102; -516.829; -89.904; -88.6404; -3.13386e+07; 0
575643.956; 87; -1728404.48926; 30999.93359375; -782.3134765625; -785.335; 3.02181; 0; 0; -0; -0; 0; -692.452; -517.09; -89.8619; -92.8838; -3.13385e+07; 0
575644.956; 87; -1728257.1748; 31782.7265625; -782.79296875; -774.143; -8.65029; 0; 0; -0; -0; 0; -692.801; -517.352; -89.9917; -81.3415; -3.13383e+07; 0
575645.956; 87; -1728106.16016; 32565.783203125; -783.056640625; -793.587; 10.5307; 0; 0; -0; -0; 0; -693.151; -517.613; -89.9058; -100.437; -3.13382e+07; 0
575646.956; 87; -1727958.28711; 33349.1064453125; -783.3232421875; -777.078; -6.24514; 0; 0; -0; -0; 0; -693.5; -517.874; -89.8229; -83.5777; -3.1338e+07; 0
575647.956; 87; -1727809.47168; 34132.826171875; -783.7197265625; -782.03; -1.68937; 0; 0; -0; -0; 0; -693.85; -518.135; -89.8697; -88.1804; -3.13379e+07; 0
575648.956; 87; -1727660.02832; 34917.142578125; -784.31640625; -785.33; 1.01375; 0; 0; -0; -0; 0; -694.199; -518.396; -90.1169; -91.1307; -3.13377e+07; 0
575649.956; 87; -1727510.06152; 35701.9423828125; -784.7998046875; -788.081; 3.28103; 0; 0; -0; -0; 0; -694.549; -518.657; -90.2508; -93.5318; -3.13376e+07; 0
