----------------
prog start
hv ver: 3.13
code_test 
	 code_len = 120, chip_div = 1, spacing_len = 1, pcode[0] = 0x0030305F 
	 code_ctrl = 0x00000077
  |    75   |   0   |   0  0  0  0  1   |  -3 -3 -3 -3  3   |   0   ||   0  0  0  0  1   |  -3 -3 -3 -3  3   |   0   |  OK
  |    76   |   1   |   0  0  0  0  0   |  -3 -3 -3 -3  3   |   0   ||   0  0  0  0  1   |  -3 -3 -3 -3  3   |   0   |  OK
  |    76   |   1   |   0  0  0  0  0   |  -3 -3 -3 -3 -3   |   0   ||   0  0  0  0  0   |  -3 -3 -3 -3 -3   |   0   |  OK
  |    77   |   1   |   1  0  0  0  0   |  -3 -3 -3 -3 -3   |   0   ||   0  0  0  0  0   |  -3 -3 -3 -3 -3   |   0   |  OK
  |    77   |   1   |   1  0  0  0  0   |   3 -3 -3 -3 -3   |   1   ||   1  0  0  0  0   |   3 -3 -3 -3 -3   |   1   |  OK
  |    78   |   0   |   1  1  0  0  0   |   3 -3 -3 -3 -3   |   1   ||   1  0  0  0  0   |   3 -3 -3 -3 -3   |   1   |  OK
  |    78   |   0   |   1  1  0  0  0   |   3  3 -3 -3 -3   |   1   ||   1  1  0  0  0   |   3  3 -3 -3 -3   |   1   |  OK
  |    79   |   0   |   0  1  1  0  0   |   3  3 -3 -3 -3   |   1   ||   1  1  0  0  0   |   3  3 -3 -3 -3   |   1   |  OK
  |    79   |   0   |   0  1  1  0  0   |  -3  3  3 -3 -3   |   0   ||   0  1  1  0  0   |  -3  3  3 -3 -3   |   0   |  OK
  |    80   |   0   |   0  0  1  1  0   |  -3  3  3 -3 -3   |   0   ||   0  1  1  0  0   |  -3  3  3 -3 -3   |   0   |  OK
  |    80   |   0   |   0  0  1  1  0   |  -3 -3  3  3 -3   |   0   ||   0  0  1  1  0   |  -3 -3  3  3 -3   |   0   |  OK
  |    81   |   0   |   0  0  0  1  1   |  -3 -3  3  3 -3   |   0   ||   0  0  1  1  0   |  -3 -3  3  3 -3   |   0   |  OK
  |    81   |   0   |   0  0  0  1  1   |  -3 -3 -3  3  3   |   0   ||   0  0  0  1  1   |  -3 -3 -3  3  3   |   0   |  OK
  |    82   |   0   |   0  0  0  0  1   |  -3 -3 -3  3  3   |   0   ||   0  0  0  1  1   |  -3 -3 -3  3  3   |   0   |  OK
  |    82   |   0   |   0  0  0  0  1   |  -3 -3 -3 -3  3   |   0   ||   0  0  0  0  1   |  -3 -3 -3 -3  3   |   0   |  OK
  |    83   |   0   |   0  0  0  0  0   |  -3 -3 -3 -3  3   |   0   ||   0  0  0  0  1   |  -3 -3 -3 -3  3   |   0   |  OK
  |    83   |   0   |   0  0  0  0  0   |  -3 -3 -3 -3 -3   |   0   ||   0  0  0  0  0   |  -3 -3 -3 -3 -3   |   0   |  OK
  |    84   |   1   |   0  0  0  0  0   |  -3 -3 -3 -3 -3   |   0   ||   0  0  0  0  0   |  -3 -3 -3 -3 -3   |   0   |  OK
  |    84   |   1   |   0  0  0  0  0   |  -3 -3 -3 -3 -3   |   0   ||   0  0  0  0  0   |  -3 -3 -3 -3 -3   |   0   |  OK
  |    85   |   1   |   1  0  0  0  0   |  -3 -3 -3 -3 -3   |   0   ||   0  0  0  0  0   |  -3 -3 -3 -3 -3   |   0   |  OK
  |    85   |   1   |   1  0  0  0  0   |   3 -3 -3 -3 -3   |   1   ||   1  0  0  0  0   |   3 -3 -3 -3 -3   |   1   |  OK
  |    86   |   0   |   1  1  0  0  0   |   3 -3 -3 -3 -3   |   1   ||   1  0  0  0  0   |   3 -3 -3 -3 -3   |   1   |  OK
  |    86   |   0   |   1  1  0  0  0   |   3  3 -3 -3 -3   |   1   ||   1  1  0  0  0   |   3  3 -3 -3 -3   |   1   |  OK
  |    87   |   0   |   0  1  1  0  0   |   3  3 -3 -3 -3   |   1   ||   1  1  0  0  0   |   3  3 -3 -3 -3   |   1   |  OK
