----------------
prog start
hv ver: 3.13
code_test 
	 code_len = 120, chip_div = 1, spacing_len = 1, pcode[0] = 0x0030305F 
	 code_ctrl = 0x00000077
-3 -3 -3 -3  3   |   0   |  -3 -3 -3 -3  3   |   0   |    27   |   0  0  0  0  0   |   0   |  OK
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   0   |    27   |   0  0  0  0  0   |   0   |  OK
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   0   |    28   |   0  0  0  0  0   |   0   |  OK
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   0   |    28   |   0  0  0  0  0   |   0   |  OK
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   0   |    29   |   0  0  0  0  0   |   0   |  OK
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   0   |    29   |   0  0  0  0  0   |   0   |  OK
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   0   |    30   |   0  0  0  0  0   |   0   |  OK
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   0   |    30   |   0  0  0  0  0   |   0   |  OK
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   0   |    31   |   0  0  0  0  0   |   0   |  OK
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   0   |    31   |   0  0  0  0  0   |   0   |  OK
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   1   |    32   |   0  0  0  0  0   |   0   |  OK
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   1   |    32   |   0  0  0  0  0   |   0   |  OK
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   1   |    33   |   1  0  0  0  0   |   0   |  OK
 3 -3 -3 -3 -3   |   1   |   3 -3 -3 -3 -3   |   1   |    33   |   1  0  0  0  0   |   1   |  OK
 3 -3 -3 -3 -3   |   1   |   3 -3 -3 -3 -3   |   1   |    34   |   1  1  0  0  0   |   1   |  OK
 3  3 -3 -3 -3   |   1   |   3  3 -3 -3 -3   |   1   |    34   |   1  1  0  0  0   |   1   |  OK
 3  3 -3 -3 -3   |   1   |   3  3 -3 -3 -3   |   1   |    35   |   1  1  1  0  0   |   1   |  OK
 3  3  3 -3 -3   |   1   |   3  3  3 -3 -3   |   1   |    35   |   1  1  1  0  0   |   1   |  OK
 3  3  3 -3 -3   |   1   |   3  3  3 -3 -3   |   1   |    36   |   1  1  1  1  0   |   1   |  OK
 3  3  3  3 -3   |   1   |   3  3  3  3 -3   |   1   |    36   |   1  1  1  1  0   |   1   |  OK
 3  3  3  3 -3   |   1   |   3  3  3  3 -3   |   0   |    37   |   1  1  1  1  1   |   1   |  OK
 3  3  3  3  3   |   1   |   3  3  3  3  3   |   0   |    37   |   1  1  1  1  1   |   1   |  OK
 3  3  3  3  3   |   1   |   3  3  3  3  3   |   1   |    38   |   0  1  1  1  1   |   1   |  OK
-3  3  3  3  3   |   0   |  -3  3  3  3  3   |   1   |    38   |   0  1  1  1  1   |   0   |  OK
-3  3  3  3  3   |   0   |  -3  3  3  3  3   |   0   |    39   |   1  0  1  1  1   |   0   |  OK
 3 -3  3  3  3   |   1   |   3 -3  3  3  3   |   0   |    39   |   1  0  1  1  1   |   1   |  OK
 3 -3  3  3  3   |   1   |   3 -3  3  3  3   |   0   |    40   |   0  1  0  1  1   |   1   |  OK
-3  3 -3  3  3   |   0   |  -3  3 -3  3  3   |   0   |    40   |   0  1  0  1  1   |   0   |  OK
-3  3 -3  3  3   |   0   |  -3  3 -3  3  3   |   0   |    41   |   0  0  1  0  1   |   0   |  OK
-3 -3  3 -3  3   |   0   |  -3 -3  3 -3  3   |   0   |    41   |   0  0  1  0  1   |   0   |  OK
-3 -3  3 -3  3   |   0   |  -3 -3  3 -3  3   |   0   |    42   |   0  0  0  1  0   |   0   |  OK
-3 -3 -3  3 -3   |   0   |  -3 -3 -3  3 -3   |   0   |    42   |   0  0  0  1  0   |   0   |  OK
-3 -3 -3  3 -3   |   0   |  -3 -3 -3  3 -3   |   0   |    43   |   0  0  0  0  1   |   0   |  OK
-3 -3 -3 -3  3   |   0   |  -3 -3 -3 -3  3   |   0   |    43   |   0  0  0  0  1   |   0   |  OK
