tow; prn8; p-rng1; phase1; dopp1(carr); dopp1(range); bias1(Hz); p-rng2; phase2; dopp2(carr); dopp2(range); bias2(Hz); dopp1(eph); dopp2(eph); ebias1(ph); ebias1(rg); res-rg; res-carr 
567218.824; 59; -222898.157227; 1653.779296875; -1653.779296875; -1657.05; 3.26579; 0; 0; -0; -0; 0; -1566.25; -1169.6; -87.5295; -90.7953; -2.98373e+07; 0
567219.824; 59; -222586.670898; 3307.3896484375; -1653.6103515625; -1636.87; -16.7386; 0; 0; -0; -0; 0; -1566.45; -1169.75; -87.1595; -70.4209; -2.98369e+07; 0
567220.824; 59; -222269.006836; 4961.365234375; -1653.9755859375; -1669.34; 15.3603; 0; 0; -0; -0; 0; -1566.65; -1169.9; -87.3238; -102.684; -2.98366e+07; 0
567221.824; 59; -221953.646484; 6615.2548828125; -1653.8896484375; -1657.23; 3.34018; 0; 0; -0; -0; 0; -1566.85; -1170.05; -87.0369; -90.3771; -2.98363e+07; 0
567222.824; 59; -221639.577148; 8269.919921875; -1654.6650390625; -1650.45; -4.21954; 0; 0; -0; -0; 0; -1567.05; -1170.2; -87.6112; -83.3917; -2.9836e+07; 0
567223.824; 59; -221324.112305; 9924.73828125; -1654.818359375; -1657.78; 2.96058; 0; 0; -0; -0; 0; -1567.25; -1170.35; -87.5636; -90.5242; -2.98357e+07; 0
567224.824; 59; -221009.869141; 11579.4697265625; -1654.7314453125; -1651.36; -3.37247; 0; 0; -0; -0; 0; -1567.46; -1170.5; -87.2758; -83.9033; -2.98354e+07; 0
567225.824; 59; -220696.462891; 13234.1240234375; -1654.654296875; -1646.96; -7.69334; 0; 0; -0; -0; 0; -1567.66; -1170.65; -86.9977; -79.3044; -2.98351e+07; 0
567226.824; 59; -220380.09082; 14889.4150390625; -1655.291015625; -1662.55; 7.25544; 0; 0; -0; -0; 0; -1567.86; -1170.8; -87.4335; -94.6889; -2.98347e+07; 0
567227.824; 59; -220064.730469; 16545.0029296875; -1655.587890625; -1657.23; 1.64194; 0; 0; -0; -0; 0; -1568.06; -1170.95; -87.5295; -89.1715; -2.98344e+07; 0
567228.824; 59; -219748.811523; 18200.7421875; -1655.7392578125; -1660.17; 4.426; 0; 0; -0; -0; 0; -1568.26; -1171.1; -87.48; -91.906; -2.98341e+07; 0
567229.824; 59; -219432.788086; 19856.73046875; -1655.98828125; -1660.71; 4.72609; 0; 0; -0; -0; 0; -1568.46; -1171.25; -87.5281; -92.2542; -2.98338e+07; 0
567230.824; 59; -219117.881836; 21512.751953125; -1656.021484375; -1654.84; -1.17797; 0; 0; -0; -0; 0; -1568.66; -1171.4; -87.3604; -86.1824; -2.98335e+07; 0
567231.824; 59; -218802.974609; 23169.6416015625; -1656.8896484375; -1654.85; -2.041; 0; 0; -0; -0; 0; -1568.86; -1171.55; -88.0277; -85.9867; -2.98332e+07; 0
567232.824; 59; -218487.405273; 24826.625; -1656.9833984375; -1658.33; 1.34465; 0; 0; -0; -0; 0; -1569.06; -1171.7; -87.9207; -89.2654; -2.98329e+07; 0
567233.824; 59; -218173.196289; 26483.1865234375; -1656.5615234375; -1651.18; -5.38217; 0; 0; -0; -0; 0; -1569.26; -1171.85; -87.298; -81.9158; -2.98326e+07; 0
567234.824; 59; -217856.056641; 28140.0595703125; -1656.873046875; -1666.58; 9.70705; 0; 0; -0; -0; 0; -1569.46; -1172; -87.4087; -97.1157; -2.98322e+07; 0
567235.824; 59; -217542.40625; 29797.0361328125; -1656.9765625; -1648.24; -8.73264; 0; 0; -0; -0; 0; -1569.67; -1172.15; -87.3114; -78.5788; -2.98319e+07; 0
567236.824; 59; -217225.824219; 31454.337890625; -1657.3017578125; -1663.65; 6.34805; 0; 0; -0; -0; 0; -1569.87; -1172.3; -87.4359; -93.7839; -2.98316e+07; 0
567237.824; 59; -216911.825195; 33111.794921875; -1657.45703125; -1650.08; -7.38103; 0; 0; -0; -0; 0; -1570.07; -1172.45; -87.3903; -80.0093; -2.98313e+07; 0
567238.824; 59; -216594.963867; 34769.646484375; -1657.8515625; -1665.12; 7.26596; 0; 0; -0; -0; 0; -1570.27; -1172.6; -87.5841; -94.85; -2.9831e+07; 0
567239.824; 59; -216279.882812; 36427.4091796875; -1657.7626953125; -1655.76; -2.00058; 0; 0; -0; -0; 0; -1570.47; -1172.75; -87.2945; -85.2939; -2.98307e+07; 0
567240.824; 59; -215964.522461; 38085.490234375; -1658.0810546875; -1657.23; -0.851222; 0; 0; -0; -0; 0; -1570.67; -1172.9; -87.4121; -86.5609; -2.98304e+07; 0
567241.824; 59; -215648.394531; 39743.8544921875; -1658.3642578125; -1661.26; 2.89923; 0; 0; -0; -0; 0; -1570.87; -1173.05; -87.4946; -90.3938; -2.983e+07; 0
567242.824; 59; -215333.522461; 41402.0029296875; -1658.1484375; -1654.66; -3.48454; 0; 0; -0; -0; 0; -1571.07; -1173.2; -87.0781; -83.5935; -2.98297e+07; 0
567243.824; 59; -215017.010742; 43060.5068359375; -1658.50390625; -1663.28; 4.7764; 0; 0; -0; -0; 0; -1571.27; -1173.35; -87.2328; -92.0092; -2.98294e+07; 0
567244.824; 59; -214702.766602; 44719.6416015625; -1659.134765625; -1651.36; -7.77066; 0; 0; -0; -0; 0; -1571.47; -1173.5; -87.663; -79.8923; -2.98291e+07; 0
567245.824; 59; -214385.556641; 46378.7451171875; -1659.103515625; -1666.95; 7.84608; 0; 0; -0; -0; 0; -1571.67; -1173.65; -87.4311; -95.2772; -2.98288e+07; 0
