tm; rg; carr
258934.601025;0.913760; -331242.888
259957.601025;0.913536; -332650.702
260980.601025;0.913312; -334058.084
262003.601025;0.913087; -335465.932
263026.601025;0.912865; -336874.053
264049.601025;0.912641; -338282.367
265072.601025;0.912417; -339691.094
266095.601025;0.912195; -341100.043
267118.601025;0.911971; -342509.449
268141.601025;0.911748; -343918.897
269164.601025;0.911524; -345328.460
270187.601025;0.911300; -346738.499
271210.601025;0.911076; -348148.681
272233.601025;0.910853; -349559.275
273256.601025;0.910629; -350970.364
274279.601025;0.910405; -352381.318
275302.601025;0.910181; -353792.989
276325.601025;0.909956; -355204.919
277348.601025;0.909733; -356616.865
278371.601025;0.909510; -358029.202
279394.601025;0.909284; -359441.630
280417.601025;0.909059; -360854.896
281440.601025;0.908835; -362267.855
282463.601025;0.908611; -363680.786
283486.601025;0.908388; -365093.998
284509.601025;0.908163; -366508.396
285532.601025;0.907939; -367922.108
286555.601025;0.907715; -369336.033
287578.601025;0.907489; -370750.936
288601.601025;0.907265; -372165.583
289624.601025;0.907041; -373580.113
290647.601025;0.906816; -374995.731
291670.601025;0.906592; -376410.402
292693.601025;0.906367; -377826.813
293716.601025;0.906142; -379243.573
294739.601025;0.905918; -380659.347
295762.601025;0.905692; -382075.547
296785.601025;0.905468; -383493.119
297808.601025;0.905243; -384910.550
298831.601025;0.905018; -386328.360
299854.601025;0.904792; -387746.290
300877.601025;0.904568; -389164.255
301900.601025;0.904342; -390582.254
302923.601025;0.904117; -392000.297
303946.601025;0.903892; -393419.041
304969.601025;0.903666; -394838.437
305992.601025;0.903441; -396257.319
307015.601025;0.903215; -397675.649
308038.601025;0.902990; -399095.432
309061.601025;0.902764; -400515.931
310084.601025;0.902538; -401937.064
311107.601025;0.902315; -403357.487
312130.601025;0.902088; -404778.959
313153.601025;0.901862; -406200.521
314176.601025;0.901636; -407622.786
315199.601025;0.901411; -409045.114
316222.601025;0.901185; -410467.075
317245.601025;0.900959; -411888.507
318268.601025;0.900734; -413310.952
319291.601025;0.900508; -414733.674
320314.601025;0.900283; -416156.104
321337.601025;0.900056; -417579.831
322360.601025;0.899830; -419003.414
323383.601025;0.899605; -420427.295
324406.601025;0.899380; -421851.079
325429.601025;0.899153; -423275.158
326452.601025;0.898928; -424699.180
327475.601025;0.898702; -426123.706
328498.601025;0.898476; -427548.771
329521.601025;0.898249; -428973.851
330544.601025;0.898024; -430399.117
331567.601025;0.897798; -431824.992
332590.601025;0.897571; -433250.521
333613.601025;0.897345; -434677.423
334636.601025;0.897118; -436103.867
335659.601025;0.896892; -437530.743
336682.601025;0.896666; -438957.953
337705.601025;0.896439; -440384.946
338728.601025;0.896213; -441812.037
339751.601025;0.895987; -443239.645
340774.601025;0.895759; -444667.754
341797.601025;0.895535; -446096.174
342820.601025;0.895307; -447525.055
343843.601025;0.895080; -448954.018
344866.601025;0.894854; -450383.188
345889.601025;0.894626; -451812.863
346912.601025;0.894399; -453241.922
347935.601025;0.894172; -454671.592
348958.601025;0.893946; -456101.799
349981.601025;0.893718; -457532.434
351004.601025;0.893492; -458962.180
352027.601025;0.893264; -460392.654
353050.601025;0.893037; -461824.076
354073.601025;0.892810; -463255.369
355096.601025;0.892584; -464686.793
356119.601025;0.892356; -466118.228
357142.601025;0.892128; -467550.157
358165.601025;0.891903; -468982.647
359188.601025;0.891674; -470415.021
360211.601025;0.891447; -471848.509
361234.601025;0.891220; -473282.062
362257.601025;0.890993; -474715.284
363280.601025;0.890765; -476149.048
364303.601025;0.890537; -477582.835
365326.601025;0.890310; -479017.329
366349.601025;0.890083; -480452.352
367372.601025;0.889855; -481887.445
368395.601025;0.889627; -483322.656
369418.601025;0.889398; -484758.429
370441.601025;0.889171; -486193.925
371464.601025;0.888944; -487629.517
372487.601025;0.888716; -489065.792
373510.601025;0.888487; -490502.635
374533.601025;0.888258; -491939.265
375556.601025;0.888032; -493375.861
376579.601025;0.887802; -494813.620
377602.601025;0.887574; -496251.074
378625.601025;0.887346; -497688.951
379648.601025;0.887117; -499127.063
380671.601025;0.886890; -500565.231
381694.601025;0.886659; -502004.140
382717.601025;0.886432; -503443.890
383740.601025;0.886202; -504882.901
384763.601025;0.885975; -506321.740
385786.601025;0.885746; -507761.656
386809.601025;0.885517; -509201.590
387832.601025;0.885288; -510641.803
388855.601025;0.885060; -512082.349
389878.601025;0.884831; -513522.959
390901.601025;0.884602; -514963.819
391924.601025;0.884375; -516405.264
392947.601025;0.884146; -517846.756
393970.601025;0.883917; -519288.507
394993.601025;0.883688; -520730.812
396016.601025;0.883459; -522172.809
397039.601025;0.883230; -523615.091
398062.601025;0.883002; -525057.603
399085.601025;0.882771; -526500.709
400108.601025;0.882543; -527944.093
401131.601025;0.882314; -529387.493
402154.601025;0.882086; -530831.646
403177.601025;0.881856; -532275.666
404200.601025;0.881626; -533720.095
405223.601025;0.881396; -535165.430
406246.601025;0.881167; -536609.990
407269.601025;0.880938; -538054.596
408292.601025;0.880708; -539499.273
409315.601025;0.880480; -540944.378
410338.601025;0.880250; -542388.938
411361.601025;0.880021; -543835.243
412384.601025;0.879791; -545281.296
413407.601025;0.879562; -546727.614
414430.601025;0.879332; -548174.312
415453.601025;0.879102; -549621.181
416476.601025;0.878872; -551068.574
417499.601025;0.878643; -552515.874
418522.601025;0.878414; -553963.307
419545.601025;0.878184; -555410.704
420568.601025;0.877954; -556858.273
421591.601025;0.877725; -558306.708
422614.601025;0.877494; -559755.753
423637.601025;0.877265; -561203.967
424660.601025;0.877035; -562652.668
425683.601025;0.876805; -564103.133
426706.601025;0.876575; -565552.397
427729.601025;0.876345; -567002.761
428752.601025;0.876115; -568452.722
429775.601025;0.875884; -569903.244
430798.601025;0.875654; -571354.079
431821.601025;0.875423; -572805.432
432844.601025;0.875193; -574256.941
433867.601025;0.874963; -575708.511
434890.601025;0.874732; -577160.085
435913.601025;0.874502; -578612.766
436936.601025;0.874272; -580065.464
437959.601025;0.874042; -581518.632
438982.601025;0.873811; -582971.239
440005.601025;0.873581; -584423.924
441028.601025;0.873350; -585876.533
442051.601025;0.873119; -587329.610
443074.601025;0.872889; -588783.225
444097.601025;0.872659; -590236.881
445120.601025;0.872429; -591691.535
446143.601025;0.872198; -593146.349
447166.601025;0.871967; -594601.113
448189.601025;0.871737; -596055.983
449212.601025;0.871505; -597511.290
450235.601025;0.871274; -598967.594
451258.601025;0.871044; -600423.133
452281.601025;0.870813; -601878.846
453304.601025;0.870583; -603333.979
454327.601025;0.870351; -604790.103
455350.601025;0.870119; -606247.346
456373.601025;0.869890; -607704.776
457396.601025;0.869659; -609162.028
458419.601025;0.869427; -610619.714
459442.601025;0.869197; -612077.556
460465.601025;0.868966; -613536.399
461488.601025;0.868734; -614994.082
462511.601025;0.868501; -616452.771
463534.601025;0.868270; -617912.489
464557.601025;0.868038; -619371.414
465580.601025;0.867808; -620831.053
466603.601025;0.867577; -622290.360
467626.601025;0.867345; -623750.852
468649.601025;0.867114; -625210.822
469672.601025;0.866882; -626671.182
470695.601025;0.866651; -628131.773
471718.601025;0.866419; -629593.103
472741.601025;0.866186; -631054.466
473764.601025;0.865954; -632516.054
474787.601025;0.865722; -633977.444
475810.601025;0.865491; -635439.916
476833.601025;0.865257; -636902.074
477856.601025;0.865026; -638364.889
478879.601025;0.864793; -639827.812
479902.601025;0.864562; -641290.861
480925.601025;0.864330; -642754.097
481948.601025;0.864096; -644217.303
482971.601025;0.863865; -645680.670
483994.601025;0.863631; -647144.067
485017.601025;0.863399; -648607.798
486040.601025;0.863165; -650073.422
487063.601025;0.862934; -651537.545
488086.601025;0.862701; -653001.914
489109.601025;0.862468; -654467.171
490132.601025;0.862235; -655932.083
491155.601025;0.862003; -657397.860
492178.601025;0.861770; -658864.116
493201.601025;0.861536; -660330.253
494224.601025;0.861304; -661796.962
495247.601025;0.861072; -663264.079
496270.601025;0.860838; -664731.271
497293.601025;0.860606; -666198.831
498316.601025;0.860372; -667666.202
499339.601025;0.860140; -669133.854
500362.601025;0.859907; -670601.552
501385.601025;0.859673; -672070.337
502408.601025;0.859440; -673538.991
503431.601025;0.859208; -675007.812
504454.601025;0.858974; -676476.338
505477.601025;0.858741; -677945.758
506500.601025;0.858509; -679415.626
507523.601025;0.858275; -680885.066
508546.601025;0.858041; -682355.374
509569.601025;0.857808; -683826.081
510592.601025;0.857575; -685296.555
511615.601025;0.857342; -686768.096
512638.601025;0.857108; -688239.184
513661.601025;0.856874; -689710.334
514684.601025;0.856641; -691182.001
515707.601025;0.856407; -692654.070
516730.601025;0.856173; -694126.431
517753.601025;0.855940; -695598.706
518776.601025;0.855705; -697071.366
519799.601025;0.855473; -698543.872
520822.601025;0.855238; -700017.452
521845.601025;0.855004; -701491.143
522868.601025;0.854770; -702964.815
523891.601025;0.854537; -704438.647
524914.601025;0.854302; -705912.855
525937.601025;0.854068; -707387.109
526960.601025;0.853834; -708862.319
527983.601025;0.853600; -710337.102
529006.601025;0.853365; -711812.041
530029.601025;0.853131; -713287.167
531052.601025;0.852897; -714762.222
532075.601025;0.852663; -716237.675
533098.601025;0.852430; -717713.086
534121.601025;0.852196; -719188.774
535144.601025;0.851961; -720665.906
536167.601025;0.851726; -722143.035
537190.601025;0.851493; -723620.277
538213.601025;0.851258; -725097.530
539236.601025;0.851024; -726575.731
540259.601025;0.850789; -728053.275
541282.601025;0.850555; -729531.362
542305.601025;0.850320; -731009.188
543328.601025;0.850085; -732488.092
544351.601025;0.849851; -733967.091
545374.601025;0.849615; -735445.694
546397.601025;0.849381; -736925.040
547420.601025;0.849146; -738404.612
548443.601025;0.848912; -739884.315
549466.601025;0.848678; -741364.022
550489.601025;0.848443; -742844.314
551512.601025;0.848209; -744325.039
552535.601025;0.847974; -745805.226
553558.601025;0.847738; -747286.489
554581.601025;0.847504; -748768.623
555604.601025;0.847268; -750251.024
556627.601025;0.847034; -751732.379
557650.601025;0.846799; -753213.485
558673.601025;0.846564; -754695.863
559696.601025;0.846329; -756178.516
560719.601025;0.846093; -757661.683
561742.601025;0.845859; -759144.955
562765.601025;0.845624; -760628.555
563788.601025;0.845389; -762112.521
564811.601025;0.845153; -763596.383
565834.601025;0.844918; -765080.708
566857.601025;0.844682; -766565.435
567880.601025;0.844447; -768050.094
568903.601025;0.844210; -769534.822
569926.601025;0.843975; -771019.584
570949.601025;0.843738; -772504.483
571972.601025;0.843503; -773990.439
572995.601025;0.843267; -775477.265
574018.601025;0.843031; -776963.024
575041.601025;0.842795; -778449.271
576064.601025;0.842560; -779935.093
577087.601025;0.842324; -781422.184
578110.601025;0.842088; -782909.491
579133.601025;0.841852; -784396.619
580156.601025;0.841615; -785885.192
581179.601025;0.841378; -787373.401
582202.601025;0.841142; -788860.402
583225.601025;0.840905; -790348.208
584248.601025;0.840668; -791836.896
585271.601025;0.840432; -793325.992
586294.601025;0.840197; -794815.390
587317.601025;0.839959; -796305.135
588340.601025;0.839723; -797794.974
589363.601025;0.839486; -799285.119
590386.601025;0.839251; -800774.847
591409.601025;0.839013; -802265.017
592432.601025;0.838777; -803755.443
593455.601025;0.838539; -805246.755
594478.601025;0.838303; -806737.496
595501.601025;0.838068; -808228.055
596524.601025;0.837830; -809719.933
597547.601025;0.837593; -811212.208
598570.601025;0.837355; -812704.126
599593.601025;0.837119; -814195.991
600616.601025;0.836882; -815687.688
601639.601025;0.836646; -817179.697
602662.601025;0.836409; -818673.051
603685.601025;0.836172; -820166.159
604708.601025;0.835935; -821659.491
605731.601025;0.835698; -823153.652
606754.601025;0.835461; -824648.354
607777.601025;0.835224; -826142.287
608800.601025;0.834986; -827636.271
609823.601025;0.834749; -829130.912
610846.601025;0.834512; -830625.552
611869.601025;0.834275; -832120.590
612892.601025;0.834037; -833616.234
613915.601025;0.833800; -835111.595
614938.601025;0.833562; -836607.344
615961.601025;0.833325; -838103.996
616984.601025;0.833087; -839600.628
618007.601025;0.832850; -841097.248
619030.601025;0.832613; -842593.247
620053.601025;0.832374; -844090.538
621076.601025;0.832137; -845588.257
622099.601025;0.831899; -847085.910
623122.601025;0.831662; -848583.934
624145.601025;0.831422; -850082.693
625168.601025;0.831186; -851581.321
626191.601025;0.830948; -853079.479
627214.601025;0.830710; -854578.666
628237.601025;0.830473; -856077.688
629260.601025;0.830235; -857577.241
630283.601025;0.829997; -859076.679
631306.601025;0.829758; -860576.404
632329.601025;0.829520; -862076.547
633352.601025;0.829283; -863576.705
634375.601025;0.829044; -865077.493
635398.601025;0.828806; -866577.973
636421.601025;0.828569; -868079.098
637444.601025;0.828330; -869580.829
638467.601025;0.828092; -871082.482
639490.601025;0.827854; -872584.404
640513.601025;0.827616; -874085.964
641536.601025;0.827377; -875587.753
642559.601025;0.827139; -877090.515
643582.601025;0.826901; -878593.109
644605.601025;0.826662; -880096.224
645628.601025;0.826425; -881599.253
646651.601025;0.826186; -883103.343
647674.601025;0.825948; -884607.161
648697.601025;0.825709; -886111.774
649720.601025;0.825470; -887616.262
650743.601025;0.825231; -889121.135
651766.601025;0.824992; -890625.552
652789.601025;0.824754; -892130.411
653812.601025;0.824515; -893635.600
654835.601025;0.824276; -895141.202
655858.601025;0.824037; -896647.410
656881.601025;0.823799; -898153.289
657904.601025;0.823559; -899659.589
658927.601025;0.823321; -901166.222
659950.601025;0.823080; -902672.706
660973.601025;0.822841; -904179.868
661996.601025;0.822602; -905686.906
663019.601025;0.822363; -907194.458
664042.601025;0.822124; -908702.109
665065.601025;0.821885; -910209.633
666088.601025;0.821645; -911717.322
667111.601025;0.821406; -913226.311
668134.601025;0.821167; -914735.560
669157.601025;0.820927; -916244.350
670180.601025;0.820688; -917753.711
671203.601025;0.820447; -919263.324
672226.601025;0.820207; -920773.570
673249.601025;0.819969; -922282.979
674272.601025;0.819728; -923793.174
675295.601025;0.819489; -925303.591
676318.601025;0.819249; -926814.327
677341.601025;0.819009; -928324.811
678364.601025;0.818770; -929836.233
679387.601025;0.818530; -931347.788
680410.601025;0.818290; -932859.785
681433.601025;0.818051; -934371.649
682456.601025;0.817810; -935883.967
683479.601025;0.817570; -937396.842
684502.601025;0.817331; -938909.614
685525.601025;0.817090; -940422.249
686548.601025;0.816851; -941935.737
687571.601025;0.816610; -943449.475
688594.601025;0.816370; -944963.106
689617.601025;0.816130; -946477.535
690640.601025;0.815890; -947991.862
691663.601025;0.815650; -949506.244
692686.601025;0.815408; -951020.821
693709.601025;0.815168; -952535.765
694732.601025;0.814927; -954050.976
695755.601025;0.814688; -955566.610
696778.601025;0.814447; -957082.409
697801.601025;0.814206; -958598.277
698824.601025;0.813965; -960114.312
699847.601025;0.813725; -961630.814
700870.601025;0.813484; -963148.024
701893.601025;0.813244; -964665.295
702916.601025;0.813002; -966182.408
703939.601025;0.812761; -967699.646
704962.601025;0.812520; -969217.267
705985.601025;0.812280; -970735.167
707008.601025;0.812039; -972253.118
708031.601025;0.811799; -973771.287
709054.601025;0.811556; -975289.952
710077.601025;0.811316; -976808.747
711100.601025;0.811075; -978327.537
712123.601025;0.810834; -979847.462
713146.601025;0.810593; -981367.020
714169.601025;0.810351; -982886.563
715192.601025;0.810110; -984406.178
716215.601025;0.809869; -985926.689
717238.601025;0.809627; -987447.583
718261.601025;0.809386; -988967.642
719284.601025;0.809145; -990488.914
720307.601025;0.808904; -992009.617
721330.601025;0.808662; -993530.956
722353.601025;0.808420; -995052.975
723376.601025;0.808179; -996574.243
724399.601025;0.807937; -998096.275
725422.601025;0.807697; -999617.379
726445.601025;0.807455; -1001139.795
727468.601025;0.807214; -1002662.886
728491.601025;0.806972; -1004186.022
729514.601025;0.806731; -1005709.759
730537.601025;0.806489; -1007233.545
731560.601025;0.806247; -1008757.463
732583.601025;0.806005; -1010281.951
733606.601025;0.805764; -1011805.657
734629.601025;0.805520; -1013330.306
735652.601025;0.805280; -1014854.838
736675.601025;0.805037; -1016380.318
737698.601025;0.804795; -1017905.210
738721.601025;0.804552; -1019430.404
739744.601025;0.804311; -1020955.996
740767.601025;0.804068; -1022481.916
741790.601025;0.803827; -1024008.424
742813.601025;0.803584; -1025534.965
743836.601025;0.803342; -1027062.023
744859.601025;0.803099; -1028589.353
745882.601025;0.802857; -1030116.567
746905.601025;0.802614; -1031644.470
747928.601025;0.802372; -1033172.267
748951.601025;0.802129; -1034701.408
749974.601025;0.801887; -1036229.296
750997.601025;0.801643; -1037757.995
752020.601025;0.801402; -1039286.321
753043.601025;0.801158; -1040815.387
754066.601025;0.800915; -1042344.918
755089.601025;0.800672; -1043874.284
756112.601025;0.800430; -1045403.711
757135.601025;0.800186; -1046933.507
758158.601025;0.799944; -1048463.694
759181.601025;0.799701; -1049993.754
760204.601025;0.799458; -1051524.944
761227.601025;0.799215; -1053055.271
762250.601025;0.798972; -1054587.679
763273.601025;0.798729; -1056118.924
764296.601025;0.798486; -1057650.598
765319.601025;0.798242; -1059182.357
766342.601025;0.797999; -1060714.720
767365.601025;0.797755; -1062248.036
768388.601025;0.797511; -1063781.805
769411.601025;0.797269; -1065314.206
770434.601025;0.797026; -1066847.400
771457.601025;0.796781; -1068381.685
772480.601025;0.796539; -1069915.268
773503.601025;0.796296; -1071448.746
774526.601025;0.796052; -1072983.521
775549.601025;0.795808; -1074518.290
776572.601025;0.795565; -1076052.692
777595.601025;0.795322; -1077587.277
778618.601025;0.795079; -1079122.631
779641.601025;0.794834; -1080658.136
780664.601025;0.794592; -1082192.651
781687.601025;0.794347; -1083728.261
782710.601025;0.794105; -1085263.595
783733.601025;0.793861; -1086799.642
784756.601025;0.793616; -1088336.271
785779.601025;0.793374; -1089872.041
786802.601025;0.793129; -1091408.838
787825.601025;0.792885; -1092945.994
788848.601025;0.792642; -1094482.828
789871.601025;0.792397; -1096020.415
790894.601025;0.792153; -1097558.388
791917.601025;0.791909; -1099096.700
792940.601025;0.791665; -1100635.235
793963.601025;0.791421; -1102174.312
794986.601025;0.791175; -1103713.378
796009.601025;0.790932; -1105252.671
797032.601025;0.790689; -1106791.394
798055.601025;0.790443; -1108331.848
799078.601025;0.790199; -1109871.614
800101.601025;0.789956; -1111411.272
801124.601025;0.789712; -1112951.087
802147.601025;0.789467; -1114491.868
803170.601025;0.789222; -1116032.253
804193.601025;0.788977; -1117573.104
805216.601025;0.788733; -1119114.855
806239.601025;0.788488; -1120656.449
807262.601025;0.788244; -1122199.166
808285.601025;0.787999; -1123741.081
809308.601025;0.787755; -1125283.615
810331.601025;0.787509; -1126826.292
811354.601025;0.787265; -1128369.143
812377.601025;0.787020; -1129913.100
813400.601025;0.786776; -1131456.794
814423.601025;0.786530; -1133000.203
815446.601025;0.786286; -1134543.928
816469.601025;0.786040; -1136088.199
817492.601025;0.785795; -1137632.917
818515.601025;0.785550; -1139177.729
819538.601025;0.785305; -1140723.120
820561.601025;0.785060; -1142267.978
821584.601025;0.784814; -1143814.099
822607.601025;0.784569; -1145359.645
823630.601025;0.784324; -1146905.983
824653.601025;0.784079; -1148452.034
825676.601025;0.783834; -1149998.644
826699.601025;0.783587; -1151545.710
827722.601025;0.783341; -1153092.934
828745.601025;0.783096; -1154639.900
829768.601025;0.782850; -1156188.036
830791.601025;0.782605; -1157736.609
831814.601025;0.782359; -1159284.661
832837.601025;0.782112; -1160833.254
833860.601025;0.781867; -1162381.624
834883.601025;0.781621; -1163930.749
835906.601025;0.781375; -1165479.564
836929.601025;0.781129; -1167028.848
837952.601025;0.780883; -1168578.854
838975.601025;0.780638; -1170128.845
839998.601025;0.780391; -1171678.479
841021.601025;0.780145; -1173228.010
842044.601025;0.779899; -1174778.763
843067.601025;0.779653; -1176329.230
844090.601025;0.779406; -1177879.152
845113.601025;0.779162; -1179430.135
846136.601025;0.778915; -1180981.088
847159.601025;0.778669; -1182532.942
