tow; prn10; p-rng1; phase1; dopp1(carr); dopp1(range); bias1(Hz); p-rng2; phase2; dopp2(carr); dopp2(range); bias2(Hz); dopp1(eph); dopp2(eph); ebias1(ph); ebias1(rg); res-rg; res-carr 
237802.64; 77; -801753.001953; 2111.5185546875; -2111.5185546875; -2106.02; -5.50151; 0; 0; -0; -0; 0; -1971.2; -1472; -140.322; -134.821; -3.0574e+07; 0
237803.64; 77; -801351.882812; 4223.2587890625; -2111.740234375; -2107.9; -3.84492; 0; 0; -0; -0; 0; -1971.4; -1472.15; -140.339; -136.494; -3.05736e+07; 0
237804.64; 77; -800948.799805; 6335.2548828125; -2111.99609375; -2118.22; 6.21941; 0; 0; -0; -0; 0; -1971.61; -1472.3; -140.39; -146.609; -3.05732e+07; 0
237805.64; 77; -800546.825195; 8447.4609375; -2112.2060546875; -2112.39; 0.184775; 0; 0; -0; -0; 0; -1971.81; -1472.46; -140.395; -140.58; -3.05728e+07; 0
237806.64; 77; -800146.578125; 10559.861328125; -2112.400390625; -2103.31; -9.08784; 0; 0; -0; -0; 0; -1972.02; -1472.61; -140.385; -131.297; -3.05724e+07; 0
237807.64; 77; -799743.094727; 12672.5009765625; -2112.6396484375; -2120.32; 7.67992; 0; 0; -0; -0; 0; -1972.22; -1472.76; -140.419; -148.099; -3.0572e+07; 0
237808.64; 77; -799342.821289; 14785.234375; -2112.7333984375; -2103.45; -9.28229; 0; 0; -0; -0; 0; -1972.43; -1472.92; -140.308; -131.026; -3.05716e+07; 0
237809.64; 77; -798939.895508; 16898.068359375; -2112.833984375; -2117.39; 4.55529; 0; 0; -0; -0; 0; -1972.63; -1473.07; -140.204; -144.759; -3.05711e+07; 0
237810.64; 77; -798537.833984; 19011.1357421875; -2113.0673828125; -2112.85; -0.219817; 0; 0; -0; -0; 0; -1972.84; -1473.22; -140.232; -140.012; -3.05707e+07; 0
237811.64; 77; -798135.15332; 21124.2685546875; -2113.1328125; -2116.1; 2.96836; 0; 0; -0; -0; 0; -1973.04; -1473.37; -140.093; -143.061; -3.05703e+07; 0
237812.64; 77; -797732.489258; 23237.94140625; -2113.6728515625; -2116.01; 2.34108; 0; 0; -0; -0; 0; -1973.24; -1473.53; -140.428; -142.769; -3.05699e+07; 0
237813.64; 77; -797331.404297; 25351.619140625; -2113.677734375; -2107.72; -5.96204; 0; 0; -0; -0; 0; -1973.45; -1473.68; -140.228; -134.266; -3.05695e+07; 0
237814.64; 77; -796928.03418; 27465.3828125; -2113.763671875; -2119.72; 5.9606; 0; 0; -0; -0; 0; -1973.65; -1473.83; -140.109; -146.07; -3.05691e+07; 0
237815.64; 77; -796526.138672; 29579.5068359375; -2114.1240234375; -2111.98; -2.14888; 0; 0; -0; -0; 0; -1973.86; -1473.99; -140.265; -138.116; -3.05687e+07; 0
237816.64; 77; -796121.895508; 31693.6650390625; -2114.158203125; -2124.31; 10.154; 0; 0; -0; -0; 0; -1974.06; -1474.14; -140.094; -150.248; -3.05683e+07; 0
237817.64; 77; -795721.00293; 33807.5712890625; -2113.90625; -2106.7; -7.20153; 0; 0; -0; -0; 0; -1974.27; -1474.29; -139.638; -132.436; -3.05679e+07; 0
237818.64; 77; -795317.875977; 35921.7880859375; -2114.216796875; -2118.45; 4.22964; 0; 0; -0; -0; 0; -1974.47; -1474.44; -139.743; -143.973; -3.05675e+07; 0
237819.64; 77; -794915.918945; 38036.4287109375; -2114.640625; -2112.3; -2.34217; 0; 0; -0; -0; 0; -1974.68; -1474.6; -139.962; -137.62; -3.05671e+07; 0
237820.64; 77; -794512.304688; 40151.1845703125; -2114.755859375; -2121.01; 6.25138; 0; 0; -0; -0; 0; -1974.88; -1474.75; -139.873; -146.124; -3.05667e+07; 0
237821.64; 77; -794110.338867; 42266.1142578125; -2114.9296875; -2112.34; -2.58504; 0; 0; -0; -0; 0; -1975.09; -1474.9; -139.842; -137.257; -3.05663e+07; 0
237822.64; 77; -793706.942383; 44381.3193359375; -2115.205078125; -2119.86; 4.65776; 0; 0; -0; -0; 0; -1975.29; -1475.06; -139.913; -144.57; -3.05659e+07; 0
237823.64; 77; -793304.513672; 46496.595703125; -2115.2763671875; -2114.78; -0.499218; 0; 0; -0; -0; 0; -1975.5; -1475.21; -139.779; -139.28; -3.05655e+07; 0
237824.64; 77; -792901.649414; 48611.892578125; -2115.296875; -2117.07; 1.76909; 0; 0; -0; -0; 0; -1975.7; -1475.36; -139.595; -141.364; -3.05651e+07; 0
237825.64; 77; -792500.46875; 50727.45703125; -2115.564453125; -2108.22; -7.34583; 0; 0; -0; -0; 0; -1975.91; -1475.51; -139.658; -132.312; -3.05647e+07; 0
237826.64; 77; -792096.243164; 52843.2724609375; -2115.8154296875; -2124.22; 8.40436; 0; 0; -0; -0; 0; -1976.11; -1475.67; -139.704; -148.109; -3.05643e+07; 0
237827.64; 77; -791693.239258; 54959.26953125; -2115.9970703125; -2117.8; 1.80275; 0; 0; -0; -0; 0; -1976.32; -1475.82; -139.681; -141.484; -3.05639e+07; 0
