tow; prn8; p-rng1; phase1; dopp1(carr); dopp1(range); bias1(Hz); p-rng2; phase2; dopp2(carr); dopp2(range); bias2(Hz); dopp1(eph); dopp2(eph); ebias1(ph); ebias1(rg) 
232497.728; 59; -471544.921875; 17867.5810546875; -17867.5810546875; 2.47799e+06; -2.49585e+06; 0; 0; -0; -0; 0; -2730.58; -2039.07; -15137; 2.48072e+06
232498.728; 59; -471012.594727; 20677.78515625; -2810.2041015625; -2797.4; -12.8061; 0; 0; -0; -0; 0; -2730.59; -2039.08; -79.6091; -66.8031
232499.728; 59; -470479.080078; 23487.92578125; -2810.140625; -2803.64; -6.50222; 0; 0; -0; -0; 0; -2730.61; -2039.09; -79.5346; -73.0324
232500.728; 59; -469941.369141; 26297.90234375; -2809.9765625; -2825.69; 15.7135; 0; 0; -0; -0; 0; -2730.62; -2039.1; -79.3595; -95.0729
232501.728; 59; -469409.705078; 29107.900390625; -2809.998046875; -2793.91; -16.0845; 0; 0; -0; -0; 0; -2730.63; -2039.11; -79.37; -63.2855
232502.728; 59; -468873.834961; 31917.9169921875; -2810.0166015625; -2816.02; 5.99987; 0; 0; -0; -0; 0; -2730.64; -2039.11; -79.3775; -85.3774
232503.728; 59; -468343.304688; 34727.947265625; -2810.0302734375; -2787.96; -22.0749; 0; 0; -0; -0; 0; -2730.65; -2039.12; -79.3802; -57.3054
232504.728; 59; -467804.136719; 37538.2216796875; -2810.2744140625; -2833.35; 23.0724; 0; 0; -0; -0; 0; -2730.66; -2039.13; -79.6134; -102.686
232505.728; 59; -467270.133789; 40348.6201171875; -2810.3984375; -2806.2; -4.1941; 0; 0; -0; -0; 0; -2730.67; -2039.14; -79.7266; -75.5325
232506.728; 59; -466736.244141; 43159.060546875; -2810.4404296875; -2805.61; -4.83139; 0; 0; -0; -0; 0; -2730.68; -2039.15; -79.7576; -74.9262
232507.728; 59; -466199.710938; 45969.423828125; -2810.36328125; -2819.5; 9.13773; 0; 0; -0; -0; 0; -2730.69; -2039.15; -79.6697; -88.8074
232508.728; 59; -465667.680664; 48779.5244140625; -2810.1005859375; -2795.84; -14.2626; 0; 0; -0; -0; 0; -2730.7; -2039.16; -79.3961; -65.1335
232509.728; 59; -465131.094727; 51589.5087890625; -2809.984375; -2819.78; 9.79376; 0; 0; -0; -0; 0; -2730.72; -2039.17; -79.269; -89.0628
232510.728; 59; -464596.123047; 54399.48828125; -2809.9794921875; -2811.3; 1.31566; 0; 0; -0; -0; 0; -2730.73; -2039.18; -79.2533; -80.5689
232511.728; 59; -464061.212891; 57209.5419921875; -2810.0537109375; -2810.97; 0.918133; 0; 0; -0; -0; 0; -2730.74; -2039.19; -79.3168; -80.2349
232512.728; 59; -463527.672852; 60019.9931640625; -2810.451171875; -2803.77; -6.67934; 0; 0; -0; -0; 0; -2730.75; -2039.19; -79.7035; -73.0242
232513.728; 59; -462993.556641; 62830.4296875; -2810.4365234375; -2806.8; -3.63689; 0; 0; -0; -0; 0; -2730.76; -2039.2; -79.6781; -76.0412
232514.728; 59; -462461.220703; 65640.7080078125; -2810.2783203125; -2797.44; -12.8341; 0; 0; -0; -0; 0; -2730.77; -2039.21; -79.5093; -66.6752
232515.728; 59; -461925.472656; 68450.923828125; -2810.2158203125; -2815.37; 5.15917; 0; 0; -0; -0; 0; -2730.78; -2039.22; -79.436; -84.5952
232516.728; 59; -461390.448242; 71261.154296875; -2810.23046875; -2811.57; 1.3418; 0; 0; -0; -0; 0; -2730.79; -2039.23; -79.44; -80.7818
232517.728; 59; -460854.464844; 74071.375; -2810.220703125; -2816.61; 6.39107; 0; 0; -0; -0; 0; -2730.8; -2039.23; -79.4196; -85.8106
232518.728; 59; -460320.601562; 76881.810546875; -2810.435546875; -2805.47; -4.96507; 0; 0; -0; -0; 0; -2730.81; -2039.24; -79.6238; -74.6587
232519.728; 59; -459785.482422; 79692.2529296875; -2810.4423828125; -2812.07; 1.62768; 0; 0; -0; -0; 0; -2730.82; -2039.25; -79.6201; -81.2477
232520.728; 59; -459253.59082; 82502.396484375; -2810.1435546875; -2795.11; -15.0343; 0; 0; -0; -0; 0; -2730.83; -2039.26; -79.3107; -64.2763
232521.728; 59; -458714.30957; 85312.390625; -2809.994140625; -2833.94; 23.948; 0; 0; -0; -0; 0; -2730.84; -2039.27; -79.1508; -103.099
232522.728; 59; -458179.155273; 88123.0712890625; -2810.6806640625; -2812.25; 1.57415; 0; 0; -0; -0; 0; -2730.85; -2039.27; -79.8266; -81.4008
232523.728; 59; -457645.055664; 90933.3388671875; -2810.267578125; -2806.71; -3.55519; 0; 0; -0; -0; 0; -2730.86; -2039.28; -79.4031; -75.8479
232524.728; 59; -457111.4375; 93743.1181640625; -2809.779296875; -2804.18; -5.59692; 0; 0; -0; -0; 0; -2730.87; -2039.29; -78.9044; -73.3075
232525.728; 59; -456577.399414; 96552.8046875; -2809.6865234375; -2806.39; -3.29744; 0; 0; -0; -0; 0; -2730.89; -2039.3; -78.8011; -75.5037
232526.728; 59; -456043.047852; 99362.4248046875; -2809.6201171875; -2808.04; -1.5837; 0; 0; -0; -0; 0; -2730.9; -2039.31; -78.7243; -77.1406
232527.728; 59; -455505.126953; 102172.298828125; -2809.8740234375; -2826.79; 16.9194; 0; 0; -0; -0; 0; -2730.91; -2039.31; -78.9678; -95.8871
232528.728; 59; -454971.647461; 104982.9208984375; -2810.6220703125; -2803.45; -7.16842; 0; 0; -0; -0; 0; -2730.92; -2039.32; -79.7055; -72.537
232529.728; 59; -454439.774414; 107793.0859375; -2810.1650390625; -2795.01; -15.1533; 0; 0; -0; -0; 0; -2730.93; -2039.33; -79.238; -64.0847
232530.728; 59; -453902.53418; 110603.2958984375; -2810.2099609375; -2823.22; 13.0065; 0; 0; -0; -0; 0; -2730.94; -2039.34; -79.2726; -92.2791
232531.728; 59; -453369.15918; 113413.7607421875; -2810.46484375; -2802.9; -7.5603; 0; 0; -0; -0; 0; -2730.95; -2039.34; -79.5172; -71.9569
232532.728; 59; -452832.835938; 116224.482421875; -2810.7216796875; -2818.4; 7.67598; 0; 0; -0; -0; 0; -2730.96; -2039.35; -79.7638; -87.4397
232533.728; 59; -452297.480469; 119035.203125; -2810.720703125; -2813.31; 2.59127; 0; 0; -0; -0; 0; -2730.97; -2039.36; -79.7526; -82.3439
232534.728; 59; -451764.899414; 121845.8173828125; -2810.6142578125; -2798.73; -11.8819; 0; 0; -0; -0; 0; -2730.98; -2039.37; -79.6358; -67.7539
232535.728; 59; -451230.399414; 124656.2109375; -2810.3935546875; -2808.82; -1.5771; 0; 0; -0; -0; 0; -2730.99; -2039.37; -79.4049; -77.8278
232536.728; 59; -450694.424805; 127466.3505859375; -2810.1396484375; -2816.57; 6.42593; 0; 0; -0; -0; 0; -2731; -2039.38; -79.1408; -85.5667
232537.728; 59; -450159.855469; 130276.4580078125; -2810.107421875; -2809.18; -0.926601; 0; 0; -0; -0; 0; -2731.01; -2039.39; -79.0984; -78.1718
232538.728; 59; -449624.875; 133086.82421875; -2810.3662109375; -2811.34; 0.975127; 0; 0; -0; -0; 0; -2731.02; -2039.4; -79.3471; -80.3223
232539.728; 59; -449090.339844; 135897.3359375; -2810.51171875; -2809; -1.51051; 0; 0; -0; -0; 0; -2731.03; -2039.4; -79.4824; -77.9719
232540.728; 59; -448557.166016; 138707.689453125; -2810.353515625; -2801.85; -8.50614; 0; 0; -0; -0; 0; -2731.04; -2039.41; -79.3141; -70.808
232541.728; 59; -448021.610352; 141518.5439453125; -2810.8544921875; -2814.36; 3.50952; 0; 0; -0; -0; 0; -2731.05; -2039.42; -79.8051; -83.3146
232542.728; 59; -447487.292969; 144328.994140625; -2810.4501953125; -2807.86; -2.5934; 0; 0; -0; -0; 0; -2731.06; -2039.43; -79.3907; -76.7973
