tow; prn17; p-rng1; phase1; dopp1(carr); dopp1(range); bias1(Hz); p-rng2; phase2; dopp2(carr); dopp2(range); bias2(Hz); dopp1(eph); dopp2(eph); ebias1(ph); ebias1(rg); res-rg; res-carr 
233449.624; 81; -1309207.58496; -21217.98046875; 21217.98046875; 6.87993e+06; -6.85871e+06; 0; 0; -0; -0; 0; 1230.32; 918.747; 19987.7; 6.8787e+06; 0; 0
233450.624; 81; -1309429.15039; -22377.62109375; 1159.640625; 1164.33; -4.69357; 0; 0; -0; -0; 0; 1230.03; 918.53; -70.3908; -65.6972; 0; 0
233451.624; 81; -1309648.45605; -23537.3818359375; 1159.7607421875; 1152.46; 7.3017; 0; 0; -0; -0; 0; 1229.74; 918.313; -69.9795; -77.2812; 0; 0
233452.624; 81; -1309867.9707; -24696.734375; 1159.3525390625; 1153.56; 5.79528; 0; 0; -0; -0; 0; 1229.45; 918.095; -70.0966; -75.8919; 0; 0
233453.624; 81; -1310090.61816; -25855.5908203125; 1158.8564453125; 1170.02; -11.1639; 0; 0; -0; -0; 0; 1229.16; 917.878; -70.3016; -59.1377; 0; 0
233454.624; 81; -1310309.74023; -27014.623046875; 1159.0322265625; 1151.49; 7.53798; 0; 0; -0; -0; 0; 1228.87; 917.66; -69.8347; -77.3727; 0; 0
233455.624; 81; -1310531.57617; -28173.19140625; 1158.568359375; 1165.76; -7.18736; 0; 0; -0; -0; 0; 1228.58; 917.443; -70.0074; -62.82; 0; 0
233456.624; 81; -1310750.57715; -29330.9169921875; 1157.7255859375; 1150.86; 6.86769; 0; 0; -0; -0; 0; 1228.28; 917.226; -70.5591; -77.4268; 0; 0
233457.624; 81; -1310972.45605; -30488.5087890625; 1157.591796875; 1165.98; -8.38973; 0; 0; -0; -0; 0; 1227.99; 917.008; -70.4017; -62.012; 0; 0
233458.624; 81; -1311191.09863; -31645.83203125; 1157.3232421875; 1148.97; 8.34874; 0; 0; -0; -0; 0; 1227.7; 916.791; -70.3792; -78.7279; 0; 0
233459.624; 81; -1311412.6377; -32803.2265625; 1157.39453125; 1164.2; -6.8011; 0; 0; -0; -0; 0; 1227.41; 916.573; -70.0167; -63.2156; 0; 0
233460.624; 81; -1311630.26855; -33960.7431640625; 1157.5166015625; 1143.66; 13.8587; 0; 0; -0; -0; 0; 1227.12; 916.356; -69.6035; -83.4622; 0; 0
233461.624; 81; -1311853.72754; -35117.322265625; 1156.5791015625; 1174.28; -17.7058; 0; 0; -0; -0; 0; 1226.83; 916.139; -70.2499; -52.5441; 0; 0
233462.624; 81; -1312072.72754; -36273.6904296875; 1156.3681640625; 1150.85; 5.5154; 0; 0; -0; -0; 0; 1226.54; 915.921; -70.1697; -75.6851; 0; 0
233463.624; 81; -1312292.00684; -37429.9873046875; 1156.296875; 1152.32; 3.97639; 0; 0; -0; -0; 0; 1226.25; 915.704; -69.9499; -73.9263; 0; 0
233464.624; 81; -1312511.63574; -38586.42578125; 1156.4384765625; 1154.16; 2.28078; 0; 0; -0; -0; 0; 1225.96; 915.486; -69.5171; -71.7979; 0; 0
233465.624; 81; -1312733.58496; -39742.267578125; 1155.841796875; 1166.35; -10.5092; 0; 0; -0; -0; 0; 1225.66; 915.269; -69.8226; -59.3134; 0; 0
233466.624; 81; -1312951.95703; -40897.302734375; 1155.03515625; 1147.55; 7.48218; 0; 0; -0; -0; 0; 1225.37; 915.051; -70.3381; -77.8203; 0; 0
233467.624; 81; -1313171.19238; -42052.337890625; 1155.03515625; 1152.09; 2.94561; -1313227.90527; -12557.349609375; 12557.349609375; 5.15339e+06; -5.14083e+06; 1225.08; 914.834; -70.0469; -72.9926; -23.6254; 0
233468.624; 81; -1313392.61816; -43207.689453125; 1155.3515625; 1163.6; -8.24877; -1313448.61621; -13420.125; 862.775390625; 866.117; -3.34174; 1224.79; 914.617; -69.4394; -61.1906; -5.27874e-06; 0
233469.624; 81; -1313611.49609; -44362.48046875; 1154.791015625; 1150.21; 4.57973; -1313666.81348; -14282.474609375; 862.349609375; 856.253; 6.09667; 1224.5; 914.399; -69.7088; -74.2885; -6.64964e-06; 0
233470.624; 81; -1313831.43848; -45517.3876953125; 1154.9072265625; 1155.81; -0.897796; -1313887.67188; -15144.9111328125; 862.4365234375; 866.696; -4.25927; 1224.21; 914.182; -69.3014; -68.4036; -6.64964e-06; 0
233471.624; 81; -1314051.28516; -46671.431640625; 1154.0439453125; 1155.3; -1.25815; -1314108.04199; -16006.6865234375; 861.775390625; 864.78; -3.00428; 1223.92; 913.964; -69.8735; -68.6154; -6.63847e-06; 0
233472.624; 81; -1314268.15723; -47825.4560546875; 1154.0244140625; 1139.67; 14.354; -1314326.99023; -16868.470703125; 861.7841796875; 859.2; 2.58425; 1223.63; 913.747; -69.6019; -83.9559; 6.13183e-06; 0
233473.624; 81; -1314487.18359; -48978.8759765625; 1153.419921875; 1150.99; 2.42859; -1314545.87695; -17729.7841796875; 861.3134765625; 858.959; 2.35498; 1223.34; 913.53; -69.9153; -72.3439; 5.7891e-06; 0
233474.624; 81; -1314710.45898; -50131.7607421875; 1152.884765625; 1173.32; -20.4353; -1314765.33984; -18590.708984375; 860.9248046875; 861.22; -0.294718; 1223.04; 913.312; -70.1593; -49.7239; 5.98282e-06; 0
233475.624; 81; -1314928.44727; -51283.9697265625; 1152.208984375; 1145.54; 6.67283; -1314985.04688; -19451.103515625; 860.39453125; 862.178; -1.78305; 1222.75; 913.095; -70.5438; -77.2167; -6.56769e-06; 0
233476.624; 81; -1315148.52051; -52436.33984375; 1152.3701171875; 1156.49; -4.12258; -1315204.22168; -20311.6484375; 860.544921875; 860.089; 0.45591; 1222.46; 912.877; -70.0915; -65.969; 6.25849e-06; 0
233477.624; 81; -1315367.28516; -53588.9697265625; 1152.6298828125; 1149.62; 3.0139; -1315423.23047; -21172.3759765625; 860.7275390625; 859.438; 1.29001; 1222.17; 912.66; -69.5407; -72.5546; 6.10203e-06; 0
233478.624; 81; -1315586.25; -54740.328125; 1151.3583984375; 1150.67; 0.690378; -1315642.11719; -22032.1611328125; 859.78515625; 858.959; 0.826655; 1221.88; 912.442; -70.5209; -71.2113; 6.25104e-06; 0
233479.624; 81; -1315804.41309; -55891.861328125; 1151.533203125; 1146.45; 5.07845; -1315861.09082; -22892.060546875; 859.8994140625; 859.3; 0.599844; 1221.59; 912.225; -70.055; -75.1334; 6.1281e-06; 0
233480.624; 81; -1316024.19824; -57043.1083984375; 1151.2470703125; 1154.98; -3.73172; -1316080.98145; -23751.7392578125; 859.6787109375; 862.898; -3.21933; 1221.3; 912.008; -70.05; -66.3182; 6.1281e-06; 0
233481.624; 81; -1316242.92773; -58194.0771484375; 1150.96875; 1149.43; 1.53751; -1316299.51074; -24611.24609375; 859.5068359375; 857.556; 1.95094; 1221.01; 911.79; -70.0371; -71.5746; 6.35162e-06; 0
233482.624; 81; -1316463.62988; -59344.5439453125; 1150.466796875; 1159.8; -9.33082; -1316517.97852; -25470.373046875; 859.126953125; 857.314; 1.81248; 1220.71; 911.573; -70.2479; -60.9171; -6.46338e-06; 0
233483.624; 81; -1316681.66113; -60495.591796875; 1151.0478515625; 1145.76; 5.2859; -1316737.4502; -26329.8955078125; 859.5224609375; 861.254; -1.73155; 1220.42; 911.355; -69.3757; -74.6616; -1.53854e-05; 0
233484.624; 81; -1316900.0332; -61646.1826171875; 1150.5908203125; 1147.55; 3.03785; -1316956.85156; -27189.142578125; 859.2470703125; 860.978; -1.73102; 1220.13; 911.138; -69.5415; -72.5794; -8.12113e-07; 0
233485.624; 81; -1317120.55176; -62796.3115234375; 1150.12890625; 1158.83; -8.70392; -1317175.44141; -28047.9755859375; 858.8330078125; 857.793; 1.03951; 1219.84; 910.92; -69.7123; -61.0084; -6.55651e-06; 0
233486.624; 81; -1317339.27344; -63945.5439453125; 1149.232421875; 1149.39; -0.157763; -1317394.25879; -28906.1611328125; 858.185546875; 858.686; -0.500865; 1219.55; 910.703; -70.3176; -70.1598; 6.57886e-06; 0
233487.624; 81; -1317557.24316; -65094.80078125; 1149.2568359375; 1145.44; 3.81819; -1317613.69531; -29764.37109375; 858.2099609375; 861.116; -2.90609; 1219.26; 910.485; -70.002; -73.8202; 6.57141e-06; 0
233488.624; 81; -1317777.79688; -66243.4482421875; 1148.6474609375; 1159.02; -10.3701; -1317831.42969; -30622.150390625; 857.779296875; 854.436; 3.34284; 1218.97; 910.268; -70.3201; -59.95; 6.40377e-06; 0
