time;bias-band1;bias-band2
232647.624;0;0
232648.624;-69.3893989028;0
232649.624;-70.2472553204;0
232650.624;-69.8013730983;0
232651.624;-70.4316896993;0
232652.624;-70.2846867982;0
232653.624;-70.5713816504;0
232654.624;-70.5612094952;0
232655.624;-69.9768078544;0
232656.624;-70.259619622;0
232657.624;-70.2993441341;0
232658.624;-70.3235046842;0
232659.624;-71.1132439207;0
232660.624;-69.6335460186;0
232661.624;-70.5357483309;0
232662.624;-69.9047082847;0
232663.624;-69.6741254058;0
232664.624;-70.1076801339;0
232665.624;-69.9357877731;0
232666.624;-69.9240433712;0
232667.624;-69.5148446248;0
232668.624;-70.0471240442;0
232669.624;-70.6302598999;0
232670.624;-69.8822998244;0
232671.624;-70.2016330051;0
232672.624;-69.2504314333;0
232673.624;-69.5273656828;0
232674.624;-70.3059660635;0
232675.624;-70.2694336851;0
232676.624;-69.8249931443;0
232677.624;-70.2601082574;0
232678.624;-70.3885547428;0
232679.624;-70.3643335761;0
232680.624;-69.6197250048;0
232681.624;-70.1439727094;0
232682.624;-71.1076374697;0
232683.624;-70.3662360928;0
232684.624;-69.460746441;0
232685.624;-70.5132529022;0
232686.624;-69.6956366008;0
232687.624;-70.3028081919;0
232688.624;-70.7722655182;0
232689.624;-69.9978828847;0
232690.624;-69.9148949607;0
232691.624;-70.6313914302;0
232692.624;-69.2899105757;0
232693.624;-70.4334512851;0
232694.624;-70.3012597352;0
232695.624;-70.078264716;0
232696.624;-69.5950911792;0
232697.624;-69.7079941104;0
232698.624;-70.1769732828;0
232699.624;-69.6280342026;0
232700.624;-69.8912666039;0
232701.624;-69.5685378091;0
232702.624;-69.8200349122;0
232703.624;-69.3999521682;0
232704.624;-70.3258928567;0
232705.624;-69.8302357767;0
232706.624;-69.7932504728;0
232707.624;-69.0632238454;0
232708.624;-70.0782913743;0
232709.624;-69.0103576633;0
232710.624;-70.1158907286;0
232711.624;-70.0387910686;0
232712.624;-70.2077654741;0
232713.624;-70.6117863339;0
232714.624;-69.832804983;0
232715.624;-70.1351970741;0
232716.624;-70.2549532667;0
232717.624;-70.3181038917;0
232718.624;-69.625352826;0
232719.624;-69.9696867998;0
232720.624;-70.3530745181;0
232721.624;-70.0674955469;0
232722.624;-70.0797587328;0
232723.624;-70.0643368526;0
232724.624;-70.1075217508;0
232725.624;-70.0396431349;0
232726.624;-70.6241183019;0
232727.624;-69.1018154099;0
232728.624;-69.6898677422;0
232729.624;-70.1092738351;0
232730.624;-69.7089323178;0
232731.624;-69.828168818;0
232732.624;-70.366014374;0
232733.624;-70.3348277642;0
232734.624;-69.768493967;0
232735.624;-69.7594088095;0
232736.624;-69.9270795418;0
232737.624;-69.9052601752;0
232738.624;-70.0950270316;0
232739.624;-70.2144927601;0
232740.624;-70.0432444381;0
232741.624;-70.1564589248;0
232742.624;-69.9939616267;0
232743.624;-70.3099882635;0
232744.624;-69.746726867;0
232745.624;-69.855662437;0
232746.624;-70.3308295997;0
232747.624;-69.8723496256;0
232748.624;-69.796042978;0
232749.624;-70.0462304476;0
232750.624;-69.4932802073;0
232751.624;-70.5998561049;0
232752.624;-69.7478035127;0
232753.624;-69.9995079105;0
232754.624;-70.0634040956;0
232755.624;-69.8974580647;0
232756.624;-70.7090443114;0
232757.624;-69.8389983795;0
232758.624;-70.3667029838;0
232759.624;-70.8012761143;0
232760.624;-70.2996495233;0
232761.624;-70.2158368467;0
232762.624;-70.3056183624;0
232763.624;-70.1463928558;0
232764.624;-70.1653602222;0
232765.624;-70.5203025848;0
232766.624;-70.4802107443;0
232767.624;-70.1681630512;0
232768.624;-70.2528171977;0
232769.624;-70.4854491205;0
232770.624;-70.9375288137;0
232771.624;-70.5100110727;0
232772.624;-70.5597879734;0
232773.624;-70.515555379;0
232774.624;-70.3570694944;0
232775.624;-70.4182946699;0
232776.624;-70.835769124;0
232777.624;-70.6828963537;0
232778.624;-70.8718397518;0
232779.624;-70.3046946362;0
232780.624;-70.23166282;0
232781.624;-70.7382428051;0
232782.624;-70.8141464279;0
232783.624;-70.2550309317;0
232784.624;-69.4757172188;0
232785.624;-70.3780538952;0
232786.624;-70.7415853288;0
232787.624;-70.0106115445;0
232788.624;-70.253047839;0
232789.624;-70.4400629249;0
232790.624;-70.3394508565;0
232791.624;-70.7330182133;0
232792.624;-70.4244242624;0
232793.624;-70.3866044311;0
232794.624;-69.6781239912;0
232795.624;-70.3863664664;0
232796.624;-70.3949464525;0
232797.624;-70.2523682937;0
232798.624;-70.6175310176;0
232799.624;-70.1918021213;0
232800.624;-70.3541318041;0
232801.624;-70.500874666;0
232802.624;-70.3214293962;0
232803.624;-70.510725371;0
232804.624;-70.1553031352;0
232805.624;-70.1709937636;0
232806.624;-70.5294118407;0
232807.624;-70.1327681748;0
232808.624;-70.5105100832;0
232809.624;-69.9191227131;987.197453689
232810.624;-69.8766122888;987.422012911
232811.624;-70.3674480703;987.618114168
232812.624;-70.0996701693;987.814194854
232813.624;-69.9901101583;988.010227214
232814.624;-70.398329367;988.206237788
232815.624;-70.4309388329;988.402243235
232816.624;-70.3393466096;988.59820679
232817.624;-70.0797765591;988.794140117
232818.624;-70.4061349989;455.88095731
232819.624;-70.135241787;456.156177378
232820.624;-70.5959900064;456.431241227
232821.624;-70.17975145;456.706352968
232822.624;-69.7545487956;456.981409677
232823.624;-70.5957318555;457.256476125
232824.624;-70.3521584933;457.531558759
232825.624;-70.4414094255;457.806580406
232826.624;-70.3675589805;458.081624498
232827.624;-70.1620288611;458.356683189
232828.624;-70.6379751186;458.631711817
232829.624;-70.2557206578;458.906727399
232830.624;-70.0455161207;459.181766017
232831.624;-70.5858942056;459.456751919
232832.624;-70.2831218285;459.731750961
232833.624;-69.775251537;460.006745958
232834.624;-70.1170084659;460.281728525
232835.624;-69.7091291504;460.556721324
232836.624;-70.605542468;460.831704678
232837.624;-69.546300898;461.106652502
232838.624;-70.0819559624;461.381610692
232839.624;-70.7497066349;461.656520653
232840.624;-70.1923755673;461.931488531
232841.624;-69.7520889248;462.206400499
232842.624;-70.6797294255;462.481330466
232843.624;-70.2108992148;462.756263419
232844.624;-69.5709776919;151.700761858
232845.624;-69.9415947149;152.005093602
232846.624;-70.638578075;152.312579351
232847.624;-70.3714944721;152.620055229
232848.624;-69.8100780597;152.927531083
232849.624;-69.6648600752;153.235017817
232850.624;-69.6489183603;153.542531257
232851.624;-70.0886619247;153.850003288
232852.624;-69.9989076118;154.157488925
232853.624;-69.7163840963;-346.849471831
232854.624;-69.6984866827;-346.582149628
232855.624;-69.9194612897;-306.115657683
232856.624;-69.8461121523;-305.869151292
232857.624;-69.1569334604;-305.622639836
232858.624;-69.7132647067;-305.376124543
232859.624;-69.8902632746;-305.129589595
232860.624;-70.0563339619;-304.883048873
232861.624;-69.8968350387;-304.636513372
232862.624;-70.129702735;-304.389951332
232863.624;-69.8551666766;-304.143409334
232864.624;-69.7339246463;-303.896803885
232865.624;-69.7195045886;-303.650200118
232866.624;-69.9414114298;-303.4036042
232867.624;-69.6328852137;-303.157011105
232868.624;-70.2807497316;-302.910372589
232869.624;-69.5981958258;-302.663763555
232870.624;-69.8097633314;-302.417125052
232871.624;-69.799613533;-302.170466647
232872.624;-69.7375542548;-301.923821472
232873.624;-69.9014278468;-301.677145216
232874.624;-69.8582984064;-301.43045377
232875.624;-70.0569562282;-301.183775466
232876.624;-69.8323649471;-300.93707986
232877.624;-69.6919482734;-300.690364761
232878.624;-69.9074039836;-300.443668828
232879.624;-69.7911973257;-300.196915312
232880.624;-69.9447173275;-299.950175168
232881.624;-70.1785057704;-299.70344382
232882.624;-69.7802862989;-299.45668547
232883.624;-70.2339944899;-299.209900965
232884.624;-70.2234351491;-298.963118943
232885.624;-70.0066408546;-298.716352961
232886.624;-70.1156304006;-298.469558766
232887.624;-69.9503897385;-298.222746315
232888.624;-70.5384451496;-297.975921206
232889.624;-69.9673388269;-297.729098213
232890.624;-69.67747287;-297.482240428
232891.624;-69.6859917505;-297.235369511
232892.624;-70.6377678124;-296.988548106
232893.624;-69.6719203828;-296.741664889
232894.624;-69.6592011037;-296.4948113
232895.624;-70.3319942389;-296.247872683
232896.624;-69.8380240693;-296.001002478
232897.624;-69.4454166815;-295.754077264
232898.624;-70.312573434;-295.507172615
232899.624;-69.0687637757;-295.260244337
232900.624;-70.5611226918;-295.013309419
232901.624;-70.6725993955;-294.766367867
232902.624;-69.3858173846;-294.519392099
232903.624;-69.5773533027;-294.272411696
232904.624;-70.6743827661;-294.02546336
232905.624;-70.281531337;-293.778448862
232906.624;-70.4082555075;-293.531479856
232907.624;-70.2716517065;-293.284450337
232908.624;-70.0298173886;-293.037445022
232909.624;-69.8125627362;-331.27233494
232910.624;-69.6022981335;-330.991532327
232911.624;-70.038004942;-330.712823109
232912.624;-70.4351730517;-330.434045777
232913.624;-69.679261326;-330.155293306
232914.624;-68.8379639011;-329.876499108
232915.624;-70.0520975298;-329.597677102
232916.624;-70.4875711775;-329.318876413
232917.624;-70.8914077591;-329.040086698
232918.624;-69.8992951993;-328.761229772
232919.624;-70.7056880306;-328.482412689
232920.624;-70.5174966481;-328.203553873
232921.624;-70.9718969925;-327.924691933
232922.624;-70.7768622271;-327.645797163
232923.624;-70.1674012094;-327.366928228
232924.624;-69.3526242273;-327.088009172
232925.624;-70.1085810603;-326.809100838
232926.624;-70.1325096134;-326.530187039
232927.624;-69.5929294691;-326.251230696
232928.624;-70.6213240645;-325.972283457
232929.624;-70.2249039034;-325.693308538
232930.624;-70.2833980031;-325.414350752
232931.624;-69.8824949848;-325.13536332
232932.624;-69.9589328848;-324.856370915
232933.624;-69.6097549107;-324.577341494
232934.624;-69.8832909152;-324.298345825
232935.624;-70.1464216752;-324.019298761
232936.624;-69.9123091308;-323.740261876
232937.624;-69.8299597645;-323.461215393
232938.624;-70.1938825028;-323.182140807
232939.624;-69.5798942232;-322.903088581
232940.624;-70.6914639137;-322.62398359
232941.624;-69.9887713742;-322.344881976
232942.624;-70.1563974183;-322.065770398
232943.624;-70.2228637039;-321.786652999
232944.624;-69.7644676062;-321.507479811
232945.624;-69.603002467;-321.228339806
232946.624;-69.8444506844;-320.949185858
232947.624;-70.1060139352;-320.670020643
232948.624;-70.1570310738;-320.390845804
232949.624;-70.3519831346;-320.111648504
232950.624;-70.1723259623;-319.832429397
232951.624;-70.1246920275;-319.553204065
232952.624;-70.3684732331;-319.273981427
232953.624;-69.5081307258;-318.994727839
232954.624;-69.8614811012;-318.715481696
232955.624;-70.1374716611;-318.436207983
232956.624;-70.292776204;-318.156937688
232957.624;-69.171319636;-317.877656587
232958.624;-69.6287571768;-317.59836443
232959.624;-70.3039530701;-317.319045374
232960.624;-69.9510397502;-317.039724412
232961.624;-69.7826791765;-316.760381588
232962.624;-69.5725218443;-316.48102679
232963.624;-69.8016338778;-316.201685646
