tow; prn10; p-rng1; phase1; dopp1(carr); dopp1(range); bias1(Hz); p-rng2; phase2; dopp2(carr); dopp2(range); bias2(Hz); dopp1(eph); dopp2(eph); ebias1(ph); ebias1(rg); res-rg; res-carr 
232669.624; 64; 1930686.61914; -49565.72265625; 49565.72265625; -1.01458e+07; 1.01954e+07; 0; 0; -0; -0; 0; 2524.23; 1884.97; 47041.5; -1.01484e+07; 0; 0
232670.624; 64; 1930218.64844; -52019.794921875; 2454.072265625; 2459.2; -5.13038; 0; 0; -0; -0; 0; 2523.98; 1884.79; -69.9105; -64.7802; 0; 0
232671.624; 64; 1929751.91602; -54473.2958984375; 2453.5009765625; 2452.7; 0.805545; 0; 0; -0; -0; 0; 2523.74; 1884.61; -70.239; -71.0445; 0; 0
232672.624; 64; 1929285.14941; -56927.51953125; 2454.2236328125; 2452.88; 1.34859; 0; 0; -0; -0; 0; 2523.5; 1884.43; -69.2734; -70.622; 0; 0
232673.624; 64; 1928817.06445; -59381.205078125; 2453.685546875; 2459.8; -6.11753; 0; 0; -0; -0; 0; 2523.25; 1884.25; -69.5685; -63.451; 0; 0
232674.624; 64; 1928351.59766; -61833.8876953125; 2452.6826171875; 2446.04; 6.63809; 0; 0; -0; -0; 0; 2523.01; 1884.07; -70.3284; -76.9665; 0; 0
232675.624; 64; 1927884.69043; -64286.345703125; 2452.4580078125; 2453.61; -1.15603; 0; 0; -0; -0; 0; 2522.77; 1883.89; -70.3099; -69.1539; 0; 0
232676.624; 64; 1927419.00488; -66739.0048828125; 2452.6591796875; 2447.19; 5.46511; 0; 0; -0; -0; 0; 2522.52; 1883.7; -69.8656; -75.3307; 0; 0
232677.624; 64; 1926950.4668; -69190.9970703125; 2451.9921875; 2462.18; -10.1921; 0; 0; -0; -0; 0; 2522.28; 1883.52; -70.2894; -60.0973; 0; 0
232678.624; 64; 1926483.1416; -71642.611328125; 2451.6142578125; 2455.81; -4.19622; 0; 0; -0; -0; 0; 2522.04; 1883.34; -70.424; -66.2278; 0; 0
232679.624; 64; 1926017.69141; -74094.013671875; 2451.40234375; 2445.96; 5.44506; 0; 0; -0; -0; 0; 2521.79; 1883.16; -70.3926; -75.8377; 0; 0
232680.624; 64; 1925551.4043; -76545.908203125; 2451.89453125; 2450.36; 1.53923; 0; 0; -0; -0; 0; 2521.55; 1882.98; -69.657; -71.1962; 0; 0
232681.624; 64; 1925085.05566; -78997.0439453125; 2451.1357421875; 2450.68; 0.457136; 0; 0; -0; -0; 0; 2521.31; 1882.79; -70.1723; -70.6294; 0; 0
232682.624; 64; 1924617.9834; -81446.9599609375; 2449.916015625; 2454.48; -4.56531; 0; 0; -0; -0; 0; 2521.06; 1882.61; -71.1485; -66.5832; 0; 0
232683.624; 64; 1924152.04492; -83897.3798828125; 2450.419921875; 2448.52; 1.8967; 0; 0; -0; -0; 0; 2520.82; 1882.43; -70.401; -72.2977; 0; 0
232684.624; 64; 1923685.56641; -86348.4716796875; 2451.091796875; 2451.36; -0.269348; 0; 0; -0; -0; 0; 2520.58; 1882.25; -69.4855; -69.2161; 0; 0
232685.624; 64; 1923219.4707; -88798.251953125; 2449.7802734375; 2449.35; 0.430822; 0; 0; -0; -0; 0; 2520.33; 1882.07; -70.5532; -70.9841; 0; 0
232686.624; 64; 1922753.21875; -91248.6171875; 2450.365234375; 2450.17; 0.194683; 0; 0; -0; -0; 0; 2520.09; 1881.89; -69.7246; -69.9193; 0; 0
232687.624; 64; 1922285.35156; -93698.126953125; 2449.509765625; 2458.66; -9.1489; 0; 0; -0; -0; 0; 2519.85; 1881.7; -70.3362; -61.1873; 0; 0
232688.624; 64; 1921820.17285; -96146.9267578125; 2448.7998046875; 2444.53; 4.26918; 0; 0; -0; -0; 0; 2519.6; 1881.52; -70.8022; -75.0714; 0; 0
232689.624; 64; 1921354.18164; -98596.255859375; 2449.3291015625; 2448.8; 0.52876; 0; 0; -0; -0; 0; 2519.36; 1881.34; -70.0289; -70.5577; 0; 0
232690.624; 64; 1920888.44434; -101045.4208984375; 2449.1650390625; 2447.47; 1.69898; 0; 0; -0; -0; 0; 2519.11; 1881.16; -69.9489; -71.6479; 0; 0
232691.624; 64; 1920423.16016; -103493.6318359375; 2448.2109375; 2445.08; 3.12607; 0; 0; -0; -0; 0; 2518.87; 1880.97; -70.659; -73.7851; 0; 0
232692.624; 64; 1919955.0498; -105942.93359375; 2449.3017578125; 2459.94; -10.6347; 0; 0; -0; -0; 0; 2518.63; 1880.79; -69.324; -58.6893; 0; 0
232693.624; 64; 1919490.90918; -108390.8447265625; 2447.9111328125; 2439.08; 8.83569; 0; 0; -0; -0; 0; 2518.38; 1880.61; -70.4704; -79.3061; 0; 0
232694.624; 64; 1919025.03125; -110838.6591796875; 2447.814453125; 2448.21; -0.390591; 0; 0; -0; -0; 0; 2518.14; 1880.43; -70.3229; -69.9323; 0; 0
232695.624; 64; 1918559.05859; -113286.4365234375; 2447.77734375; 2448.7; -0.925492; 0; 0; -0; -0; 0; 2517.89; 1880.24; -70.1157; -69.1902; 0; 0
232696.624; 64; 1918092.94531; -115734.458984375; 2448.0224609375; 2449.44; -1.41936; 0; 0; -0; -0; 0; 2517.65; 1880.06; -69.6261; -68.2067; 0; 0
232697.624; 64; 1917625.64648; -118182.1162109375; 2447.6572265625; 2455.67; -8.01469; 0; 0; -0; -0; 0; 2517.4; 1879.88; -69.7469; -61.7322; 0; 0
232698.624; 64; 1917160.08301; -120629.0771484375; 2446.9609375; 2446.55; 0.408355; 0; 0; -0; -0; 0; 2517.16; 1879.7; -70.1987; -70.607; 0; 0
232699.624; 64; 1916694.98242; -123076.3310546875; 2447.25390625; 2444.12; 3.13383; 0; 0; -0; -0; 0; 2516.91; 1879.51; -69.6611; -72.7949; 0; 0
232700.624; 64; 1916230.06543; -125523.0849609375; 2446.75390625; 2443.16; 3.59862; 0; 0; -0; -0; 0; 2516.67; 1879.33; -69.9165; -73.5151; 0; 0
232701.624; 64; 1915765.33984; -127969.90625; 2446.8212890625; 2442.15; 4.67185; 0; 0; -0; -0; 0; 2516.43; 1879.15; -69.6044; -74.2762; 0; 0
232702.624; 64; 1915299.32324; -130416.23828125; 2446.33203125; 2448.93; -2.60174; 0; 0; -0; -0; 0; 2516.18; 1878.97; -69.8489; -67.2471; 0; 0
232703.624; 64; 1914833.77734; -132862.7412109375; 2446.5029296875; 2446.46; 0.0427212; 0; 0; -0; -0; 0; 2515.94; 1878.78; -69.4332; -69.4759; 0; 0
232704.624; 64; 1914367.7959; -135308.06640625; 2445.3251953125; 2448.75; -3.42383; 0; 0; -0; -0; 0; 2515.69; 1878.6; -70.3661; -66.9422; 0; 0
232705.624; 64; 1913902.43262; -137753.64453125; 2445.578125; 2445.5; 0.0775763; 0; 0; -0; -0; 0; 2515.45; 1878.42; -69.8681; -69.9457; 0; 0
232706.624; 64; 1913438.02148; -140199.033203125; 2445.388671875; 2440.5; 4.8917; 0; 0; -0; -0; 0; 2515.2; 1878.23; -69.8125; -74.7042; 0; 0
232707.624; 64; 1912970.82715; -142644.8818359375; 2445.8486328125; 2455.12; -9.27417; 0; 0; -0; -0; 0; 2514.96; 1878.05; -69.1075; -59.8334; 0; 0
